"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","market"
"737","002200","수출포장","21,100","200","+0.96%","5,000","844","4,000",4.86,"6,242","-16.01","-2.39","코스피"
"738","008600","윌비스","1,480","35","+2.42%","1,000","844","57,000",4.92,"833,288","148.00","0.42","코스피"
"739","014580","백광소재","3,045","120","+4.10%","500","840","27,583",1.63,"4,013,113","14.78","5.02","코스피"
"740","004770","써니전자","2,790","35","-1.24%","500","836","29,976",2.06,"377,789","79.71","2.81","코스피"
"742","047400","유니온머티리얼","1,980","20","+1.02%","500","832","42,000",1,"107,507","-104.21","-0.86","코스피"
"743","010400","우진아이엔에스","10,900","250","+2.35%","500","831","7,622",0.23,"49,864","3.95","24.62","코스피"
"744","03473K","SK우","146,500","1,500","+1.03%","200","829","566",14.12,"628","6.19","N/A","코스피"
"745","011700","한신기계","2,555","5","-0.20%","500","829","32,446",23.06,"81,060","17.74","6.03","코스피"
"746","000220","유유제약","13,000","150","-1.14%","1,000","828","6,369",3.96,"55,832","21.42","5.71","코스피"
"747","013360","일성건설","1,525","60","-3.79%","500","824","54,025",64.49,"686,399","-6.87","-13.21","코스피"
"748","003547","대신증권2우B","8,200","30","-0.36%","5,000","820","10,000",3.18,"8,209","6.14","N/A","코스피"
"749","009310","참엔지니어링","1,665","10","-0.60%","500","819","49,190",2.71,"37,523","9.79","18.42","코스피"
"750","006740","영풍제지","3,685","55","+1.52%","500","818","22,200",1.35,"95,928","21.06","4.04","코스피"
"751","084670","동양고속","27,950","450","+1.64%","5,000","809","2,896",1.86,"2,673","-53.65","-1.41","코스피"
"752","015230","대창단조","40,400","150","-0.37%","5,000","808","2,000",4.54,"741","6.58","7.69","코스피"
"753","092780","동양피스톤","6,120","60","+0.99%","500","806","13,168",4.27,"101,469","6.76","12.68","코스피"
"754","006980","우성사료","2,590","40","-1.52%","500","800","30,900",3.84,"85,069","68.16","0.71","코스피"
"755","014440","영보화학","3,990","0","0.00%","500","798","20,000",51.52,"4,766","2.73","23.16","코스피"
"760","134790","시디즈","39,450","550","-1.37%","500","789","2,000",0.66,"1,621","256.17","1.42","코스피"
"761","006660","삼성공조","9,680","40","-0.41%","500","787","8,126",13.86,"4,141","7.02","5.55","코스피"
"762","155660","DSR","4,910","110","-2.19%","500","786","16,000",1.63,"100,529","7.10","8.16","코스피"
"764","119650","KC코트렐","5,990","230","+3.99%","500","779","13,000",2.01,"1,172,855","11.59","9.27","코스피"
"767","005190","동성화학","14,550","200","+1.39%","1,000","776","5,336",2.03,"2,453","14.86","5.14","코스피"
"769","021820","세원정공","7,660","50","-0.65%","500","766","10,000",15.21,"2,095","-11.78","-1.53","코스피"
"770","069730","DSR제강","5,310","280","-5.01%","500","765","14,400",3.01,"213,159","15.26","3.91","코스피"
"771","000500","가온전선","18,300","200","+1.10%","5,000","761","4,160",4.63,"3,136","54.46","0.54","코스피"
"772","129260","인터지스","2,550","60","+2.41%","500","759","29,748",1.33,"79,875","12.62","2.88","코스피"
"773","008260","NI스틸","2,645","15","+0.57%","500","756","28,600",1.54,"38,938","6.85","11.87","코스피"
"774","003010","혜인","5,950","60","-1.00%","500","756","12,713",6.57,"147,530","37.90","1.99","코스피"
"775","007610","선도전기","4,195","115","-2.67%","500","755","18,000",2.97,"623,782","45.60","1.94","코스피"
"777","090370","메타랩스","1,665","15","-0.89%","500","742","44,550",0,"152,397","-0.62","-141.25","코스피"
"779","001070","대한방직","13,950","0","0.00%","1,000","739","5,300",1,"5,044","-7.72","-5.51","코스피"
"780","002920","유성기업","2,840","15","-0.53%","500","737","25,948",18.31,"6,069","11.83","2.37","코스피"
"781","024890","대원화성","1,780","0","0.00%","500","734","41,249",3.06,"39,488","46.84","2.21","코스피"
"783","000590","CS홀딩스","63,400","300","-0.47%","5,000","732","1,154",2.13,"498","12.41","2.74","코스피"
"784","079660","사조해표","10,200","0","0.00%","5,000","730","7,160",2.84,"19,779","5.19","9.97","코스피"
"785","001080","만호제강","17,550","150","-0.85%","1,000","728","4,150",3.31,"1,838","27.25","1.17","코스피"
"786","009810","엔케이물산","890","19","+2.18%","500","723","81,239",0.6,"1,149,441","-7.74","-14.67","코스피"
"787","015590","큐로","578","9","+1.58%","500","721","124,733",1.8,"389,246","-7.32","-10.65","코스피"
"788","083420","그린케미칼","3,590","40","-1.10%","500","718","20,000",0.44,"18,941","28.49","2.24","코스피"
"789","000157","두산2우B","72,800","200","-0.27%","5,000","718","986",0.01,"1","45.67","N/A","코스피"
"793","031820","콤텍시스템","1,465","5","+0.34%","500","701","47,851",1.48,"256,593","61.04","1.52","코스피"
"794","002820","선창산업","5,540","90","-1.60%","1,000","698","12,608",2.76,"13,730","-19.58","-1.31","코스피"
"795","003280","흥아해운","394","1","+0.25%","500","692","175,643",27.51,"235,409","-0.75","-47.52","코스피"
"796","018470","조일알미늄","990","0","0.00%","500","689","69,600",0.77,"79,003","-38.08","-0.93","코스피"
"800","008870","금비","68,500","600","-0.87%","5,000","685","1,000",0.11,"1,242","9.97","7.15","코스피"
"801","004270","남성","1,875","5","+0.27%","500","679","36,212",0.76,"94,262","50.68","1.68","코스피"
"802","006890","태경화학","5,850","330","+5.98%","500","679","11,600",2.26,"7,351,658","41.49","1.70","코스피"
"803","000910","유니온","4,340","50","+1.17%","500","678","15,612",4.04,"209,828","13.44","N/A","코스피"
"804","012170","키위미디어그룹","343","1","+0.29%","500","677","197,285",2.85,"517,106","-1.30","N/A","코스피"
"805","007280","한국특수형강","2,080","10","+0.48%","500","673","32,353",0.96,"77,856","3.23","19.22","코스피"
"806","025820","이구산업","2,000","5","+0.25%","500","669","33,442",3.81,"52,558","5.95","10.64","코스피"
"807","001020","페이퍼코리아","904","3","+0.33%","500","663","73,374",1.03,"92,713","-0.27","-115.15","코스피"
"808","078935","GS우","37,050","0","0.00%","5,000","661","1,785",11.76,"564","3.56","N/A","코스피"
"809","006570","대림통상","4,340","40","+0.93%","1,000","661","15,225",1.36,"291","-15.23","-3.82","코스피"
"810","004410","서울식품","194","1","+0.52%","100","655","337,410",2.52,"1,922,942","194.00","0.71","코스피"
"811","012280","영화금속","1,440","15","-1.03%","500","654","45,451",1.33,"256,972","13.98","6.76","코스피"
"812","011500","한농화성","4,165","0","0.00%","500","651","15,637",11.2,"24,564","7.48","8.30","코스피"
"813","118000","우리들휴브레인","2,650","30","-1.12%","500","644","24,298",1.44,"128,995","-17.91","-18.20","코스피"
"816","008420","문배철강","3,115","75","-2.35%","500","639","20,504",1.93,"311,036","6.31","10.48","코스피"
"818","120115","코오롱인더우","22,900","0","0.00%","5,000","634","2,768",14.07,"3,546","4.74","N/A","코스피"
"819","001560","제일연마","6,330","60","-0.94%","500","633","10,000",4.16,"3,203","15.82","5.60","코스피"
"822","001620","동국실업","924","1","+0.11%","500","610","66,042",2.81,"57,654","-0.97","-19.04","코스피"
"823","049800","우진플라임","6,100","330","+5.72%","500","610","10,000",1.27,"404,001","82.43","0.92","코스피"
"826","014130","한익스프레스","5,010","40","-0.79%","500","601","12,000",10.99,"17,176","8.98","11.15","코스피"
"827","026940","부국철강","3,000","50","-1.64%","500","600","20,000",4.09,"104,970","25.86","2.08","코스피"
"828","093240","형지엘리트","1,910","15","-0.78%","500","595","31,155",0.83,"291,388","-6.80","-10.25","코스피"
"829","023350","한국종합기술","5,430","40","-0.73%","500","595","10,950",2.82,"77,549","-7.61","-6.60","코스피"
"831","013700","까뮤이앤씨","1,305","20","-1.51%","500","589","45,152",0.41,"200,694","6.98","15.31","코스피"
"833","002140","고려산업","2,350","20","-0.84%","1,000","586","24,939",2.93,"52,304","11.46","5.93","코스피"
"834","088790","진도","4,655","20","-0.43%","500","579","12,448",1,"4,097","6.11","9.59","코스피"
"835","006805","미래에셋대우우","4,115","20","+0.49%","5,000","579","14,076",0.77,"16,069","5.56","N/A","코스피"
"836","001275","부국증권우","19,250","50","-0.26%","5,000","578","3,000",14.16,"484","6.88","N/A","코스피"
"837","014910","성문전자","2,955","15","-0.51%","500","576","19,487",0.64,"150,624","-19.19","-9.39","코스피"
"838","072130","유엔젤","4,350","65","-1.47%","500","574","13,195",0.89,"62,379","-8.97","-14.67","코스피"
"840","004140","동방","1,695","20","-1.17%","1,000","567","33,466",2.64,"335,266","-6.32","-9.27","코스피"
"841","084870","TBH글로벌","2,695","45","-1.64%","500","562","20,857",6.65,"108,119","-56.15","-0.56","코스피"
"842","051630","진양화학","4,675","25","-0.53%","500","561","12,000",2.97,"210,506","-166.96","-1.13","코스피"
"843","009190","대양금속","4,530","40","+0.89%","500","558","12,318",0.25,"4,706","12.05","46.46","코스피"
"844","021050","서원","1,170","15","+1.30%","500","555","47,475",1.52,"52,812","30.00","2.09","코스피"
"845","002710","TCC동양","2,485","35","-1.39%","1,000","555","22,342",2.15,"117,704","36.01","1.52","코스피"
"846","000760","이화산업","19,700","500","-2.48%","5,000","552","2,800",0.03,"5,200","-25.72","-1.97","코스피"
"847","005360","모나미","2,915","10","+0.34%","1,000","551","18,897",2.25,"26,748","20.38","3.69","코스피"
"848","004100","태양금속","1,500","15","+1.01%","500","550","36,700",1.68,"111,380","-14.71","-3.89","코스피"
"850","004830","덕성","3,480","25","-0.71%","500","546","15,680",2.71,"12,862","112.26","0.80","코스피"
"852","006880","신송홀딩스","4,545","95","-2.05%","500","538","11,829",0.91,"16,443","-6.52","-5.77","코스피"
"855","103130","웅진에너지","1,715","20","-1.15%","5,000","531","30,947",3.09,"145,571","31.18","1.38","코스피"
"856","019180","티에이치엔","2,935","35","-1.18%","500","528","18,000",1.27,"162,612","16.68","8.60","코스피"
"859","123700","SJM","3,320","25","+0.76%","500","518","15,605",12.3,"8,223","9.15","3.55","코스피"
"860","005305","롯데칠성우","668,000","0","0.00%","5,000","518","78",11.34,"24","6.21","N/A","코스피"
"861","000105","유한양행우","217,500","1,000","-0.46%","5,000","514","236",0,"390","25.96","N/A","코스피"
"862","007120","미래아이앤지","494","2","-0.40%","500","512","103,587",1.23,"195,041","-15.44","-4.64","코스피"
"863","010100","한국프랜지","1,675","20","+1.21%","1,000","510","30,450",2.93,"33,507","-2.37","-9.81","코스피"
"864","00499K","롯데지주우","51,600","400","-0.77%","200","510","988",0.27,"744","4.87","N/A","코스피"
"866","025530","SJM홀딩스","3,380","20","-0.59%","500","505","14,934",9.39,"6,251","3.30","11.02","코스피"
"868","071090","하이스틸","24,950","150","-0.60%","5,000","499","2,000",3.61,"10,691","5.96","N/A","코스피"
"869","002690","동일제강","3,300","5","+0.15%","500","495","15,000",2.77,"60,611","36.26","1.05","코스피"
"873","109070","컨버즈","3,975","25","-0.62%","500","489","12,301",2.44,"91,992","-2.15","-129.14","코스피"
"875","093230","이아이디","199","0","0.00%","200","482","242,189",0.88,"322,776","33.17","1.49","코스피"
"876","002220","한일철강","21,550","100","-0.46%","5,000","481","2,232",0.58,"3,638","4.56","6.16","코스피"
"877","006110","삼아알미늄","4,370","90","-2.02%","500","481","11,000",34.92,"27,668","397.27","0.12","코스피"
"880","023150","MH에탄올","6,490","130","-1.96%","500","479","7,379",0.77,"19,824","7.10","10.42","코스피"
"883","002870","신풍제지","1,360","30","-2.16%","500","475","34,959",1.19,"221,544","52.31","2.16","코스피"
"884","023960","에쓰씨엔지니어링","1,900","10","+0.53%","500","475","25,017",0.81,"123,311","-4.63","-33.33","코스피"
"885","044380","주연테크","480","9","-1.84%","100","474","98,773",0.66,"627,608","-5.85","-13.90","코스피"
"886","010660","화천기계","21,550","150","+0.70%","5,000","474","2,200",10.63,"2,624","81.32","0.47","코스피"
"888","003780","진양산업","3,610","5","-0.14%","500","469","13,000",5.95,"97,989","28.20","4.78","코스피"
"891","002410","범양건영","1,865","0","0.00%","1,000","463","24,832",2.12,"148,888","40.54","2.57","코스피"
"892","027970","세하","1,555","5","-0.32%","1,000","460","29,563",0.21,"172,208","-14.81","-15.84","코스피"
"893","024900","덕양산업","1,410","40","+2.92%","500","459","32,565",1.59,"549,104","61.30","1.31","코스피"
"894","009140","경인전자","29,150","50","-0.17%","5,000","458","1,571",16.76,"862","-15.37","-5.15","코스피"
"898","015260","에이엔피","548","55","+11.16%","500","454","82,785",1.8,"8,213,562","-2.57","-20.12","코스피"
"899","002070","남영비비안","6,600","80","+1.23%","1,000","453","6,868",2.94,"408","42.04","0.82","코스피"
"900","155900","바다로19호","2,950","0","0.00%","5,000","448","15,200",0,"6,947","-9.87","-9.49","코스피"
"901","020120","키다리스튜디오","2,820","25","+0.89%","500","446","15,833",0.86,"24,268","-19.86","N/A","코스피"
"903","011420","갤럭시아에스엠","1,615","15","-0.92%","500","445","27,550",0.54,"34,294","-7.55","-13.83","코스피"
"904","013000","세우글로벌","1,865","25","+1.36%","500","442","23,691",1.72,"404,565","98.16","1.39","코스피"
"905","071950","코아스","1,425","25","+1.79%","500","440","30,907",1.54,"920,302","-59.38","-3.12","코스피"
"906","024070","WISCOM","2,930","0","0.00%","500","440","15,026",5.58,"1,484","42.46","0.90","코스피"
"907","003465","유화증권우","12,550","50","+0.40%","5,000","439","3,495",0,"468","23.63","N/A","코스피"
"912","145270","케이탑리츠","976","4","-0.41%","1,000","432","44,213",13.13,"216,023","17.43","4.15","코스피"
"916","001420","태원물산","5,600","340","-5.72%","500","426","7,600",2.67,"63,545","51.38","2.54","코스피"
"917","023810","인팩","4,245","45","-1.05%","500","424","10,000",13.87,"19,994","-27.93","-1.47","코스피"
"919","030720","동원수산","8,980","20","+0.22%","5,000","418","4,654",4.11,"12,276","6.81","14.66","코스피"
"920","001210","금호전기","5,980","100","-1.64%","5,000","417","6,977",1.42,"9,615","-2.26","-22.42","코스피"
"924","009180","한솔로지스틱스","1,480","0","0.00%","500","407","27,477",9.43,"76,094","10.80","6.30","코스피"
"926","010580","지코","794","4","-0.50%","500","401","50,521",0.89,"134,643","15.57","12.21","코스피"
"928","005820","원림","18,150","50","+0.28%","5,000","399","2,200",1.36,"248","10.77","4.23","코스피"
"929","018500","동원금속","849","0","0.00%","500","397","46,755",2.29,"74,376","-3.57","-14.85","코스피"
"930","006200","한국전자홀딩스","842","12","+1.45%","500","394","46,803",2.55,"103,523","8.96","3.72","코스피"
"931","28513K","SK케미칼우","26,650","50","+0.19%","5,000","389","1,459",12.8,"4,216","-40.69","N/A","코스피"
"934","005320","국동","2,750","15","-0.54%","500","380","13,828",1.44,"43,520","-3.81","-19.01","코스피"
"936","015540","메디파트너생명공학","6,870","30","+0.44%","500","379","5,513",2.16,"9,614","-3.80","-110.56","코스피"
"937","172580","하이골드12호","2,880","15","-0.52%","5,000","376","13,044",0,"23,904","-2.19","-39.06","코스피"
"938","008110","대동전자","3,565","5","-0.14%","500","374","10,490",41.78,"4,300","69.90","0.44","코스피"
"940","003680","한성기업","6,280","10","+0.16%","5,000","373","5,934",1.86,"5,671","13.28","4.75","코스피"
"941","011300","성안","647","8","-1.22%","500","368","56,858",0.45,"233,646","-4.12","-11.56","코스피"
"943","011230","삼화전자","3,510","60","+1.74%","1,000","367","10,458",6.25,"81,735","-5.29","-54.17","코스피"
"945","003925","남양유업우","215,000","1,500","-0.69%","5,000","358","167",86.24,"1","37.97","N/A","코스피"
"949","008775","호텔신라우","47,000","650","-1.36%","5,000","353","752",6.73,"1,938","74.37","N/A","코스피"
"951","005450","신한","4,945","0","0.00%","5,000","347","7,023",2.91,"0","-8.59","-7.24","코스피"
