"","종목코드","종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","market"
"456","001390","KG케미칼","17,200","0","0.00%","5,000","2,142","12,456",11.74,"41,390","47.51","1.88","코스피"
"457","071055","한국금융지주우","36,550","0","0.00%","5,000","2,141","5,858",15.63,"2,459","4.41","N/A","코스피"
"458","003070","코오롱글로벌","8,470","70","-0.82%","5,000","2,135","25,210",1.94,"48,959","12.85","3.38","코스피"
"460","001780","알루코","2,840","60","-2.07%","500","2,116","74,524",2.18,"108,646","16.51","6.30","코스피"
"461","036530","S&T홀딩스","12,950","0","0.00%","500","2,111","16,304",10.94,"1,402","7.69","4.36","코스피"
"462","008040","사조동아원","1,495","35","-2.29%","500","2,110","141,145",0.61,"5,253,058","4.63","26.41","코스피"
"463","008700","아남전자","2,735","80","+3.01%","500","2,109","77,125",1.89,"916,790","-124.32","-2.47","코스피"
"464","007210","벽산","3,075","145","+4.95%","500","2,108","68,560",11.13,"1,120,411","19.46","4.74","코스피"
"465","003030","세아제강지주","50,900","600","+1.19%","5,000","2,108","4,142",7.67,"4,725","11.98","2.04","코스피"
"467","000700","유수홀딩스","7,980","230","+2.97%","2,500","2,078","26,042",9.02,"62,861","-48.96","-2.12","코스피"
"468","084680","이월드","2,295","25","-1.08%","1,000","2,077","90,510",0.69,"280,616","54.64","2.89","코스피"
"469","011930","신성이엔지","1,195","70","+6.22%","500","2,067","172,994",0.7,"3,772,732","-5.29","-38.33","코스피"
"470","016610","DB금융투자","4,800","5","+0.10%","5,000","2,037","42,446",7.76,"40,632","46.15","0.73","코스피"
"472","123690","한국화장품","12,400","250","-1.98%","500","1,992","16,068",0.99,"81,020","49.40","7.01","코스피"
"474","006380","카프로","4,970","70","-1.39%","500","1,988","40,000",5.95,"120,686","16.08","4.79","코스피"
"475","074610","나노메딕스","7,080","250","+3.66%","500","1,988","28,074",0.5,"2,054,678","-12.23","-85.82","코스피"
"476","002795","아모레G우","30,800","1,000","-3.14%","500","1,985","6,444",50.4,"4,918","13.51","N/A","코스피"
"477","004870","티웨이홀딩스","2,625","120","-4.37%","500","1,980","75,437",5.43,"923,055","6.06","45.49","코스피"
"479","027390","한화갤러리아타임월드","32,700","100","+0.31%","5,000","1,962","6,000",1.68,"18,196","-18.37","-4.39","코스피"
"480","194370","제이에스코퍼레이션","14,700","1,000","+7.30%","100","1,960","13,336",0.91,"54,712","33.87","3.71","코스피"
"481","077500","유니퀘스트","7,200","30","+0.42%","500","1,958","27,191",48.65,"41,163","16.04","6.88","코스피"
"483","015860","일진홀딩스","3,895","30","-0.76%","1,000","1,922","49,347",1.68,"36,815","-9.79","-7.14","코스피"
"484","005090","삼광글라스","39,500","950","-2.35%","5,000","1,917","4,854",2.26,"14,864","53.09","1.21","코스피"
"486","001790","대한제당","21,600","50","+0.23%","2,500","1,909","8,840",2.47,"6,012","19.58","2.36","코스피"
"487","005740","크라운해태홀딩스","12,800","0","0.00%","500","1,900","14,847",3.65,"80,728","0.92","58.11","코스피"
"488","030790","동양네트웍스","1,980","30","-1.49%","500","1,888","95,341",0.32,"349,481","-6.04","-33.91","코스피"
"489","028100","동아지질","16,400","200","-1.20%","500","1,886","11,500",10.45,"114,802","11.03","11.19","코스피"
"490","229640","LS전선아시아","6,140","10","+0.16%","500","1,880","30,625",2.89,"4,762","14.65","10.69","코스피"
"491","007110","일신석재","2,425","190","-7.27%","500","1,878","77,457",1.06,"6,717,313","1,212.50","0.34","코스피"
"492","030210","KTB투자증권","3,110","45","+1.47%","5,000","1,876","60,314",24.13,"183,138","6.11","7.66","코스피"
"493","029460","케이씨","13,800","350","-2.47%","500","1,870","13,554",16.39,"119,993","5.66","27.73","코스피"
"495","010600","웰바이오텍","4,620","80","+1.76%","500","1,842","39,868",0.58,"322,801","-8.06","-29.57","코스피"
"496","000140","하이트진로홀딩스","7,900","30","-0.38%","5,000","1,833","23,207",6.59,"6,299","-12.99","-2.80","코스피"
"497","012030","DB","906","3","-0.33%","500","1,823","201,174",2.85,"218,611","-226.50","-0.53","코스피"
"498","267850","아시아나IDT","16,300","1,200","+7.95%","500","1,809","11,100",0.06,"146,344","8.40","15.24","코스피"
"500","035150","백산","7,400","50","+0.68%","500","1,791","24,200",4.68,"72,169","19.95","7.27","코스피"
"501","306200","세아제강","63,000","1,000","+1.61%","5,000","1,787","2,836",8.71,"2,925","N/A","N/A","코스피"
"502","009160","SIMPAC","2,715","20","+0.74%","500","1,776","65,430",8.52,"67,669","6.13","5.36","코스피"
"503","002460","화성산업","14,250","100","-0.70%","5,000","1,774","12,451",16.43,"34,840","3.97","13.50","코스피"
"504","039570","HDC아이콘트롤스","10,700","0","0.00%","500","1,761","16,460",3.46,"39,236","7.42","12.75","코스피"
"506","000320","노루홀딩스","13,200","50","-0.38%","500","1,754","13,291",2.38,"1,735","4.17","11.67","코스피"
"507","097955","CJ제일제당 우","131,500","2,000","+1.54%","5,000","1,746","1,327",30.36,"2,403","5.15","N/A","코스피"
"508","210540","디와이파워","15,800","650","+4.29%","500","1,745","11,042",2.93,"74,058","5.71","26.71","코스피"
"509","267290","경동도시가스","36,850","850","+2.36%","2,500","1,738","4,717",21.17,"4,645","7.37","N/A","코스피"
"510","282690","동아타이어","12,650","50","+0.40%","500","1,737","13,733",3.86,"5,333","142.13","N/A","코스피"
"511","009270","신원","2,135","50","-2.29%","500","1,725","80,788",2.89,"2,347,036","-14.23","-5.44","코스피"
"512","015890","태경산업","5,880","180","+3.16%","500","1,719","29,229",4.7,"858,515","15.68","6.10","코스피"
"513","000860","강남제비스코","26,400","0","0.00%","1,000","1,716","6,500",13.14,"8,410","7.40","4.89","코스피"
"514","013870","지엠비코리아","8,960","20","+0.22%","500","1,709","19,072",55.54,"311,158","14.91","5.08","코스피"
"515","002450","삼익악기","1,880","10","+0.53%","500","1,702","90,531",2.09,"124,462","-31.86","-2.42","코스피"
"516","033530","세종공업","7,570","10","-0.13%","500","1,695","22,394",2.61,"194,952","-20.40","-1.92","코스피"
"517","003350","한국화장품제조","37,350","800","-2.10%","500","1,693","4,532",1.44,"21,952","38.19","9.68","코스피"
"518","071970","STX중공업","6,020","40","-0.66%","2,500","1,691","28,082",0.19,"46,836","0.02","-315.77","코스피"
"519","008970","동양철관","1,420","30","-2.07%","500","1,688","118,885",1.83,"1,250,235","-4.47","-45.85","코스피"
"520","000390","삼화페인트","6,340","60","-0.94%","500","1,676","26,439",10.12,"8,451","84.53","0.66","코스피"
"521","004310","현대약품","5,230","10","+0.19%","500","1,674","32,000",3.56,"474,860","180.34","0.91","코스피"
"522","001360","삼성제약","2,870","70","-2.38%","500","1,671","58,235",4.9,"273,949","-16.88","-8.56","코스피"
"523","000890","보해양조","1,730","60","-3.35%","500","1,671","96,571",1.26,"3,466,542","15.59","11.49","코스피"
"524","090350","노루페인트","8,350","90","-1.07%","500","1,670","20,000",6.42,"95,220","5.80","10.23","코스피"
"525","016880","웅진","2,250","0","0.00%","500","1,669","74,167",2.32,"122,667","64.29","0.72","코스피"
"526","012690","모나리자","4,555","50","-1.09%","500","1,666","36,571",0.64,"4,547,874","40.31","5.95","코스피"
"527","005960","동부건설","7,980","90","-1.12%","5,000","1,665","20,867",2.52,"48,328","1.75","34.56","코스피"
"528","000520","삼일제약","25,550","550","+2.20%","1,000","1,661","6,500",2.11,"165,574","-115.61","-2.44","코스피"
"529","005389","현대차3우B","68,200","0","0.00%","5,000","1,656","2,429",51.5,"1,892","4.83","N/A","코스피"
"530","077970","STX엔진","7,190","0","0.00%","2,500","1,654","23,009",0,"8,217","-32.98","-5.80","코스피"
"531","009460","한창제지","2,760","0","0.00%","500","1,647","59,667",0.36,"3,010,723","13.94","18.34","코스피"
"533","005945","NH투자증권우","8,710","50","-0.57%","5,000","1,644","18,871",3.21,"23,103","7.47","N/A","코스피"
"534","014790","한라","4,205","105","-2.44%","5,000","1,635","38,875",4.5,"149,456","4.23","12.80","코스피"
"535","044450","KSS해운","7,050","20","-0.28%","500","1,635","23,186",6.14,"28,015","6.36","11.09","코스피"
"536","004060","SG세계물산","807","2","-0.25%","500","1,634","202,425",1.99,"238,324","-25.22","-3.32","코스피"
"537","004710","한솔테크닉스","7,370","200","-2.64%","5,000","1,629","22,110",9.29,"88,532","8.71","8.96","코스피"
"538","067830","세이브존I&C","3,930","55","-1.38%","1,000","1,613","41,041",9,"14,231","5.59","7.67","코스피"
"539","082740","HSD엔진","4,880","45","+0.93%","1,000","1,608","32,947",3.7,"122,680","-32.75","-1.92","코스피"
"540","075580","세진중공업","4,185","5","+0.12%","500","1,606","38,373",1.3,"91,663","85.41","1.18","코스피"
"541","068290","삼성출판사","16,000","100","+0.63%","500","1,600","10,000",1.01,"494,566","47.34","3.92","코스피"
"542","092200","디아이씨","6,750","200","-2.88%","500","1,596","23,648",2.64,"225,458","108.87","0.82","코스피"
"543","096775","SK이노베이션우","127,500","1,500","+1.19%","5,000","1,592","1,248",25.05,"6,674","5.68","N/A","코스피"
"544","013570","디와이","5,970","40","-0.67%","500","1,571","26,320",12.15,"54,861","7.56","6.19","코스피"
"545","004560","현대비앤지스틸","10,350","150","+1.47%","5,000","1,561","15,079",7.47,"30,598","7.96","5.55","코스피"
"546","001530","동일방직","65,400","1,100","+1.71%","5,000","1,555","2,378",7.48,"5,058","-25.11","-1.29","코스피"
"547","006220","제주은행","4,835","5","+0.10%","5,000","1,553","32,129",1.55,"7,593","4.29","6.79","코스피"
"548","084010","대한제강","6,230","180","-2.81%","1,000","1,535","24,647",11.2,"94,205","4.98","6.86","코스피"
"549","000180","성창기업지주","2,200","0","0.00%","500","1,535","69,752",4.23,"56,072","36.67","0.83","코스피"
"550","085310","엔케이","1,915","10","-0.52%","500","1,532","79,983",1.4,"557,213","-19.15","-4.73","코스피"
"551","006405","삼성SDI우","94,300","200","-0.21%","5,000","1,526","1,618",32.71,"3,432","9.47","N/A","코스피"
"552","005950","이수화학","9,940","160","-1.58%","5,000","1,519","15,278",3.94,"35,053","43.79","1.21","코스피"
"554","089470","HDC현대EP","4,725","50","-1.05%","500","1,507","31,900",8.52,"18,697","4.86","11.39","코스피"
"555","004200","고려개발","4,950","50","-1.00%","5,000","1,507","30,439",0.21,"7,118","22.71","11.49","코스피"
"556","002760","보락","2,500","20","-0.79%","200","1,498","59,900",1.41,"1,139,621","119.05","2.88","코스피"
"558","001460","BYC","237,500","0","0.00%","5,000","1,483","625",1.42,"266","32.19","1.56","코스피"
"559","117580","대성에너지","5,380","0","0.00%","1,000","1,480","27,500",2.15,"5,754","9.96","5.01","코스피"
"560","100250","진양홀딩스","2,635","0","0.00%","500","1,473","55,895",4.49,"31,875","14.72","3.30","코스피"
"561","069460","대호에이엘","5,420","0","0.00%","500","1,471","27,135",0.54,"0","30.11","19.82","코스피"
"562","003460","유화증권","12,950","0","0.00%","5,000","1,469","11,340",2.96,"5,942","24.39","1.72","코스피"
"563","143210","핸즈코퍼레이션","6,710","160","-2.33%","500","1,467","21,863",0.67,"19,122","6.28","7.45","코스피"
"564","001290","골든브릿지증권","2,885","40","-1.37%","1,000","1,463","50,694",4.86,"185,862","-36.99","-3.28","코스피"
"567","017180","명문제약","5,910","90","-1.50%","500","1,450","24,540",4.09,"301,141","18.58","8.28","코스피"
"568","003555","LG우","43,700","450","+1.04%","5,000","1,449","3,315",59.39,"7,841","3.21","N/A","코스피"
"569","004440","대림씨엔에스","11,350","150","-1.30%","1,000","1,445","12,732",1.39,"17,179","32.80","1.53","코스피"
"570","004250","NPC","3,930","20","-0.51%","500","1,443","36,720",2.78,"8,020","14.04","4.75","코스피"
"571","010040","한국내화","6,310","280","-4.25%","500","1,443","22,864",3.57,"998,681","12.40","10.07","코스피"
"572","011390","부산산업","136,000","2,500","-1.81%","5,000","1,436","1,056",1.11,"18,711","45.91","6.43","코스피"
"573","003580","넥스트사이언스","6,380","100","-1.54%","500","1,436","22,510",0.91,"108,305","-148.37","-1.38","코스피"
"574","009200","무림페이퍼","3,445","105","+3.14%","2,500","1,433","41,609",9.85,"245,788","5.37","6.71","코스피"
"575","001260","남광토건","14,550","700","-4.59%","5,000","1,430","9,827",0.89,"76,634","84.10","4.05","코스피"
"576","003830","대한화섬","107,500","0","0.00%","5,000","1,428","1,328",0.16,"140","6.99","4.70","코스피"
"577","000215","대림산업우","37,550","450","+1.21%","5,000","1,427","3,800",14.72,"3,141","2.96","N/A","코스피"
"578","004890","동일산업","58,800","0","0.00%","5,000","1,426","2,425",7.24,"698","6.11","6.96","코스피"
"579","005430","한국공항","45,000","0","0.00%","5,000","1,425","3,166",7.72,"1,885","6.37","7.49","코스피"
"580","007810","코리아써키트","6,030","110","+1.86%","500","1,424","23,621",5.16,"22,947","7.05","6.55","코스피"
"581","009470","삼화전기","21,500","50","+0.23%","1,000","1,422","6,614",23.63,"27,912","16.63","30.16","코스피"
"582","013520","화승알앤에이","2,195","70","+3.29%","500","1,417","64,561",3.4,"99,623","-3.35","-14.23","코스피"
"583","003650","미창석유","81,200","300","-0.37%","5,000","1,413","1,740",34.11,"1,476","11.32","5.07","코스피"
"584","000490","대동공업","5,940","60","+1.02%","1,000","1,409","23,728",2.6,"39,589","14.67","4.55","코스피"
"585","035000","지투알","8,500","0","0.00%","1,000","1,408","16,567",31.28,"14,906","10.00","9.30","코스피"
"586","010820","퍼스텍","3,010","10","+0.33%","500","1,408","46,765",2.55,"460,388","39.09","4.94","코스피"
"587","078000","텔코웨어","14,450","500","+3.58%","500","1,402","9,703",2.46,"39,981","26.47","4.97","코스피"
"588","227840","현대코퍼레이션홀딩스","15,400","150","-0.96%","5,000","1,402","9,101",7.86,"68,561","11.58","6.62","코스피"
"589","248170","샘표식품","30,600","250","+0.82%","500","1,398","4,568",2.33,"3,719","12.16","10.52","코스피"
"590","004840","DRB동일","7,170","20","+0.28%","500","1,397","19,480",2.39,"52,527","7.95","5.36","코스피"
"591","014990","인디에프","2,360","70","-2.88%","500","1,391","58,933",4.2,"958,817","181.54","1.16","코스피"
"592","000230","일동홀딩스","13,250","400","+3.11%","1,000","1,390","10,490",2.04,"29,651","207.03","0.47","코스피"
"593","200880","서연이화","5,130","110","+2.19%","500","1,387","27,028",11.09,"94,670","4.06","5.12","코스피"
"594","032560","황금에스티","9,860","290","-2.86%","500","1,380","14,000",5.94,"90,167","6.88","9.66","코스피"
"595","014160","대영포장","1,260","25","+2.02%","500","1,366","108,395",1.7,"11,919,725","-45.00","-2.22","코스피"
"596","102280","쌍방울","1,055","5","-0.47%","500","1,362","129,124",4.7,"288,640","0.95","60.32","코스피"
"597","007630","폴루스바이오팜","3,710","110","-2.88%","500","1,355","36,520",0.51,"1,022,144","-22.48","-18.12","코스피"
"599","005390","신성통상","938","12","-1.26%","500","1,348","143,708",4.75,"146,875","18.04","3.31","코스피"
"600","005870","휴니드","9,540","60","+0.63%","5,000","1,347","14,116",25.68,"34,238","8.30","15.17","코스피"
"601","019440","세아특수강","15,600","0","0.00%","5,000","1,337","8,570",2.48,"14,871","5.64","7.81","코스피"
"602","264900","크라운제과","10,650","100","-0.93%","200","1,334","12,524",1.43,"12,939","8.66","N/A","코스피"
"603","053690","한미글로벌","12,050","350","+2.99%","500","1,320","10,958",3.4,"281,437","14.62","9.08","코스피"
"604","017900","광전자","2,275","20","-0.87%","500","1,318","57,944",22.14,"58,258","45.50","1.42","코스피"
"605","144620","코오롱머티리얼","2,920","0","0.00%","1,000","1,314","45,000",3.09,"332,203","-2.30","-36.36","코스피"
"607","058430","포스코강판","21,850","200","+0.92%","5,000","1,311","6,000",2.91,"17,250","7.29","8.55","코스피"
"608","103590","일진전기","3,525","30","+0.86%","1,000","1,307","37,080",2.49,"139,686","-62.95","-0.66","코스피"
"609","002170","삼양통상","43,350","450","-1.03%","5,000","1,300","3,000",5.2,"1,168","5.22","9.56","코스피"
"610","101140","아티스","4,460","75","+1.71%","500","1,293","28,996",0.96,"119,631","-81.09","-14.18","코스피"
"611","007980","태평양물산","2,590","5","-0.19%","500","1,293","49,912",3.73,"172,760","12.39","7.86","코스피"
"612","002630","오리엔트바이오","565","4","-0.70%","500","1,291","228,535",2.47,"2,129,069","-6.89","-23.85","코스피"
"613","003960","사조대림","21,600","200","-0.92%","5,000","1,287","5,961",1.11,"7,949","4.49","14.53","코스피"
"614","130660","한전산업","3,935","25","-0.63%","500","1,283","32,600",3.67,"85,071","9.19","20.41","코스피"
"615","092220","KEC","1,140","55","+5.07%","500","1,282","112,452",5.81,"2,450,743","114.00","0.45","코스피"
"616","034590","인천도시가스","29,300","100","-0.34%","5,000","1,282","4,375",1.22,"393","9.34","8.22","코스피"
"617","024090","디씨엠","10,950","200","+1.86%","500","1,281","11,700",1.27,"6,990","9.84","8.60","코스피"
"618","094280","효성ITX","11,000","0","0.00%","500","1,271","11,558",1.28,"7,154","14.36","16.48","코스피"
"619","004540","깨끗한나라","3,395","50","-1.45%","5,000","1,264","37,241",2.33,"37,745","-5.68","-11.40","코스피"
"620","009320","대우부품","2,650","10","+0.38%","500","1,263","47,646",1.18,"578,153","43.44","7.91","코스피"
"621","097230","한진중공업","1,190","0","0.00%","5,000","1,262","106,053",3.71,"0","-0.45","-37.16","코스피"
"622","001340","백광산업","2,800","5","+0.18%","500","1,258","44,918",3.48,"302,166","18.54","5.41","코스피"
"623","010960","삼호개발","5,010","80","-1.57%","500","1,252","25,000",18.14,"78,549","5.83","13.77","코스피"
"624","001470","삼부토건","5,040","30","-0.59%","5,000","1,250","24,803",0,"86,016","-1.89","-14.52","코스피"
"625","002900","동양물산","1,910","20","-1.04%","500","1,249","65,389",7.91,"671,419","83.04","1.13","코스피"
"626","027740","마니커","787","6","+0.77%","500","1,247","158,473",2.26,"459,377","-8.46","-12.50","코스피"
"627","001045","CJ우","55,000","700","-1.26%","5,000","1,243","2,260",11.16,"2,336","3.73","N/A","코스피"
"628","003160","디아이","3,940","50","-1.25%","500","1,241","31,497",8.72,"80,873","6.77","15.19","코스피"
"629","002360","SH에너지화학","1,110","20","+1.83%","500","1,234","111,134",34.01,"354,031","12.91","9.21","코스피"
"631","037270","YG PLUS","2,115","75","+3.68%","500","1,230","58,171",1.42,"293,593","-15.33","-8.20","코스피"
"632","023000","삼원강재","3,065","25","-0.81%","500","1,226","40,000",0.58,"4,792","10.29","5.97","코스피"
"633","034300","신세계건설","30,600","1,300","+4.44%","5,000","1,224","4,000",3.45,"21,865","4.22","20.18","코스피"
"634","009155","삼성전기우","41,850","50","+0.12%","5,000","1,217","2,907",14.28,"4,555","20.08","N/A","코스피"
"635","063160","종근당바이오","23,250","200","+0.87%","2,500","1,216","5,229",10.61,"14,443","15.17","5.78","코스피"
"636","003480","한진중공업홀딩스","4,100","450","+12.33%","5,000","1,211","29,530",0.94,"718,583","-0.87","-33.57","코스피"
"637","014530","극동유화","3,440","20","+0.58%","500","1,200","34,869",2.03,"64,453","7.94","10.48","코스피"
"638","005800","신영와코루","133,000","500","+0.38%","5,000","1,197","900",27.31,"45","44.19","0.88","코스피"
"639","012200","계양전기","3,670","20","+0.55%","500","1,196","32,600",5.49,"29,693","14.39","4.84","코스피"
"640","017370","우신시스템","6,520","30","-0.46%","500","1,194","18,314",11.79,"4,207","-151.63","-0.66","코스피"
"641","058730","다스코","7,730","110","-1.40%","500","1,190","15,400",2.63,"167,302","6.38","16.59","코스피"
"643","002600","조흥","198,000","500","-0.25%","5,000","1,188","600",0,"51","10.52","9.68","코스피"
"644","002700","신일산업","1,670","130","+8.44%","500","1,186","71,048",4.63,"38,097,728","12.56","17.76","코스피"
"645","023800","인지컨트롤스","7,800","80","+1.04%","500","1,182","15,160",9.69,"138,478","-7,800.00","-0.01","코스피"
"646","025750","한솔홈데코","1,455","5","+0.34%","1,000","1,172","80,565",6.17,"739,631","33.07","2.40","코스피"
"647","092440","기신정기","4,005","10","-0.25%","500","1,169","29,200",64.28,"7,994","13.39","3.94","코스피"
"648","02826K","삼성물산우B","71,800","0","0.00%","100","1,168","1,627",8.3,"1,425","21.47","N/A","코스피"
"649","001550","조비","22,450","350","-1.54%","5,000","1,166","5,192",1.4,"59,286","97.61","2.50","코스피"
"650","002880","대유에이텍","1,120","40","+3.70%","500","1,157","103,312",1.54,"1,410,019","44.80","2.20","코스피"
"651","008250","이건산업","10,550","200","-1.86%","5,000","1,156","10,953",8.07,"162,325","18.51","3.42","코스피"
"652","005110","한창","3,305","240","-6.77%","500","1,150","34,790",3.63,"16,727,874","80.61","3.63","코스피"
"653","001380","SG충방","2,545","35","-1.36%","500","1,144","44,964",0.65,"237,965","318.12","0.29","코스피"
"654","016090","대현","2,580","65","-2.46%","500","1,142","44,282",6.77,"182,858","9.35","7.44","코스피"
"655","017040","광명전기","2,625","50","-1.87%","500","1,138","43,338",4.96,"405,124","-58.33","-2.20","코스피"
"657","014280","금강공업","23,250","400","+1.75%","5,000","1,129","4,856",3.29,"6,110","4.84","9.03","코스피"
"659","003080","성보화학","5,620","40","-0.71%","500","1,125","20,020",1.19,"23,001","12.14","5.76","코스피"
"660","011330","유니켐","1,835","5","+0.27%","500","1,122","61,139",0.24,"773,007","15.96","N/A","코스피"
"661","012160","영흥철강","1,305","25","-1.88%","500","1,120","85,827",1.71,"494,714","-26.63","-2.48","코스피"
"662","014710","사조씨푸드","6,470","70","+1.09%","1,000","1,114","17,219",2.32,"52,085","5.76","9.85","코스피"
"663","000650","천일고속","77,600","200","+0.26%","5,000","1,109","1,429",0.11,"283","4.09","63.04","코스피"
"664","016710","대성홀딩스","6,870","70","+1.03%","1,000","1,105","16,089",3.14,"10,508","5.25","5.34","코스피"
"665","020760","일진디스플","3,875","35","+0.91%","500","1,097","28,314",4.16,"47,564","6.25","23.98","코스피"
"666","025560","미래산업","170","3","-1.73%","100","1,079","634,818",2.9,"2,792,458","-8.10","-24.58","코스피"
"667","120030","조선선재","85,700","1,100","-1.27%","500","1,078","1,258",4.03,"1,930","7.01","16.58","코스피"
"668","006340","대원전선","1,580","50","-3.07%","500","1,076","68,107",3.36,"847,217","158.00","0.85","코스피"
"669","011000","진원생명과학","5,080","0","0.00%","1,000","1,076","21,174",11.03,"171,908","-3.85","-65.56","코스피"
"670","214330","금호에이치티","6,710","60","+0.90%","500","1,073","15,992",5.99,"45,027","13.29","5.57","코스피"
"671","011160","두산건설","1,460","10","-0.68%","500","1,071","73,326",0.93,"75,573","-0.70","-18.93","코스피"
"674","009070","KCTC","3,540","110","-3.01%","500","1,062","30,000",1.61,"173,592","11.92","4.96","코스피"
"676","058850","KTcs","2,455","35","+1.45%","500","1,048","42,685",10.51,"180,731","14.70","4.67","코스피"
"677","007540","샘표","36,150","100","+0.28%","1,000","1,040","2,876",5.91,"8,706","12.97","6.37","코스피"
"680","004720","우리들제약","8,850","0","0.00%","500","1,024","11,570",3.59,"171,041","22.52","9.88","코스피"
"681","075180","새론오토모티브","5,320","0","0.00%","500","1,021","19,200",68.64,"10,026","7.70","6.12","코스피"
"682","004450","삼화왕관","47,400","950","+2.05%","5,000","1,021","2,154",7.89,"398","12.18","6.37","코스피"
"683","011785","금호석유우","33,750","250","-0.74%","5,000","1,020","3,023",17.88,"3,874","5.29","N/A","코스피"
"684","001570","금양","2,300","0","0.00%","500","1,010","43,931",0.63,"26,668","5.16","41.19","코스피"
"685","009440","KC그린홀딩스","4,490","165","+3.82%","500","1,007","22,435",3.04,"510,492","19.61","3.21","코스피"
"686","012320","경동인베스트","42,300","1,100","+2.67%","5,000","1,000","2,365",13.61,"16,543","2.14","10.99","코스피"
"687","010770","평화홀딩스","6,830","10","+0.15%","500","999","14,625",15.76,"89,120","-49.85","-1.32","코스피"
"688","000300","대유플러스","984","1","-0.10%","500","991","100,682",1.77,"313,227","-6.52","-15.91","코스피"
"690","007860","서연","4,140","55","-1.31%","500","972","23,480",2.53,"31,751","-6.65","-2.78","코스피"
"691","002300","한국제지","19,400","250","+1.31%","5,000","971","5,005",5.04,"15,935","9.86","1.98","코스피"
"692","004080","신흥","10,100","250","-2.42%","500","970","9,600",0.05,"2,336","30.61","3.71","코스피"
"693","003610","방림","2,290","20","-0.87%","500","969","42,314",1.16,"24,278","32.25","1.61","코스피"
"694","007590","동방아그로","7,100","90","-1.25%","500","967","13,618",28.98,"22,785","16.32","4.63","코스피"
"695","069640","한세엠케이","7,460","110","-1.45%","500","963","12,909",2.32,"26,227","12.88","4.76","코스피"
"696","058860","케이티스","2,765","15","-0.54%","500","962","34,802",6.32,"79,092","11.52","5.23","코스피"
"697","055490","테이팩스","20,250","250","+1.25%","500","955","4,718",0.99,"17,445","11.59","9.60","코스피"
"698","006370","대구백화점","8,770","90","-1.02%","5,000","949","10,822",4.33,"18,942","-5.77","-4.73","코스피"
"700","000850","화천기공","43,000","50","+0.12%","5,000","946","2,200",16.63,"1,132","10.86","3.18","코스피"
"701","100220","비상교육","7,250","100","-1.36%","500","942","12,997",8.66,"9,848","5.21","8.95","코스피"
"702","134380","미원화학","42,950","350","+0.82%","1,000","941","2,190",5.35,"1,133","12.74","8.51","코스피"
"703","000040","KR모터스","496","2","+0.40%","500","940","189,444",16.19,"77,232","-1.86","-61.25","코스피"
"705","005010","휴스틸","12,300","200","-1.60%","5,000","937","7,622",6.15,"29,394","23.08","0.97","코스피"
"706","163560","동일고무벨트","7,210","20","-0.28%","500","937","13,000",2.31,"40,849","87.93","0.62","코스피"
"708","133820","화인베스틸","3,165","15","-0.47%","500","935","29,550",0.39,"411,023","93.09","1.09","코스피"
"709","004910","조광페인트","7,300","90","+1.25%","500","934","12,800",7.86,"21,258","21.73","2.36","코스피"
"710","041650","상신브레이크","4,335","15","+0.35%","500","931","21,471",3.3,"15,496","4.04","14.50","코스피"
"711","105840","우진","5,060","100","-1.94%","500","929","18,369",1.49,"347,963","-5.62","-14.11","코스피"
"712","011090","에넥스","1,545","160","+11.55%","500","927","59,992",1.2,"9,140,783","42.92","3.67","코스피"
"713","107590","미원홀딩스","39,650","350","-0.87%","500","925","2,332",1.18,"6,346","11.90","7.50","코스피"
"715","012800","대창","1,005","8","+0.80%","500","916","91,140",4.18,"247,519","7.18","8.26","코스피"
"717","010690","화신","2,610","50","+1.95%","500","911","34,920",2.97,"38,580","-3.01","-8.13","코스피"
"719","090080","평화산업","2,430","5","-0.21%","500","909","37,404",2.58,"213,040","-11.46","-12.48","코스피"
"720","100840","S&TC","12,400","150","+1.22%","500","905","7,297",1.61,"8,228","51.03","0.79","코스피"
"721","017550","수산중공업","1,675","35","-2.05%","500","904","53,985",2.08,"478,291","31.02","3.15","코스피"
"722","111110","호전실업","11,100","200","-1.77%","500","888","8,000",0.46,"30,410","20.29","4.29","코스피"
"723","009770","삼정펄프","35,500","200","-0.56%","5,000","887","2,500",3.97,"102","8.51","5.78","코스피"
"724","006090","사조오양","9,410","50","-0.53%","5,000","887","9,423",0.77,"25,858","3.70","17.32","코스피"
"726","145210","세화아이엠씨","2,990","0","0.00%","500","879","29,402",2.15,"0","-4.46","-16.69","코스피"
"728","001750","한양증권","6,830","70","-1.01%","5,000","869","12,729",4.17,"10,232","18.46","1.83","코스피"
"729","019685","대교우B","4,445","0","0.00%","500","864","19,427",24.11,"4,813","11.08","N/A","코스피"
"730","002720","국제약품","4,780","5","+0.10%","1,000","863","18,057",4.19,"191,675","81.02","1.62","코스피"
"732","005750","대림B&Co","5,170","190","+3.82%","1,000","862","16,672",3.15,"70,780","12.25","4.48","코스피"
"733","011150","CJ씨푸드","2,390","10","-0.42%","500","859","35,931",1.77,"34,249","18.82","7.96","코스피"
"734","004090","한국석유","130,500","500","-0.38%","5,000","855","655",2.29,"2,517","8.79","6.80","코스피"
"736","016740","두올","3,130","55","-1.73%","2,500","847","27,067",4.42,"77,908","6.85","9.89","코스피"
