"","US","EUROPE","JAPAN","EM","LONG_BOND","INT_BOND","US.REIT","GLOBAL.REIT","GOLD","COMMODITY"
"2004-06-18",0.001884335,0.006680234,0,-0.005710758,-0.00217533,-0.002062584,0.001492614,0.001329754,0.023310023,0.00070612
"2004-06-19",0,0,0,0,0,0,0,0,0,0
"2004-06-20",0,0,0,0,0,0,0,0,0,0
"2004-06-21",-0.003784015,-0.008146368,0.008011869,0.004579323,0.000726015,0.001579767,0.011912104,0.00097908,0.000379651,-0.018613167
"2004-06-22",0.005035679,0.001824657,0.003826906,0.010584872,-0.003023542,-0.001335044,-0.001472845,-0.005623313,0.001265022,0.005419743
"2004-06-23",0.008614102,0.001218857,0.003812317,0.017813456,0.001941179,0.001459032,0.00491188,0.001062346,-0.004674668,-0.003741865
"2004-06-24",-0.003137959,0.002425488,0.01256208,0.003981071,0.006057729,0.003882619,0.001858259,0.011026666,0.015486164,0.010002852
"2004-06-25",-0.004807371,-0.001666951,0,0.010175071,0.000961868,0.000484371,0.002082153,-0.004820589,0.00375,-0.007374056
"2004-06-26",0,0,0,0,0,0,0,0,0,0
"2004-06-27",0,0,0,0,0,0,0,0,0,0
"2004-06-28",-0.003425844,0.004546674,0.00577034,-0.008517257,-0.010223878,-0.007370659,0.006903282,0.006314167,0.006849315,-0.028397546
"2004-06-29",0.00414241,-0.004526095,0,0.007619332,0.006319813,0.004747502,-0.02056786,-0.00245265,-0.02436611,-0.010790787
"2004-06-30",0.005354792,0.007881518,0.004589788,0.014307955,0.010264615,0.006177659,0.010300884,0.006710958,0.003549696,0.021500895
"2004-07-01",-0.013883211,-0.012629299,-0.017704169,-0.012498173,0.001873904,0.001975647,0.00198062,0.003085368,-0.002526529,0.02759995
"2004-07-02",-0.000530979,0.004262063,-0.005813953,-7.4e-05,0.010540977,0.008560732,0.019954622,0.00646705,0.007472138,-0.003490877
"2004-07-03",0,0,0,0,0,0,0,0,0,0
"2004-07-04",0,0,0,0,0,0,0,0,0,0
"2004-07-05",0,0,0,0,0,0,0,3.48e-06,0.001257071,0
"2004-07-06",-0.008771158,-0.00545654,-0.032748538,-0.010658771,-0.001659077,-0.001913264,-0.006295069,0.004942672,-0.009416196,0.023083926
"2004-07-07",0.002949591,0.003201608,0.008766626,0.013018106,0.000356532,0.000478324,0.012669896,0.014370623,0.013054499,-0.006684452
"2004-07-08",-0.007128733,-0.003952129,-0.01678154,-0.014254062,0.000594008,0.000119978,-0.014437287,0.000426821,0.01426248,0.01111029
"2004-07-09",0.002782624,0.008545695,0.025297165,0.005319547,0.0010666,0.001675858,-0.00048853,0.003413109,0.002837054,-0.007106932
"2004-07-10",0,0,0,0,0,0,0,0,0,0
"2004-07-11",0,0,0,0,0,0,0,0,0,0
"2004-07-12",0.000447875,0.002114858,0.000891795,-0.002608436,0.001423254,0.001195816,0.007816737,0.006153312,-0.000369004,-0.011034787
"2004-07-13",0.000715319,-0.007547657,0.02049302,0.004558021,-0.002958924,-0.002149536,-0.01008188,-0.002985155,-0.013412083,-0.004973274
"2004-07-14",-0.003039131,-0.001671441,-0.023864959,-0.009520976,0.000356362,-0.000477695,0.006755138,-0.001434316,0.007233724,0.025121023
"2004-07-15",-0.006456487,-0.013863633,-0.010733453,-0.005256834,0.001066727,-0.00047974,0.01070231,-0.004078223,-0.001609708,-0.00749395
"2004-07-16",-0.000812457,0.007880514,0.005726341,0.011022195,0.013275395,0.0096994,-0.001925909,0.01059702,0.007813469,0.00378563
"2004-07-17",0,0,0,0,0,0,0,0,0,0
"2004-07-18",0,0,0,0,0,0,0,0,0,0
"2004-07-19",-0.004244934,-0.00367783,0.004195385,-0.0015681,0.000702387,-0.00023768,0.008581197,0.002246979,0.000123062,0.000418622
"2004-07-20",0.012699035,0.003841692,0.00179051,0.004262957,-0.00900179,-0.00652334,9.78e-05,-0.00416072,-0.015626923,-0.015409356
"2004-07-21",-0.01845218,-0.019153664,-0.025618111,-0.011543044,-0.002713066,-0.002148237,-0.011474632,-0.011415417,-0.00375,-0.001206378
"2004-07-22",0.002737526,0.001874544,0.011311526,0,0.001420393,0.001195429,-0.018179828,-0.002010593,-0.001882058,0.016827648
"2004-07-23",-0.008372078,-0.013725696,-0.023881499,-0.017177729,0.003307579,0.002389818,-0.009948817,-0.00770567,-0.015713388,0.004751387
"2004-07-24",0,0,0,0,0,0,0,0,0,0
"2004-07-25",0,0,0,0,0,0,0,0,0,0
"2004-07-26",-0.001928156,-0.00379415,0.004955094,-0.009275585,-0.004710378,-0.003457608,-0.00756384,0.002268537,-0.001915709,-0.008572565
"2004-07-27",0.009379368,0.008731678,-0.000924499,0.019034355,-0.013481896,-0.007057285,0.001405692,-0.007021025,-0.002303263,0.004281901
"2004-07-28",0.003006556,0.006134203,-0.007094386,-0.000303721,0.000119984,0.001566016,0.007106328,-0.002928187,-0.006540977,0.016960789
"2004-07-29",0.004268453,0.000940541,-0.003106555,0.006228163,0.002277417,0.000962617,0.00079491,-0.003577033,0,-0.00290139
"2004-07-30",0.002442442,0,0.011218448,-0.004830918,0.011720301,0.006850452,0.006158377,0.005552432,0.010586109,0.011300804
"2004-07-31",0,0,0,0,0,0,0,0,0,0
"2004-08-01",0,0,0,0,0,0,0,0,0,0
"2004-08-02",0.002074588,0.003749088,0.006163328,-0.005006068,0.001305354,0.000989584,0.015301709,0.003069967,0.000255493,-0.004818087
"2004-08-03",-0.007742462,-0.0082495,-0.008269525,0.001219698,0.004029114,0.002393657,0.004278132,0.007280974,-0.001404853,0.004817519
"2004-08-04",-9.13e-05,0.001413505,-0.008956146,0.000913659,0.000472688,-0.000597888,0.007940043,-0.000364339,0.00140683,-0.021434961
"2004-08-05",-0.016333969,-0.01254091,-0.02368339,-0.006389776,0.002830867,0.002985808,-0.014983375,0.00287795,-0.001660281,0.022586778
"2004-08-06",-0.014298267,0.00158934,-0.005426109,-0.007273006,0.016825828,0.013693471,-0.001463446,0.009517638,0.020851989,-0.009512981
"2004-08-07",0,0,0,0,0,0,0,0,0,0
"2004-08-08",0,0,0,0,0,0,0,0,0,0
"2004-08-09",0.001403734,-0.001586818,0.009627728,0.008328835,-0.003470206,-0.003290462,-0.002442651,-0.006843383,0,0.013090629
"2004-08-10",0.012896754,0.006827377,0.008582327,0.01124283,-0.003599975,-0.004123535,0.007245807,0.002834866,0.001253133,-0.005173692
"2004-08-11",-0.002030077,-0.006468255,0.008194138,-0.009227046,0.004311956,0.003431404,-0.001362789,-0.005960601,-0.014142678,-0.002213917
"2004-08-12",-0.010909055,-0.008409223,-0.015629884,-0.011221374,0.00208792,0.001297547,-0.010021642,0.001553972,0.000761711,0.007886111
"2004-08-13",0.001962589,0.005920744,-0.011432201,0.001621246,0.00324175,0.001766441,0.000294359,5.48e-05,0.006596473,0.019709421
"2004-08-14",0,0,0,0,0,0,0,0,0,0
"2004-08-15",0,0,0,0,0,0,0,0,0,0
"2004-08-16",0.010355691,0.01574914,0.010600707,0.01364267,-0.003461395,-0.001058708,0.013364292,-0.003058429,0.012350347,-0.007689245
"2004-08-17",0.005632669,-0.002347496,-0.000953592,0.006691506,0.005674853,0.004707781,0.010570974,-0.000401942,-0.000871405,0.008306685
"2004-08-18",0.010283296,0.00784979,0.014635698,0.011783367,-0.004791336,-0.003279828,0.01439575,0.001725264,0.002865687,-9.46e-05
"2004-08-19",-0.002908005,-0.006229019,0.000940734,0.001119821,0.002384129,0.002468855,-0.014664732,0.01123264,0.010063362,0.021349017
"2004-08-20",0.007017909,0.004387644,0.019736842,0.0049217,-0.00092453,-0.001994351,0.026403716,-0.00036981,0.0099631,-0.011296335
"2004-08-21",0,0,0,0,0,0,0,0,0,0
"2004-08-22",0,0,0,0,0,0,0,0,0,0
"2004-08-23",-0.002534292,-0.011395197,-0.013210445,0.005417038,-0.00577694,-0.003406416,0.000935933,-0.003441523,0.000121788,-0.011144361
"2004-08-24",0.001361063,-0.002997287,0.015566625,-0.002878441,0.000581244,0.000943713,0.010749753,-0.001965105,-0.010716025,-0.013032396
"2004-08-25",0.006797279,0.012668017,0.00797057,0.011917098,0.003485437,0.00011763,-0.005084746,0.005719239,-0.000492368,-0.026823698
"2004-08-26",0,0.00140798,-0.003953771,0.001389803,0.005671568,0.004357147,0.003715971,-0.001146843,0.000123153,-0.010616916
"2004-08-27",0.003150487,-0.000629126,0.003053435,-0.001899196,-0.000690366,-0.001172834,0.001294929,0.005136149,-0.002339613,-0.001672168
"2004-08-28",0,0,0,0,0,0,0,0,0,0
"2004-08-29",0,0,0,0,0,0,0,0,0,0
"2004-08-30",-0.00825534,-0.001092125,-0.005175038,-0.005342506,0.004721079,0.003520858,0.006290689,-0.002287966,0,-0.004938239
"2004-08-31",0.005247142,0.011730499,0.007037944,0.004341108,0.006190276,0.0043281,0.007627133,0.006591717,0.005307332,-0.005061206
"2004-09-01",0.001890848,-0.001698826,-0.001823154,0.008278388,0.001031675,-0.000160393,-0.003376758,0.011892383,0.000982198,0.027754624
"2004-09-02",0.011318854,0.011921475,0.007914764,0.012424617,-0.009827689,-0.005374894,0.00567373,0.000894582,-0.003802281,-0.004116316
"2004-09-03",-0.004086239,-0.009179112,-0.027786167,-0.010693268,0.000116498,-0.002701084,0.00545898,-0.008602243,-0.012189116,-0.008034242
"2004-09-04",0,0,0,0,0,0,0,0,0,0
"2004-09-05",0,0,0,0,0,0,0,0,0,0
"2004-09-06",0,0,0,0,0,0,0,0.008023353,0.001121775,0
"2004-09-07",0.006600226,0.007411319,0.037899969,0.007689518,-0.00103881,0.000588242,0.010409266,0.002786154,-0.008715139,-0.008624148
"2004-09-08",-0.002480847,0.001071696,-0.008979348,-0.000575912,0.008431906,0.005768838,-0.001612349,0.001296372,-0.004521477,-0.006933245
"2004-09-09",-0.000888986,0.000766681,-0.010872848,0.003025283,-0.003779787,-0.001757103,-0.016237978,-0.002834418,0.006056018,0.028141743
"2004-09-10",0.005156176,0.011935181,-0.001221374,0.009479354,0.001493676,0.001993709,0.00082247,0.01305679,0.006646601,-0.025223373
"2004-09-11",0,0,0,0,0,0,0,0,0,0
"2004-09-12",0,0,0,0,0,0,0,0,0,0
"2004-09-13",0.003272678,-0.001209447,0.003057169,0.009176923,0.004364149,0.002457605,-0.008294462,0.004110424,-0.005107761,0.020049621
"2004-09-14",0.002028402,0.004390708,0.009143554,-0.00035246,0.001029073,0.000234239,-0.01230923,0.007361294,0.014901077,0.00841236
"2004-09-15",-0.007567209,-0.014320161,-0.02295379,-0.004442564,-0.002284688,-0.001051186,0.005485734,-0.013480801,-0.00197409,-0.013306493
"2004-09-16",0.003014996,0.007646916,0.004018547,0.012537187,0.011330275,0.005490603,0.01758019,-0.001267956,-0.002596118,0.002742111
"2004-09-17",0.004248623,0.006222144,-0.004002463,0.006715635,-0.004978013,-0.00348498,-0.004910049,-0.001631359,0.005701537,0.02634374
"2004-09-18",0,0,0,0,0,0,0,0,0,0
"2004-09-19",0,0,0,0,0,0,0,0,0,0
"2004-09-20",-0.006008867,-0.008297074,-0.001854714,0.00097283,0.006595268,0.005711923,-0.005297925,-0.000507338,-0.003450826,0.007775017
"2004-09-21",0.004356007,0.021905164,0.005884175,0.010482471,0.00293945,0.000696161,0.000456143,0.005735173,0.010388326,0.019631375
"2004-09-22",-0.012481475,-0.015479257,-0.022167488,-0.015114042,0.010364192,0.0040552,-0.003396047,0.000376887,-0.007711138,0.021618043
"2004-09-23",-0.00537883,-0.006050006,-0.003148615,0.004394531,-0.00401347,-0.003462593,-0.005341855,0.002404618,0.015172074,0.001990627
"2004-09-24",0.004596309,0.003653956,-0.002210992,-0.00284742,0.001230199,-0.000115297,0.003087725,-0.004000261,-0.008869988,-0.00148525
"2004-09-25",0,0,0,0,0,0,0,0,0,0
"2004-09-26",0,0,0,0,0,0,0,0,0,0
"2004-09-27",-0.006369671,-0.001364667,-0.010446344,-0.005920045,0.004361471,0.00277967,-0.002521915,-0.004157424,0.00331004,0.007672794
"2004-09-28",0.004785561,0.012896352,0.006397953,0.012401037,-0.004007215,-0.00104014,0.004867299,0.00258988,0.006109482,0.009221104
"2004-09-29",0.005031702,-0.000896373,0.002225048,0.005259516,-0.009726302,-0.006242108,-0.000279187,0.00019719,0.003036191,0.006218372
"2004-09-30",-0.000715557,0,0.01458928,0.005231998,-0.003836828,-0.001046009,0.006244764,0.004833489,0.006538322,0.001352074
"2004-10-01",0.016911911,0.014693564,0.022507033,0.019175455,-0.004999212,-0.004000429,0.022506813,0.002583337,0.005894382,0.004692916
"2004-10-02",0,0,0,0,0,0,0,0,0,0
"2004-10-03",0,0,0,0,0,0,0,0,0,0
"2004-10-04",0.001671647,-0.000442093,0.006114338,0.017067598,0.001486945,0.000351024,-0.000814268,-0.001578625,-0.013274336,-0.006048577
"2004-10-05",0.000526946,0.004287487,-0.004861744,-0.007399577,0,0,0.003082995,0.003410516,0.006908254,0.021287001
"2004-10-06",0.006321193,0.001029098,0.008854962,0.011514909,-0.004567121,-0.003281545,0.001716212,-0.001745042,0.007342321,0.010205417
"2004-10-07",-0.010207269,-0.009265827,-0.012711864,-0.008488517,-0.004359333,-0.001763821,-0.011546667,-0.000394625,-0.00083642,0.010879799
"2004-10-08",-0.008285826,0.008459831,0.007050889,-0.007300239,0.013249183,0.008482011,0.008761986,0.009863001,0.008729969,0.009542508
"2004-10-09",0,0,0,0,0,0,0,0,0,0
"2004-10-10",0,0,0,0,0,0,0,0,0,0
"2004-10-11",0.004088467,0.001622056,0.007001522,0.005214601,0.001023139,0.001636092,-0.004615701,0.001964319,-0.000118554,0.003642056
"2004-10-12",-0.003894424,-0.01043433,-0.012091898,-0.015762171,0.002272566,0,0.010091364,-0.006007158,-0.016599478,-0.017087256
"2004-10-13",-0.008797602,-0.008762784,-0.009179927,-0.013581999,0.003627113,0.003614225,-0.004590778,-0.00284818,-0.008319267,0.007403401
"2004-10-14",-0.008069568,-0.003745558,-0.012044472,-0.013632004,0.004741753,0.003487579,0.006328783,0.004443881,0.009969605,0.011862866
"2004-10-15",0.005604206,0.016544253,0.006251954,0.013334259,-0.003483966,-0.003358739,0.008536668,0.005340804,0.012158421,0.000658514
"2004-10-16",0,0,0,0,0,0,0,0,0,0
"2004-10-17",0,0,0,0,0,0,0,0,0,0
"2004-10-18",0.003775357,0.000144506,0.007145076,0.010622987,0.000451655,0.001510233,0.006235749,-0.003778946,-0.003092293,-0.015880191
"2004-10-19",-0.008417144,-0.002365945,0.000925355,-0.004814865,0.002591665,-0.000347319,-0.009207768,0.0021796,0.000596516,0.00432058
"2004-10-20",-0.001987026,0.00889786,-0.006163328,-0.006269165,0.006859887,0.00452544,-0.00545149,0.004714348,0.010134732,0.023982559
"2004-10-21",0.006514512,0.005436977,0.008372093,0.014400329,0.000669905,-0.001386972,0.012581207,0.002909759,-0.002596789,0.004799384
"2004-10-22",-0.011236832,-0.008039977,-0.013222632,-0.007165551,0.002343096,0.002777797,-0.009763098,0.001373802,0.000710059,0.010732506
"2004-10-23",0,0,0,0,0,0,0,0,0,0
"2004-10-24",0,0,0,0,0,0,0,0,0,0
"2004-10-25",-0.001181882,0.001916088,0.004051106,0.002723497,0.000779818,0.001154209,-0.002328982,0.002030694,0.015018921,-0.009633301
"2004-10-26",0.015292658,0.005144689,0.000931099,0.003598832,-0.003005002,-0.001728451,0.011318687,0.00065425,-0.00384481,0.015744597
"2004-10-27",0.012013918,0.008780706,0.015503876,0.017185386,-0.009818219,-0.006119968,0.008524649,0.005597354,0.001754386,-0.03677711
"2004-10-28",0.003011025,0.004932128,-0.001221374,-0.004988692,0.003266809,0.001509708,0.002113943,0.007085405,-0.009457093,-0.019399383
"2004-10-29",-0.000175824,0.002885717,0.001222868,0.003944114,0.004605659,0.002899714,-0.002550413,0.001404592,0.003182461,0.007951864
"2004-10-30",0,0,0,0,0,0,0,0,0,0
"2004-10-31",0,0,0,0,0,0,0,0,0,0
"2004-11-01",0.002738142,0.003022382,-0.003053435,0.007457717,-0.006217143,-0.004926743,0.009604407,0.00115732,0.00775467,-0.02320657
"2004-11-02",0.000351926,0.001147497,0.01194487,0.002247191,0.001468519,0.002447595,-0.006980429,0.004853241,-0.010842952,-0.008309122
"2004-11-03",0.01259429,0.014616007,0.008171913,0.014573991,0.000451759,-0.000348803,0.00966556,0.014551923,-0.001650165,0.018067395
"2004-11-04",0.013654221,0.015535128,0.013809667,0.015144621,0.001014148,-0.000580959,0.018187816,0.007623003,0.016528926,-0.028931854
"2004-11-05",0.00626344,0.004869889,0.002072846,0.003777692,-0.010926173,-0.007450376,-0.028974417,0.005917105,0.00116144,0.003329442
"2004-11-06",0,0,0,0,0,0,0,0,0,0
"2004-11-07",0,0,0,0,0,0,0,0,0,0
"2004-11-08",-0.001449031,-0.006367355,-0.007978723,-0.011290425,-0.003529018,-0.001406992,0.005719933,0.001836129,0.002088167,-0.009207064
"2004-11-09",-0.001964507,-0.003758999,-0.003872505,0.006451613,-0.00057212,0.000234242,0.002887936,-0.003447052,0.004051864,-0.021056686
"2004-11-10",0.000770432,0.001118296,-0.012858852,0.001153846,-0.003774399,-0.001994992,0.006023888,-0.001211859,-0.000576502,0.023381295
"2004-11-11",0.007608154,0.01396735,0.005149955,0.011397106,-0.002179774,-0.000234655,0.007895025,-0.000563985,0.000922935,-0.021552391
"2004-11-12",0.007890778,0.012257015,0.015672092,0.016839706,0.010813168,0.003764189,0.022980649,0.010075098,0.005186722,-0.002142203
"2004-11-13",0,0,0,0,0,0,0,0,0,0
"2004-11-14",0,0,0,0,0,0,0,0,0,0
"2004-11-15",0.002457458,-0.006804077,0.015727003,0.00099614,0.00090967,0.000469418,0.010685474,0.003243331,0.003554638,-0.002767143
"2004-11-16",-0.007159085,-0.008766207,-0.005842828,-0.011444209,0,-0.001054378,-0.009325319,0.004454946,0.004113346,-0.011871624
"2004-11-17",0.005938296,0.011607399,0.013811343,0.02258714,0.00852857,0.005279212,-0.020585657,0.006577863,0.009217114,0.021372426
"2004-11-18",0.001349152,0.000137641,-0.004057971,0.001845813,0.003043951,0.000815459,0.001285383,-0.000738337,-0.003269816,-0.010265227
"2004-11-19",-0.011116346,-0.006968656,-0.010477299,-0.014309402,-0.007980652,-0.005479759,-0.013709647,0.007546731,0.009013069,0.030707493
"2004-11-20",0,0,0,0,0,0,0,0,0,0
"2004-11-21",0,0,0,0,0,0,0,0,0,0
"2004-11-22",0.004769246,0.004128223,-0.002941176,0.003862928,0.005212605,0.000703248,0.007470738,-0.001907297,0.003796338,-0.01028333
"2004-11-23",0.001525373,0.001371811,-0.002949853,0.001737835,0.001239506,-0.00093642,0.010693406,0.011255296,-0.004449388,0.006778737
"2004-11-24",0.00236969,0.002873515,0.003846154,0.010656753,0,0.001406826,0.013651162,0.005472726,0.006703911,0.020648952
"2004-11-25",0,0,0,0,0,0,0,0.008540284,0,0
"2004-11-26",-0.000760287,0.01173183,0.00795756,0.016613536,-0.006529837,-0.00362978,-0.005891952,0.001877918,0.005327414,-0.001780639
"2004-11-27",0,0,0,0,0,0,0,0,0,0
"2004-11-28",0,0,0,0,0,0,0,0,0,0
"2004-11-29",-0.004562941,0.002560377,0.001754386,-0.006090575,-0.010651436,-0.005994124,-0.002540088,0.001767702,0.002428792,-0.006334468
"2004-11-30",0.000679551,-0.007801113,-0.007589025,0.001820167,-0.004237264,-0.000945056,0.00449861,-0.002524533,-0.006167401,-0.013272944
"2004-12-01",0.011367116,0.018029836,0.013529412,0.007630814,-0.001565057,-0.000328331,0.020537477,0.00569674,0.005762411,-0.046385372
"2004-12-02",0.000837924,-0.003463246,0.00377249,-0.001442481,-0.0040483,-0.002256467,-0.009108492,0.005202475,-0.00947554,-0.045342712
"2004-12-03",-0.000669778,0.007619514,0.002891009,0.004514265,0.015564158,0.009998238,0.017382857,0.00087068,0.014460512,-0.008668046
"2004-12-04",0,0,0,0,0,0,0,0,0,0
"2004-12-05",0,0,0,0,0,0,0,0,0,0
"2004-12-06",-0.000336231,-0.00079748,-0.01037763,-0.001438073,0.003430413,0.001885071,0.004599126,9.98e-05,-0.009429825,0.007685811
"2004-12-07",-0.00931035,-0.007300542,-0.016312263,-0.01530153,0.001253829,-0.000117815,-0.013737164,-0.001656965,-0.001328315,-0.027480759
"2004-12-08",0.005841509,0.002007926,0.007699141,-0.005301645,0.015594618,0.007410912,0.001990214,-0.014137576,-0.024384837,0.006913464
"2004-12-09",0.003535685,-0.000667967,-0.015280635,-0.016296024,-0.006612191,-0.002335751,0.006950418,-0.006035739,-0.005226085,0.014645289
"2004-12-10",0.001006796,-0.013885889,-0.008952551,-0.00099645,0.00248063,0.001522318,0.01059838,-0.001577131,-0.007766103,-0.025405098
"2004-12-11",0,0,0,0,0,0,0,0,0,0
"2004-12-12",0,0,0,0,0,0,0,0,0,0
"2004-12-13",0.008716046,0.018549287,0.009033424,0.015211022,0.002139653,0.000700599,-0.002356912,0.006990046,0.010819521,0.017282708
"2004-12-14",0.003489272,0.00092924,0.003879439,0.00921093,0.003930539,0.001752891,-0.002444858,0.001412081,-0.008198588,0.011189655
"2004-12-15",0.000744392,0.006506748,0.004756243,0.013872832,0.009060986,0.003612933,0.00531165,0.009696903,0.01010333,0.034187568
"2004-12-16",-0.005293926,-0.013589934,-0.001775148,-0.005041109,-0.014744339,-0.007665257,-0.00853412,-0.001278974,-0.007047056,-0.009262192
"2004-12-17",-0.001939842,-0.004814249,0.008595139,-0.002292056,-0.001350086,-0.001287995,0.007705099,0.004556796,0.011675824,0.037718449
"2004-12-18",0,0,0,0,0,0,0,0,0,0
"2004-12-19",0,0,0,0,0,0,0,0,0,0
"2004-12-20",0.00025086,0.012095897,0.006758742,0.013058461,0.001801321,0.001172255,-0.000731144,0.014808865,0.003394433,-0.017952454
"2004-12-21",0.007701476,0.005181074,0.010799766,0.009548248,0.00303725,0.001403659,0.008139566,-0.003270063,-0.00270636,-0.000668782
"2004-12-22",0.002408415,-0.002113372,0.00288767,-0.000236449,-0.003363486,-0.001052142,0.006619389,0.005369082,-0.00452284,-0.02096618
"2004-12-23",0.000745946,0.008734101,0.006910452,0.006799503,-0.003262649,-0.001263201,-0.014396822,0.007251713,0.005679237,-0.003603896
"2004-12-24",0,0,0,0,0,0,0,0.00646002,0,0
"2004-12-25",0,0,0,0,0,0,0,0,0,0
"2004-12-26",0,0,0,0,0,0,0,0,0,0
"2004-12-27",-0.002070407,0.010289204,0.00457535,-0.000763448,-0.007788455,-0.004241103,0.002382617,0.005464784,0.004743619,-0.040836554
"2004-12-28",0.005476071,0.001986913,0.019925989,0.005230679,-0.000797791,-0.00011787,0.00344673,0.002291504,-0.002473022,0.005480947
"2004-12-29",0.001485738,-0.002774578,-0.012001116,0.00549579,-0.001023625,-0.002000514,0.004822282,0.001862577,-0.016001803,0.012865522
"2004-12-30",-0.001895384,0.000531852,0.009322034,-0.002558437,0.006723725,0.003772807,0.005127609,0.006876249,0.003206596,-0.000121153
"2004-12-31",-0.002146343,-0.004367592,0.012034705,0.008277953,0.006308699,0.001196086,-0.002672188,0.000163641,0,-0.000562292
"2005-01-01",0,0,0,0,0,0,0,0,0,0
"2005-01-02",0,0,0,0,0,0,0,0,0,0
"2005-01-03",-0.004715439,-0.000665384,-0.011891593,-0.010407031,0.002146112,0.002001621,-0.012419533,-0.005647422,-0.017808219,-0.02002849
"2005-01-04",-0.012219703,-0.021808816,-0.016792611,-0.030789904,-0.010480034,-0.00622747,-0.013723769,-0.015299812,-0.006508601,0.015214807
"2005-01-05",-0.006900599,0.003264777,-0.000853971,-0.012237025,0.005352076,0.001656032,-0.03741854,-0.006881743,-0.00163781,-0.008208364
"2005-01-06",0.005084742,0.00135285,0,-0.000671305,0.000678822,0.000942729,0.008573178,-0.008295125,-0.011952191,0.035817887
"2005-01-07",-0.001434096,-0.010824408,-0.005698006,0.00189313,0.002265505,-0.000824111,-8.59e-05,0.001204625,-0.007590133,-0.001592091
"2005-01-08",0,0,0,0,0,0,0,0,0,0
"2005-01-09",0,0,0,0,0,0,0,0,0,0
"2005-01-10",0.004728233,0.006566535,0.00773639,0.00128002,0.001579878,-0.000117827,-0.000601083,0.002609705,0.002629063,0.003044462
"2005-01-11",-0.006890743,-0.006523697,0.013932329,-0.001887137,0.005865156,0.002005058,-0.012283587,0.005524146,0.006197855,0.003782922
"2005-01-12",0.003300441,0.008892097,0.005608525,0.012259088,0.001343639,0.00153238,-0.003827525,0.01105203,0.009239517,0.003294817
"2005-01-13",-0.008012631,-0.008947882,-0.008365867,-0.004097126,0.009629865,0.003997722,0.004802789,-0.004037208,0,0.031053709
"2005-01-14",0.005271807,0.002736085,0.010404949,0.01784742,-0.000111957,-0.000584789,0.011642307,-0.002381509,-0.00657277,0.000278049
"2005-01-15",0,0,0,0,0,0,0,0,0,0
"2005-01-16",0,0,0,0,0,0,0,0,0,0
"2005-01-17",0,0,0,0,0,0,0,0.005758826,0,0
"2005-01-18",0.010401985,0.002728619,0.001669914,-0.001783167,0.003326579,-0.000352825,0.010992888,-0.004064939,0,-0.003294679
"2005-01-19",-0.010462466,-0.007486343,-0.018338427,-0.013754912,0.002874556,0.000587085,0.00161143,0.00296788,-0.001417769,-0.003117855
"2005-01-20",-0.006090627,-0.006852243,-0.017831871,-0.01243736,0.001983269,0.00175673,-0.006274769,-0.006795375,-0.00023663,-0.006204998
"2005-01-21",-0.00612795,0.001518971,0.010662824,0.013633307,0.001101625,0.00198898,0.002390382,0.002976548,0.011597633,0.017747742
"2005-01-22",0,0,0,0,0,0,0,0,0,0
"2005-01-23",0,0,0,0,0,0,0,0,0,0
"2005-01-24",-0.001968584,0.003719346,0.000855432,-0.001568154,0.004283559,-0.000116562,-0.009791188,0.00160786,0.000701919,0.00745226
"2005-01-25",0.002831298,-0.000275859,-0.007692308,0.009061254,-0.009408935,-0.003735635,-0.020464082,0.000211441,-0.012391863,0.011533053
"2005-01-26",0.002994586,0.013051303,0.016365202,0.014667146,0.001877718,0.000234025,0.001580512,0.012489048,0.010653409,-0.00603223
"2005-01-27",0.001705437,0.002032686,-0.006497175,0.000944008,-0.001874199,-0.001522554,-0.010516989,0.002802159,-0.001639728,-0.003875514
"2005-01-28",0,-0.002839987,-0.002843332,0.000884173,0.010050468,0.005162193,0.004604008,-0.005953017,0.001642421,-0.023225818
"2005-01-29",0,0,0,0,0,0,0,0,0,0
"2005-01-30",0,0,0,0,0,0,0,0,0,0
"2005-01-31",0.006216278,0.004748149,0,0.013191991,0.002843752,0.000349686,-0.006346777,-0.001573644,-0.011009604,0.013931866
"2005-02-01",0.006347301,0.010265361,0.00570288,0.008544525,-0.001590968,-0.000686953,0.014993549,-0.002078497,-0.002842255,-0.013988843
"2005-02-02",0.003028202,-0.000669387,0.003685852,0.003169846,0.002301332,0.000116601,0.011452253,0.006414441,0.001425178,-0.009094704
"2005-02-03",-0.001341681,-0.00267533,-0.014971751,-0.003044927,-0.00087477,-0.001755775,-0.001902021,-0.005876096,-0.011385199,-0.008960255
"2005-02-04",0.009403269,0.003623596,0.004588471,0.017691465,0.014230559,0.005280076,0.013163186,0.006651756,-0.005038388,-0.00165103
"2005-02-05",0,0,0,0,0,0,0,0,0,0
"2005-02-06",0,0,0,0,0,0,0,0,0,0
"2005-02-07",-0.001330968,-0.006952542,-0.002854696,0.003171008,0.007448822,0.001983718,-0.002222867,0.001834585,-0.004822763,-0.017203879
"2005-02-08",0.001166011,0.002425206,-0.00543945,0.001919169,0.005678273,0.000931055,0.002313504,-0.004268291,-0.000242307,0.005070539
"2005-02-09",-0.007487526,-0.002419339,-0.005757052,-0.003267606,0.002663242,0.004887815,0.005898642,0.004936321,0.001211827,0.003550982
"2005-02-10",0.003604769,0.010096282,0.008396063,0.004860954,-0.013494576,-0.006252538,0.003566388,0.007284552,0.010651174,0.025372543
