"","종목코드","종목명","종가","EPS","PER","BPS","PBR","배당수익률","시장구분","시가총액","섹터","ROE","style","시총비중"
"912","038880","아이에이",3040,"-",NA,"819",3.71,0,"코스닥",125515702400,"경기관련소비재",NA,"growth",8.31131873942026e-05
"913","126870","뉴로스",6550,"-",NA,"3,281",2,0,"코스닥",125447381600,"산업재",NA,"growth",8.30679471625444e-05
"914","050890","쏠리드",3255,"-",NA,"1,833",1.78,0,"코스닥",124984380045,"IT",NA,"growth",8.27613597454427e-05
"915","035000","지투알",7530,"869",8.67,"9,469",0.8,3.32,"코스피",124752589770,"경기관련소비재",0.0923,"value",8.26078743392834e-05
"916","222080","씨아이에스",2325,"-",NA,"863",2.69,0,"코스닥",124677439125,"IT",NA,"growth",8.25581115644174e-05
"917","036000","예림당",5400,"851",6.35,"4,706",1.15,0,"코스닥",124385095800,"산업재",0.1811,"growth",8.23645295257595e-05
"918","058430","포스코강판",20700,"2,999",6.9,"36,071",0.57,3.62,"코스피",1.242e+11,"소재",0.0826,"value",8.22419639692823e-05
"919","014200","광림",2495,"-",NA,"1,930",1.29,0,"코스닥",123812351555,"산업재",NA,"growth",8.19852733940292e-05
"920","078000","텔코웨어",12750,"942",13.54,"11,115",1.15,4.55,"코스피",123709501500,"IT",0.0849,"growth",8.19171688004902e-05
"921","034940","조아제약",4365,"57",76.58,"1,914",2.28,0,"코스닥",123574158315,"건강관리",0.0298,"growth",8.18275481133383e-05
"922","013990","아가방컴퍼니",3755,"-",NA,"5,079",0.74,0,"코스닥",123492697680,"경기관련소비재",NA,"value",8.17736070295333e-05
"923","042370","비츠로테크",5520,"298",18.52,"5,879",0.94,0,"코스닥",123393378960,"산업재",0.0508,"value",8.1707840792885e-05
"924","106190","하이텍팜",17400,"296",58.78,"14,416",1.21,0.57,"코스닥",123344806800,"건강관리",0.0206,"growth",8.16756775897237e-05
"925","016790","현대사료",20050,"1,224",16.38,"10,645",1.88,1.5,"코스닥",123317244300,"필수소비재",0.1148,"growth",8.16574264292414e-05
"926","036560","영풍정밀",7810,"581",13.44,"19,788",0.39,2.56,"코스닥",123007500000,"산업재",0.029,"value",8.14523219239251e-05
"927","000490","대동공업",5180,"464",11.16,"8,991",0.58,1.16,"코스피",122912127800,"산업재",0.052,"value",8.13891689687232e-05
"928","002760","보락",2050,"21",97.62,"722",2.84,0.34,"코스피",1.22795e+11,"필수소비재",0.0291,"growth",8.13116100290501e-05
"929","004650","창해에탄올",13350,"601",22.21,"11,877",1.12,4.49,"코스닥",122698314750,"필수소비재",0.0504,"growth",8.12475876067726e-05
"930","160550","NEW",4385,"-",NA,"4,659",0.94,0,"코스닥",122368274810,"경기관련소비재",NA,"value",8.10290438639876e-05
"931","002360","SH에너지화학",1100,"86",12.79,"950",1.16,3.91,"코스피",122247103000,"소재",0.0907,"growth",8.09488070875615e-05
"932","035610","솔본",4470,"-",NA,"4,663",0.96,0,"코스닥",122236606590,"건강관리",NA,"value",8.0941856641724e-05
"933","234300","에스트래픽",10250,"310",33.06,"3,708",2.76,0.2,"코스닥",122192095000,"IT",0.0835,"growth",8.09123822409108e-05
"934","020710","시공테크",6090,"950",6.41,"4,762",1.28,1.97,"코스닥",122092137300,"산업재",0.1997,"growth",8.08461928885609e-05
"935","017370","우신시스템",6660,"-",NA,"6,391",1.04,0.3,"코스피",121971599640,"경기관련소비재",NA,"value",8.07663760295379e-05
"936","027740","마니커",769,"-",NA,"742",1.04,0,"코스피",121865424786,"필수소비재",NA,"value",8.06960698417995e-05
"937","302430","이노메트리",25200,"360",70,"1,923",13.1,0,"코스닥",121592721600,"IT",0.1871,"growth",8.05154929851383e-05
"938","067000","조이시티",10300,"-",NA,"2,877",3.58,0,"코스닥",121368968500,"IT",NA,"growth",8.0367329584267e-05
"939","238200","비피도",29650,"663",44.72,"6,165",4.81,0,"코스닥",121268500000,"건강관리",0.1076,"growth",8.03008019936305e-05
"940","141000","비아트론",10000,"1,004",9.96,"8,955",1.12,1,"코스닥",121147100000,"IT",0.1124,"growth",8.02204141158055e-05
"941","053610","프로텍",12800,"2,939",4.36,"15,401",0.83,1.56,"코스닥",121090598400,"IT",0.1904,"value",8.01830002466315e-05
"942","086040","바이오톡스텍",8310,"96",86.56,"1,833",4.53,0,"코스닥",121032017130,"건강관리",0.0523,"growth",8.01442092748391e-05
"943","285490","노바텍",26150,"1,103",23.71,"4,200",6.23,0,"코스닥",120990820000,"IT",0.2628,"growth",8.01169296220123e-05
"944","007810","코리아써키트",5110,"855",5.98,"13,413",0.38,0,"코스피",120702037610,"IT",0.0635,"value",7.99257055405844e-05
"945","093190","빅솔론",6270,"1,155",5.43,"7,166",0.87,2.39,"코스닥",120627934350,"IT",0.1602,"value",7.98766363164384e-05
"946","263920","에스엔피월드",15300,"89",171.91,"2,789",5.49,0,"코스닥",120511674000,"경기관련소비재",0.0319,"growth",7.97996517792745e-05
"947","001550","조비",23200,"231",100.43,"9,202",2.52,0,"코스피",120459944800,"소재",0.0251,"growth",7.97653980674987e-05
"948","043090","팜스웰바이오",4470,"14",319.29,"690",6.48,0,"코스닥",120457631520,"건강관리",0.0203,"growth",7.97638662745002e-05
"949","091970","나노캠텍",5680,"-",NA,"2,753",2.06,0,"코스닥",120427564480,"소재",NA,"growth",7.97439566736923e-05
"950","014160","대영포장",1110,"-",NA,"1,213",0.92,0,"코스피",120317949390,"소재",NA,"value",7.9671372452418e-05
"951","200880","서연이화",4450,"1,264",3.52,"24,673",0.18,3.37,"코스피",120276544650,"경기관련소비재",0.0511,"value",7.96439553257252e-05
"952","094280","효성ITX",10400,"785",13.25,"5,025",2.07,4.81,"코스피",120205280000,"산업재",0.1562,"growth",7.95967657542471e-05
"953","100090","삼강엠앤티",4545,"5,275",0.86,"8,766",0.52,0,"코스닥",120103483905,"산업재",0.6047,"value",7.95293590652197e-05
"954","095340","ISC",8620,"1,238",6.96,"11,360",0.76,4.06,"코스닥",119558141480,"IT",0.1092,"value",7.9168247695914e-05
"955","110990","디아이티",6320,"733",8.62,"8,091",0.78,0,"코스닥",1.19448e+11,"IT",0.0905,"value",7.90953149130663e-05
"956","053980","오상자이엘",6730,"172",39.13,"2,814",2.39,0,"코스닥",119443245860,"IT",0.0611,"growth",7.90921668469585e-05
"957","002900","동양물산",1825,"23",79.35,"2,029",0.9,0.82,"코스피",119334742500,"산업재",0.0113,"value",7.9020318783966e-05
"958","234920","자이글",8780,"384",22.86,"6,292",1.4,0,"코스닥",118801389800,"경기관련소비재",0.0612,"growth",7.86671466943016e-05
"959","214430","아이쓰리시스템",16700,"1,388",12.03,"9,290",1.8,1.62,"코스닥",118682892000,"산업재",0.1496,"growth",7.85886805767651e-05
"960","142280","녹십자엠에스",12400,"-",NA,"2,537",4.89,0,"코스닥",1.18544e+11,"건강관리",NA,"growth",7.84967099579276e-05
"961","203650","드림시큐리티",3310,"-",NA,"569",5.82,0,"코스닥",118517045740,"IT",NA,"growth",7.84788615579297e-05
"962","260660","알리코제약",12350,"534",23.13,"2,872",4.3,0.81,"코스닥",118505351250,"건강관리",0.1859,"growth",7.84711177751179e-05
"963","079370","제우스",11400,"1,808",6.31,"17,455",0.65,1.75,"코스닥",118377600000,"IT",0.103,"value",7.83865242670702e-05
"964","015710","코콤",6750,"646",10.45,"5,835",1.16,2.44,"코스닥",118330875000,"IT",0.111,"growth",7.83555842045382e-05
"965","263700","케어랩스",19150,"1,095",17.49,"5,059",3.79,0,"코스닥",118122466250,"건강관리",0.2167,"growth",7.82175814274981e-05
"966","251370","와이엠티",15950,"974",16.38,"7,867",2.03,0,"코스닥",118112940000,"소재",0.1239,"growth",7.82112733960226e-05
"967","138360","에이씨티",4325,"-",NA,"1,811",2.39,0,"코스닥",117935112050,"경기관련소비재",NA,"growth",7.80935204181109e-05
"968","005800","신영와코루",131000,"10,140",12.92,"338,648",0.39,1.15,"코스피",1.179e+11,"경기관련소비재",0.0302,"value",7.80702701447535e-05
"969","008290","원풍물산",3070,"2",NA,"787",3.9,0,"코스닥",117862767670,"경기관련소비재",NA,"growth",7.80456158779069e-05
"970","048870","시너지이노베이션",2050,"-",NA,"560",3.66,0,"코스닥",117723308200,"건강관리",NA,"growth",7.79532694954035e-05
"971","053300","한국정보인증",3775,"177",21.33,"2,377",1.59,1.32,"코스닥",117647875000,"IT",0.0745,"growth",7.79033196200695e-05
"972","007330","푸른저축은행",7800,"1,717",4.54,"15,330",0.51,7.05,"코스닥",117645840000,"금융",0.1123,"value",7.79019720967468e-05
"973","072870","메가스터디",9860,"-",NA,"20,070",0.49,7.1,"코스닥",117540655740,"경기관련소비재",NA,"value",7.78323218542262e-05
"974","009200","무림페이퍼",2820,"641",4.4,"9,866",0.29,0.89,"코스피",117338254200,"소재",0.0659,"value",7.76982968931956e-05
"975","017900","광전자",2025,"55",36.82,"3,558",0.57,2.47,"코스피",117336120075,"IT",0.0155,"value",7.76968837319125e-05
"976","072470","우리산업홀딩스",6210,"127",48.9,"7,178",0.87,0.81,"코스닥",117290387610,"경기관련소비재",0.0178,"value",7.76666008998774e-05
"977","037270","YG PLUS",2015,"-",NA,"1,623",1.24,0,"코스피",117213968560,"경기관련소비재",NA,"growth",7.76159982206772e-05
"978","093320","케이아이엔엑스",24000,"1,366",17.57,"11,621",2.07,0.92,"코스닥",1.1712e+11,"IT",0.1178,"growth",7.75537747188595e-05
"979","001260","남광토건",11900,"174",68.39,"4,411",2.7,0,"코스피",116946012400,"산업재",0.0395,"growth",7.74385647194206e-05
"980","206560","덱스터",4745,"-",NA,"1,826",2.6,0,"코스닥",116905075105,"경기관련소비재",NA,"growth",7.74114571224771e-05
"981","180400","캔서롭",6140,"-",NA,"1,738",3.53,0,"코스닥",116758903120,"건강관리",NA,"growth",7.73146658895971e-05
"982","264900","크라운제과",9300,"1,028",9.05,"9,083",1.02,2.69,"코스피",116471805000,"필수소비재",0.1127,"value",7.71245570873372e-05
"983","092220","KEC",1035,"10",103.5,"1,961",0.53,1.16,"코스피",116387427735,"IT",0.0051,"value",7.70686846880783e-05
"984","054450","텔레칩스",8600,"136",63.24,"6,076",1.42,1.16,"코스닥",116150834600,"IT",0.0225,"growth",7.69120189547123e-05
"985","078890","가온미디어",7990,"475",16.82,"9,317",0.86,1.5,"코스닥",115973259990,"IT",0.0511,"value",7.67944337318663e-05
"986","130660","한전산업",3555,"428",8.31,"2,188",1.62,5.57,"코스피",1.15893e+11,"유틸리티",0.1949,"growth",7.67412876835108e-05
"987","101140","아티스",4900,"-",NA,"479",10.23,0,"코스피",115841933900,"경기관련소비재",NA,"growth",7.67074730590643e-05
"988","151860","KG ETS",3210,"327",9.82,"4,087",0.79,3.12,"코스닥",1.1556e+11,"유틸리티",0.0804,"value",7.65207838670714e-05
"989","108380","대양전기공업",12050,"1,256",9.59,"19,204",0.63,0,"코스닥",115286362650,"산업재",0.0657,"value",7.63395884316499e-05
"990","014530","극동유화",3295,"445",7.4,"4,256",0.77,4.86,"코스피",114894738900,"에너지",0.1041,"value",7.60802655142826e-05
"991","006910","보성파워텍",2505,"-",NA,"1,835",1.37,0,"코스닥",114866071095,"산업재",NA,"growth",7.6061282449984e-05
"992","141020","포티스",2395,"79",30.32,"699",3.43,0,"코스닥",114580176950,"경기관련소비재",0.1131,"growth",7.58719708882117e-05
"993","003080","성보화학",5720,"471",12.14,"8,063",0.71,10,"코스피",114514400000,"소재",0.0585,"value",7.58284151269242e-05
"994","023000","삼원강재",2840,"275",10.33,"4,874",0.58,4.05,"코스피",1.136e+11,"경기관련소비재",0.0561,"value",7.52229235661069e-05
"995","017040","광명전기",2620,"-",NA,"2,029",1.29,0,"코스피",113544551300,"산업재",NA,"growth",7.51862068995405e-05
"996","000650","천일고속",79400,"18,993",4.18,"32,982",2.41,19.27,"코스피",113480068000,"산업재",0.5766,"growth",7.51435077591603e-05
"997","004540","깨끗한나라",3045,"-",NA,"4,949",0.62,0,"코스피",113397910185,"필수소비재",NA,"value",7.50891050211488e-05
"998","140070","서플러스글로벌",3065,"539",5.69,"2,922",1.05,2.45,"코스닥",113368220000,"IT",0.1845,"value",7.50694449637816e-05
"999","173940","에프엔씨엔터",7890,"-",NA,"4,725",1.67,0,"코스닥",113338903200,"경기관련소비재",NA,"growth",7.50500321521125e-05
"1000","064800","필링크",1835,"63",29.13,"1,796",1.02,0,"코스닥",113089446210,"경기관련소비재",0.035,"value",7.48848483132763e-05
"1001","075180","새론오토모티브",5890,"691",8.52,"11,439",0.51,2.55,"코스피",1.13088e+11,"경기관련소비재",0.0599,"value",7.4883890671161e-05
"1002","025560","미래산업",178,"-",NA,"96",1.85,0,"코스피",112997675200,"IT",NA,"growth",7.48240799711036e-05
"1003","065130","탑엔지니어링",7070,"879",8.04,"9,879",0.72,0.71,"코스닥",112952136990,"IT",0.0896,"value",7.47939257696056e-05
"1004","005870","휴니드",8000,"1,177",6.8,"8,123",0.98,0,"코스피",112928120000,"산업재",0.1441,"value",7.47780223523252e-05
"1005","214270","퓨쳐스트림네트웍스",1285,"8",160.62,"424",3.03,0,"코스닥",112878215165,"IT",0.0189,"growth",7.4744976686931e-05
"1006","040910","아이씨디",6720,"1,544",4.35,"8,156",0.82,2.23,"코스닥",112536459840,"IT",0.1885,"value",7.45186753252163e-05
"1007","003100","선광",17000,"928",18.32,"45,791",0.37,2.06,"코스닥",1.122e+11,"산업재",0.0202,"value",7.42958804939893e-05
"1008","257370","명성티엔에스",17600,"1,193",14.75,"2,791",6.31,0,"코스닥",1.12112e+11,"IT",0.4278,"growth",7.42376092151705e-05
"1009","001340","백광산업",2490,"164",15.18,"2,909",0.86,1,"코스피",111846833430,"소재",0.0567,"value",7.40620229068308e-05
"1010","051360","토비스",6690,"799",8.37,"9,919",0.67,2.39,"코스닥",111837118020,"IT",0.08,"value",7.40555896185927e-05
"1011","039860","나노엔텍",4235,"-",NA,"970",4.37,0,"코스닥",111349965650,"건강관리",NA,"growth",7.37330101688255e-05
"1012","131370","알서포트",2090,"53",39.43,"923",2.26,0,"코스닥",111328203470,"IT",0.0573,"growth",7.37185998272518e-05
"1013","103590","일진전기",3000,"-",NA,"8,575",0.35,2,"코스피",111241170000,"산업재",NA,"value",7.36609685591047e-05
"1014","002800","신신제약",7330,"245",29.92,"3,436",2.13,0.45,"코스닥",111199765000,"건강관리",0.0712,"growth",7.36335512602469e-05
"1015","056730","포스링크",2405,"-",NA,"910",2.64,0,"코스닥",111024102540,"에너지",NA,"growth",7.35172322126939e-05
"1016","068290","삼성출판사",11100,"338",32.84,"8,770",1.27,1.35,"코스피",1.11e+11,"경기관련소비재",0.0387,"growth",7.350127214646e-05
"1017","014100","보령메디앙스",9400,"519",18.11,"4,004",2.35,0,"코스닥",1.1092e+11,"필수소비재",0.1298,"growth",7.34482982566248e-05
"1018","019550","SBI인베스트먼트",683,"17",40.18,"526",1.3,0,"코스닥",110691470725,"금융",0.0324,"growth",7.32969721986499e-05
"1019","025750","한솔홈데코",1370,"44",31.14,"1,912",0.72,1.46,"코스피",110374254130,"산업재",0.0231,"value",7.30869197366817e-05
"1020","094850","참좋은여행",7880,"885",8.9,"5,236",1.5,2.54,"코스닥",1.1032e+11,"경기관련소비재",0.1685,"growth",7.30509940828601e-05
"1021","058400","KNN",833,"72",11.57,"1,397",0.6,3,"코스닥",110313956760,"경기관련소비재",0.0519,"value",7.3046992408735e-05
"1022","060560","홈센타홀딩스",1300,"-",NA,"1,253",1.04,3.85,"코스닥",110305491400,"산업재",NA,"value",7.30413868706343e-05
"1023","270870","뉴트리",12200,"349",34.96,"958",12.73,0,"코스닥",110193132800,"건강관리",0.3641,"growth",7.29669859694037e-05
"1024","003160","디아이",3495,"639",5.47,"4,104",0.85,2.86,"코스피",110081263575,"IT",0.1554,"value",7.28929091193899e-05
"1025","022220","정산애강",2125,"184",11.55,"1,234",1.72,0,"코스닥",110063480375,"산업재",0.1489,"growth",7.28811335534184e-05
"1026","008250","이건산업",10250,"570",17.98,"16,251",0.63,2.44,"코스피",109836622000,"산업재",0.035,"value",7.27309139213501e-05
"1027","032560","황금에스티",7840,"1,434",5.47,"15,528",0.5,1.28,"코스피",1.0976e+11,"소재",0.0914,"value",7.26801768540131e-05
"1028","053350","이니텍",5540,"523",10.59,"6,786",0.82,0,"코스닥",109641674640,"IT",0.0774,"value",7.26018249216961e-05
"1029","002600","조흥",182500,"18,830",9.69,"200,652",0.91,3.29,"코스피",1.095e+11,"필수소비재",0.0939,"value",7.25080117120484e-05
"1030","130580","나이스디앤비",7110,"416",17.09,"2,502",2.84,1.35,"코스닥",1.09494e+11,"금융",0.1662,"growth",7.25040386703108e-05
"1031","040420","정상제이엘에스",6980,"551",12.67,"4,104",1.7,6.16,"코스닥",109429312960,"경기관련소비재",0.1342,"growth",7.24612046186766e-05
"1032","012200","계양전기",3350,"255",13.14,"5,364",0.62,1.64,"코스피",1.0921e+11,"경기관련소비재",0.0472,"value",7.23159813613955e-05
"1033","014710","사조씨푸드",6340,"1,124",5.64,"12,168",0.52,1.1,"코스피",109165562620,"필수소비재",0.0922,"value",7.22865561004869e-05
"1034","073560","우리손에프앤지",1575,"382",4.12,"2,308",0.68,0,"코스닥",109049287725,"필수소비재",0.165,"value",7.22095619320077e-05
"1035","046120","오르비텍",4565,"150",30.43,"2,741",1.67,0,"코스닥",108603965745,"산업재",0.0549,"growth",7.19146814631358e-05
"1036","118990","모트렉스",3985,"909",4.38,"4,931",0.81,3.59,"코스닥",108593421825,"경기관련소비재",0.1849,"value",7.19076995574294e-05
"1037","063160","종근당바이오",20750,"1,563",13.28,"27,162",0.76,1.93,"코스피",108511896750,"건강관리",0.0572,"value",7.18537158031561e-05
"1038","094480","갤럭시아컴즈",2765,"131",21.11,"1,815",1.52,1.08,"코스닥",108470502070,"IT",0.072,"growth",7.182630533793e-05
"1039","052790","액토즈소프트",9500,"-",NA,"9,453",1,0,"코스닥",107641061000,"IT",NA,"value",7.1277071339592e-05
"1040","005710","대원산업",5370,"1,695",3.17,"12,599",0.43,2.33,"코스닥",107601912000,"경기관련소비재",0.1356,"value",7.12511479044274e-05
"1041","069510","에스텍",9840,"1,178",8.35,"11,407",0.86,5.08,"코스닥",107354400000,"IT",0.103,"value",7.1087251986666e-05
"1042","001470","삼부토건",4325,"-",NA,"12,582",0.34,0,"코스피",107273541575,"산업재",NA,"value",7.10337096704385e-05
"1043","006340","대원전선",1575,"10",157.5,"1,136",1.39,0,"코스피",107268794325,"산업재",0.0088,"growth",7.1030566166707e-05
"1044","019660","글로본",3830,"-",NA,"855",4.48,0,"코스닥",107244010010,"경기관련소비재",NA,"growth",7.10141546470513e-05
"1045","017510","세명전기",7030,"241",29.17,"4,318",1.63,1.14,"코스닥",107179380000,"산업재",0.0559,"growth",7.09713583591789e-05
"1046","096630","에스코넥",1640,"235",6.98,"1,314",1.25,0,"코스닥",107035787360,"IT",0.1791,"growth",7.08762751005224e-05
"1047","052420","오성첨단소재",2150,"32",67.19,"2,359",0.91,0,"코스닥",106893482850,"IT",0.0135,"value",7.07820448075749e-05
"1048","058850","KTcs",2485,"170",14.62,"3,611",0.69,3.22,"코스피",106072225000,"산업재",0.0472,"value",7.02382295216716e-05
"1049","046140","SBS콘텐츠허브",4940,"-",NA,"6,913",0.71,0,"코스닥",106029961700,"경기관련소비재",NA,"value",7.02102438791931e-05
"1050","068790","DMS",4590,"171",26.84,"5,892",0.78,1.09,"코스닥",105719115330,"IT",0.0291,"value",7.00044096121921e-05
"1051","026180","현대정보기술",1770,"17",104.12,"843",2.1,0,"코스닥",105380835150,"IT",0.0202,"growth",6.97804093998324e-05
"1052","047770","코데즈컴바인",2780,"56",49.64,"741",3.75,0,"코스닥",105202433560,"경기관련소비재",0.0755,"growth",6.96622765726436e-05
"1053","224060","코디엠",743,"-",NA,"450",1.65,0,"코스닥",105181678271,"IT",NA,"growth",6.96485329677313e-05
"1054","103230","에스앤더블류",14550,"-",NA,"7,283",2,0,"코스닥",1.0476e+11,"산업재",NA,"growth",6.93693087393077e-05
"1055","053700","삼보모터스",7300,"471",15.5,"13,447",0.54,0.96,"코스닥",104585136300,"경기관련소비재",0.0348,"value",6.92535186095578e-05
"1056","036180","영인프런티어",5940,"243",24.44,"1,469",4.04,0,"코스닥",104546025540,"건강관리",0.1653,"growth",6.92276204959126e-05
"1057","003610","방림",24700,"1,779",13.88,"43,681",0.57,2.11,"코스피",104515802300,"경기관련소비재",0.0411,"value",6.92076074635848e-05
"1058","053690","한미글로벌",9520,"899",10.59,"9,139",1.04,2.63,"코스피",104315876000,"산업재",0.0982,"value",6.90752215411926e-05
"1059","011160","두산건설",1415,"-",NA,"9,944",0.14,0,"코스피",103756415935,"산업재",NA,"value",6.87047618430607e-05
"1060","217600","켐온",1620,"-",NA,"525",3.09,0,"코스닥",103455370800,"건강관리",NA,"growth",6.8505417695349e-05
"1061","080220","제주반도체",3605,"160",22.53,"2,008",1.8,0,"코스닥",102960739490,"IT",0.0799,"growth",6.81778858887862e-05
"1062","069920","아이에스이커머스",4030,"1,482",2.72,"2,964",1.36,0,"코스닥",102821794790,"경기관련소비재",0.5,"growth",6.80858803733987e-05
"1063","217620","디딤",2775,"77",36.04,"889",3.12,0,"코스닥",102680286375,"경기관련소비재",0.0866,"growth",6.79921772335615e-05
"1064","041440","에버다임",5730,"986",5.81,"10,243",0.56,1.92,"코스닥",102658359120,"산업재",0.0964,"value",6.7977657583677e-05
"1065","077360","덕산하이메탈",4515,"407",11.09,"7,934",0.57,0,"코스닥",102574032015,"IT",0.0514,"value",6.7921818399047e-05
"1066","016710","대성홀딩스",6360,"1,309",4.86,"24,992",0.25,3.93,"코스피",102328959240,"유틸리티",0.0514,"value",6.77595376717411e-05
"1067","034810","해성산업",10450,"348",30.03,"14,632",0.71,1.2,"코스닥",1.02201e+11,"금융",0.0236,"value",6.76748064382015e-05
"1068","023760","한국캐피탈",607,"38",15.97,"1,195",0.51,2.14,"코스닥",102103212632,"금융",0.0319,"value",6.7610054222455e-05
"1069","016090","대현",2305,"282",8.17,"3,819",0.6,2.17,"코스피",102070724550,"경기관련소비재",0.0734,"value",6.75885414714947e-05
"1070","023800","인지컨트롤스",6730,"-",NA,"12,671",0.53,2.23,"코스피",102027661440,"경기관련소비재",NA,"value",6.75600262159309e-05
"1071","082800","루미마이크로",1440,"-",NA,"424",3.4,0,"코스닥",101388440160,"IT",NA,"growth",6.71367507450922e-05
"1072","222110","팬젠",10500,"-",NA,"3,256",3.22,0,"코스닥",101238700500,"건강관리",NA,"growth",6.70375970919321e-05
"1073","041590","에너전트",2275,"-",NA,"2,016",1.13,0,"코스닥",101180147250,"IT",NA,"growth",6.69988246742446e-05
"1074","140670","알에스오토메이션",11100,"395",28.1,"4,313",2.57,0.9,"코스닥",101044854000,"IT",0.0915,"growth",6.69092370527326e-05
"1075","048470","대동스틸",10100,"620",16.29,"6,481",1.56,0.69,"코스닥",1.01e+11,"소재",0.0958,"growth",6.68795359170492e-05
"1076","001570","금양",2335,"517",4.52,"1,333",1.75,0,"코스피",100933970900,"소재",0.3872,"growth",6.68358131886827e-05
"1077","004450","삼화왕관",46850,"4,516",10.37,"62,303",0.75,2.99,"코스피",100932656150,"소재",0.0723,"value",6.68349425959119e-05
"1078","009300","삼아제약",15800,"951",16.61,"24,506",0.64,1.58,"코스닥",1.00646e+11,"건강관리",0.0385,"value",6.66451264545281e-05
"1079","228340","동양파일",5030,"412",12.21,"7,345",0.68,2.98,"코스닥",1.006e+11,"산업재",0.0557,"value",6.66146664678728e-05
"1080","042420","네오위즈홀딩스",11350,"-",NA,"32,865",0.35,0,"코스닥",100525429100,"IT",NA,"value",6.65652875848538e-05
"1081","066620","국보디자인",13400,"1,827",7.33,"13,238",1.01,2.09,"코스닥",1.005e+11,"산업재",0.1378,"value",6.65484491055787e-05
"1082","114810","아이원스",7490,"384",19.51,"9,108",0.82,0,"코스닥",100485233310,"IT",0.042,"value",6.65386709929625e-05
"1083","064090","에프앤리퍼블릭",1680,"203",8.28,"904",1.86,0,"코스닥",100402574160,"경기관련소비재",0.2246,"growth",6.64839362841378e-05
"1084","092440","기신정기",3435,"299",11.49,"7,680",0.45,4.37,"코스피",1.00302e+11,"산업재",0.0392,"value",6.64173387282363e-05
"1085","068930","디지털대성",4465,"376",11.88,"3,101",1.44,4.48,"코스닥",100215688195,"경기관련소비재",0.1212,"growth",6.63601853276169e-05
"1086","045970","코아시아홀딩스",5100,"237",21.52,"5,784",0.88,0,"코스닥",100041671400,"IT",0.0409,"value",6.62449559960192e-05
"1087","014280","금강공업",20600,"5,400",3.81,"54,792",0.38,2.43,"코스피",100032858400,"산업재",0.0997,"value",6.62391202598802e-05
"1088","009320","대우부품",2095,"61",34.34,"800",2.62,0,"코스피",99819155625,"경기관련소비재",0.0763,"growth",6.60976119191259e-05
"1089","039610","화성밸브",13700,"247",55.47,"7,443",1.84,0,"코스닥",9.9736e+10,"산업재",0.0332,"growth",6.60425484576517e-05
"1090","050110","캠시스",1725,"-",NA,"1,116",1.55,0,"코스닥",99730573125,"IT",NA,"growth",6.60389549241717e-05
"1091","080000","에스엔유",2905,"185",15.7,"3,047",0.95,0,"코스닥",99707937350,"IT",0.0605,"value",6.60239661110319e-05
"1092","069640","한세엠케이",7700,"581",13.25,"12,284",0.63,2.6,"코스피",99401779400,"경기관련소비재",0.0475,"value",6.58212363920882e-05
"1093","120030","조선선재",79000,"13,029",6.06,"77,519",1.02,1.9,"코스피",99354429000,"소재",0.1683,"value",6.57898822061724e-05
"1094","055490","테이팩스",21050,"1,747",12.05,"18,660",1.13,0,"코스피",99306532500,"소재",0.0938,"growth",6.57581664072412e-05
"1095","082210","옵트론텍",4400,"213",20.66,"4,199",1.05,0,"코스닥",99266758800,"IT",0.0508,"value",6.57318293122145e-05
"1096","036200","유니셈",3235,"799",4.05,"2,906",1.11,1.85,"코스닥",99198761405,"IT",0.2741,"growth",6.56868032308168e-05
"1097","004080","신흥",10300,"332",31.02,"8,997",1.14,1.94,"코스피",9.888e+10,"건강관리",0.0368,"growth",6.54757278364141e-05
"1098","031510","오스템",3800,"21",180.95,"4,934",0.77,0.79,"코스닥",9.88e+10,"경기관련소비재",0.0043,"value",6.54227539465788e-05
"1099","144960","뉴파워프라즈마",11950,"2,253",5.3,"14,543",0.82,2.34,"코스닥",98591527150,"IT",0.1547,"value",6.52847087242095e-05
"1100","060310","3S",2215,"-",NA,"704",3.15,0,"코스닥",98336869770,"산업재",NA,"growth",6.51160813242862e-05
"1101","179290","엠아이텍",3230,"86",37.56,"786",4.11,0,"코스닥",98268092340,"건강관리",0.1094,"growth",6.50705387242865e-05
"1102","041910","에스텍파마",8240,"132",62.42,"7,121",1.16,0.61,"코스닥",98041687120,"건강관리",0.0186,"growth",6.49206191595064e-05
"1103","223310","이에스브이",864,"-",NA,"178",4.85,0,"코스닥",97641673344,"IT",NA,"growth",6.46557405882261e-05
"1104","021080","에이티넘인베스트",2025,"182",11.13,"1,478",1.37,2.96,"코스닥",9.72e+10,"금융",0.1231,"growth",6.43632761498731e-05
"1105","049520","유아이엘",4460,"702",6.35,"7,994",0.56,11.21,"코스닥",97160814560,"IT",0.0882,"value",6.43373285851018e-05
"1106","290550","디케이티",14100,"2,268",6.22,"2,985",4.72,0,"코스닥",97007746200,"IT",0.7588,"growth",6.42359707546029e-05
"1107","011560","세보엠이씨",9200,"2,362",3.9,"13,143",0.7,2.72,"코스닥",9.6876e+10,"산업재",0.1795,"value",6.41487318960402e-05
"1108","088910","동우팜투테이블",3745,"730",5.13,"6,635",0.56,1.34,"코스닥",96739956180,"필수소비재",0.1092,"value",6.40586472668721e-05
"1109","211270","AP위성",6430,"5",NA,"5,465",1.18,0,"코스닥",96545189720,"IT",NA,"growth",6.39296780544265e-05
