This file was created using the 201904 Bloomberg database.

Missing data are indicated by -99.99.



,Mkt-RF,SMB,HML,RF
20161129    ,0.13   ,-0.31   ,-0.17    ,0.00
20161130   ,-0.31   ,-0.28    ,1.16    ,0.00
20161201   ,-0.01    ,0.04    ,1.58    ,0.00
20161202   ,-0.03   ,-0.01    ,0.18    ,0.00
20161205    ,0.63    ,0.09    ,0.35    ,0.00
20161206    ,0.47    ,0.01    ,0.60    ,0.00
20161207    ,1.18   ,-0.52    ,0.72    ,0.00
20161208    ,0.31    ,0.30    ,0.56    ,0.00
20161209    ,0.28   ,-0.42   ,-0.27    ,0.00
20161212    ,0.01   ,-0.24    ,0.05    ,0.00
20161213    ,0.64   ,-0.45   ,-0.45    ,0.00
20161214   ,-1.07   ,-0.15   ,-0.47    ,0.00
20161215   ,-0.04   ,-0.25    ,0.10    ,0.00
20161216    ,0.09    ,0.10    ,0.08    ,0.00
20161219    ,0.01    ,0.04   ,-0.22    ,0.00
20161220    ,0.29   ,-0.04    ,0.24    ,0.00
20161221   ,-0.10   ,-0.04    ,0.10    ,0.00
20161222   ,-0.19   ,-0.24    ,0.09    ,0.00
20161223    ,0.16    ,0.25   ,-0.17    ,0.00
20161226   ,-0.01    ,0.10   ,-0.20    ,0.00
20161227    ,0.13    ,0.05   ,-0.09    ,0.00
20161228   ,-0.42    ,0.45    ,0.07    ,0.00
20161229    ,0.11    ,0.18   ,-0.21    ,0.00
20161230   ,-0.18    ,0.24    ,0.03    ,0.00
20170102   ,-0.06   ,-0.03    ,0.05    ,0.00
20170103    ,0.54   ,-0.27    ,0.34    ,0.00
20170104    ,1.03    ,0.49    ,0.26    ,0.00
20170105    ,0.50    ,0.07   ,-0.36    ,0.00
20170106   ,-0.24   ,-0.47   ,-0.50    ,0.00
20170109   ,-0.11    ,0.08   ,-0.62    ,0.00
20170110    ,0.09    ,0.34    ,0.19    ,0.00
20170111    ,0.44   ,-0.13    ,0.55    ,0.00
20170112   ,-0.27   ,-0.07   ,-0.25    ,0.00
20170113    ,0.53    ,0.14    ,0.01    ,0.00
20170116   ,-0.38    ,0.02   ,-0.25    ,0.00
20170117    ,0.05   ,-0.08   ,-0.12    ,0.00
20170118   ,-0.28   ,-0.27   ,-0.10    ,0.00
20170119   ,-0.04    ,0.01    ,0.13    ,0.00
20170120    ,0.35   ,-0.01    ,0.28    ,0.00
20170123   ,-0.05    ,0.34   ,-0.08    ,0.00
20170124    ,0.39    ,0.02    ,0.44    ,0.00
20170125    ,1.02   ,-0.02    ,0.37    ,0.00
20170126   ,-0.20   ,-0.31    ,0.16    ,0.00
20170127   ,-0.08   ,-0.01   ,-0.47    ,0.00
20170130   ,-0.59    ,0.10   ,-0.38    ,0.00
20170131    ,0.08    ,0.53   ,-0.17    ,0.00
20170201    ,0.17    ,0.10    ,0.09    ,0.00
20170202   ,-0.10   ,-0.07   ,-0.20    ,0.00
20170203    ,0.65    ,0.08    ,0.29    ,0.00
20170206   ,-0.26    ,0.05   ,-0.16    ,0.00
20170207   ,-0.20   ,-0.22   ,-0.38    ,0.00
20170208    ,0.26    ,0.03   ,-0.34    ,0.00
20170209    ,0.26   ,-0.13   ,-0.12    ,0.00
20170210    ,0.54    ,0.26    ,0.36    ,0.00
20170213    ,0.42   ,-0.14    ,0.18    ,0.00
20170214    ,0.05    ,0.03    ,0.13    ,0.00
20170215    ,0.59    ,0.02   ,-0.05    ,0.00
20170216    ,0.11    ,0.01    ,0.06    ,0.00
20170217   ,-0.08   ,-0.07   ,-0.59    ,0.00
20170220    ,0.04    ,0.07    ,0.00    ,0.00
20170221    ,0.30   ,-0.21    ,0.14    ,0.00
20170222    ,0.01   ,-0.17   ,-0.09    ,0.00
20170223    ,0.07   ,-0.13   ,-0.04    ,0.00
20170224   ,-0.28   ,-0.04   ,-0.61    ,0.00
20170227   ,-0.04    ,0.20   ,-0.41    ,0.00
20170228   ,-0.26   ,-0.26    ,0.02    ,0.00
20170301    ,1.15   ,-0.41    ,0.43    ,0.00
20170302   ,-0.45   ,-0.13   ,-0.38    ,0.00
20170303    ,0.24   ,-0.12    ,0.17    ,0.00
20170306   ,-0.38   ,-0.02   ,-0.13    ,0.00
20170307   ,-0.26   ,-0.01   ,-0.04    ,0.00
20170308   ,-0.29   ,-0.06   ,-0.50    ,0.00
20170309    ,0.07   ,-0.29   ,-0.14    ,0.00
20170310    ,0.64    ,0.10   ,-0.07    ,0.00
20170313    ,0.19    ,0.10   ,-0.01    ,0.00
20170314   ,-0.45    ,0.00   ,-0.29    ,0.00
20170315    ,1.07    ,0.13    ,0.19    ,0.00
20170316    ,0.33    ,0.27    ,0.23    ,0.00
20170317   ,-0.02    ,0.36   ,-0.26    ,0.00
20170320   ,-0.14    ,0.19   ,-0.33    ,0.00
20170321   ,-0.75   ,-0.07   ,-0.09    ,0.00
20170322   ,-0.27   ,-0.35   ,-0.51    ,0.00
20170323    ,0.19    ,0.27    ,0.15    ,0.00
20170324    ,0.08    ,0.15   ,-0.09    ,0.00
20170327   ,-0.03    ,0.03   ,-0.29    ,0.00
20170328    ,0.55   ,-0.09    ,0.44    ,0.00
20170329    ,0.26    ,0.18   ,-0.10    ,0.00
20170330   ,-0.09   ,-0.21    ,0.25    ,0.00
20170331   ,-0.13    ,0.28   ,-0.35    ,0.00
20170403   ,-0.18   ,-0.13   ,-0.17    ,0.00
20170404   ,-0.02   ,-0.35    ,0.02    ,0.00
20170405   ,-0.22   ,-0.10   ,-0.11    ,0.00
20170406   ,-0.03   ,-0.17    ,0.14    ,0.00
20170407   ,-0.09    ,0.06   ,-0.07    ,0.00
20170410    ,0.23    ,0.14    ,0.21    ,0.00
20170411    ,0.11    ,0.27    ,0.05    ,0.00
20170412   ,-0.14   ,-0.18   ,-0.36    ,0.00
20170413   ,-0.72    ,0.16   ,-0.72    ,0.00
20170414   ,-0.01   ,-0.10    ,0.06    ,0.00
20170417    ,0.59   ,-0.04   ,-0.12    ,0.00
20170418   ,-0.17    ,0.46   ,-0.22    ,0.00
20170419   ,-0.19    ,0.27   ,-0.23    ,0.00
20170420    ,0.57   ,-0.11    ,0.11    ,0.00
20170421   ,-0.03    ,0.14    ,0.14    ,0.00
20170424    ,1.59   ,-0.58    ,0.48    ,0.00
20170425    ,0.57    ,0.06    ,0.09    ,0.00
20170426    ,0.19    ,0.41    ,0.24    ,0.00
20170427   ,-0.09    ,0.15   ,-0.73    ,0.00
20170428   ,-0.14   ,-0.02   ,-0.18    ,0.00
20170501    ,0.11    ,0.08   ,-0.15    ,0.00
20170502    ,0.40   ,-0.06   ,-0.13    ,0.00
20170503   ,-0.39   ,-0.38    ,0.07    ,0.00
20170504    ,0.42   ,-0.22   ,-0.23    ,0.00
20170505    ,0.49   ,-0.29    ,0.23    ,0.00
20170508   ,-0.03    ,0.24    ,0.08    ,0.00
20170509   ,-0.16    ,0.28   ,-0.56    ,0.00
20170510    ,0.18    ,0.14    ,0.09    ,0.00
20170511   ,-0.19   ,-0.02    ,0.01    ,0.00
20170512    ,0.13   ,-0.15   ,-0.44    ,0.00
20170515    ,0.46   ,-0.12    ,0.19    ,0.00
20170516    ,0.38    ,0.20   ,-0.11    ,0.00
20170517   ,-1.13    ,0.35   ,-0.01    ,0.00
20170518   ,-0.26   ,-0.34   ,-0.44    ,0.00
20170519    ,0.94   ,-0.06    ,0.39    ,0.00
20170522    ,0.46    ,0.15   ,-0.21    ,0.00
20170523   ,-0.02   ,-0.07    ,0.12    ,0.00
20170524    ,0.38    ,0.15   ,-0.23    ,0.00
20170525    ,0.15   ,-0.24   ,-0.41    ,0.00
20170526   ,-0.09   ,-0.01   ,-0.11    ,0.00
20170529   ,-0.06    ,0.06   ,-0.09    ,0.00
20170530    ,0.01   ,-0.02   ,-0.20    ,0.00
20170531    ,0.05    ,0.02   ,-0.45    ,0.00
20170601    ,0.64    ,0.21    ,0.08    ,0.00
20170602    ,0.76    ,0.28   ,-0.21    ,0.00
20170605   ,-0.23    ,0.00   ,-0.21    ,0.00
20170606   ,-0.24    ,0.08    ,0.30    ,0.00
20170607    ,0.01   ,-0.01    ,0.07    ,0.00
20170608   ,-0.06    ,0.38    ,0.39    ,0.00
20170609   ,-0.07   ,-0.19    ,1.27    ,0.00
20170612   ,-0.25   ,-0.13    ,0.54    ,0.00
20170613    ,0.53    ,0.10   ,-0.25    ,0.00
20170614   ,-0.06    ,0.13   ,-0.55    ,0.00
20170615   ,-0.70   ,-0.34   ,-0.26    ,0.00
20170616    ,0.36    ,0.08   ,-0.02    ,0.00
20170619    ,0.62   ,-0.14   ,-0.48    ,0.00
20170620   ,-0.58    ,0.28   ,-0.30    ,0.00
20170621   ,-0.13    ,0.02   ,-0.65    ,0.00
20170622    ,0.05    ,0.28   ,-0.18    ,0.00
20170623    ,0.18    ,0.28   ,-0.08    ,0.00
20170626    ,0.07   ,-0.03    ,0.12    ,0.00
20170627   ,-0.29   ,-0.03    ,1.03    ,0.00
20170628    ,0.68   ,-0.17    ,0.29    ,0.00
20170629   ,-0.50    ,0.51    ,0.92    ,0.00
20170630   ,-0.16    ,0.09   ,-0.17    ,0.00
20170703    ,0.09   ,-0.27    ,0.87    ,0.00
20170704   ,-0.14   ,-0.19    ,0.22    ,0.00
20170705    ,0.19   ,-0.12   ,-0.36    ,0.00
20170706   ,-0.55    ,0.12    ,0.27    ,0.00
20170707    ,0.18   ,-0.18   ,-0.38    ,0.00
20170710    ,0.21   ,-0.15   ,-0.02    ,0.00
20170711    ,0.09    ,0.27    ,0.00    ,0.00
20170712    ,0.71   ,-0.19   ,-0.24    ,0.00
20170713    ,0.24    ,0.03    ,0.01    ,0.00
20170714    ,0.64    ,0.11   ,-0.13    ,0.00
20170717    ,0.00    ,0.11    ,0.12    ,0.00
20170718    ,0.01    ,0.08   ,-0.19    ,0.00
20170719    ,0.48    ,0.08   ,-0.05    ,0.00
20170720    ,0.28    ,0.00    ,0.08    ,0.00
20170721   ,-0.21    ,0.15   ,-0.13    ,0.00
20170724   ,-0.18    ,0.20   ,-0.01    ,0.00
20170725    ,0.24   ,-0.10    ,0.45    ,0.00
20170726    ,0.39   ,-0.10   ,-0.14    ,0.00
20170727   ,-0.20   ,-0.17    ,0.12    ,0.00
20170728   ,-0.10    ,0.18    ,0.32    ,0.00
20170731    ,0.12    ,0.03    ,0.35    ,0.00
20170801    ,0.27   ,-0.41    ,0.23    ,0.00
20170802   ,-0.01   ,-0.25    ,0.00    ,0.00
20170803    ,0.01   ,-0.12   ,-0.01    ,0.00
20170804    ,0.01   ,-0.04    ,0.03    ,0.00
20170807    ,0.18    ,0.06   ,-0.16    ,0.00
20170808   ,-0.16    ,0.06    ,0.04    ,0.00
20170809   ,-0.36   ,-0.29   ,-0.09    ,0.00
20170810   ,-1.00    ,0.32    ,0.15    ,0.00
20170811   ,-0.09   ,-0.03   ,-0.37    ,0.00
20170814    ,0.56   ,-0.42   ,-0.23    ,0.00
20170815   ,-0.14   ,-0.33   ,-0.17    ,0.00
20170816    ,0.48    ,0.10   ,-0.18    ,0.00
20170817   ,-1.02    ,0.58   ,-0.11    ,0.00
20170818   ,-0.26    ,0.04    ,0.16    ,0.00
20170821    ,0.07   ,-0.02   ,-0.02    ,0.00
20170822    ,0.60   ,-0.40   ,-0.22    ,0.00
20170823   ,-0.07    ,0.29    ,0.26    ,0.00
20170824   ,-0.14    ,0.15    ,0.06    ,0.00
20170825    ,0.41    ,0.24    ,0.27    ,0.00
20170828    ,0.05    ,0.24   ,-0.25    ,0.00
20170829   ,-0.28    ,0.06   ,-0.27    ,0.00
20170830    ,0.24   ,-0.18   ,-0.23    ,0.00
20170831    ,0.80    ,0.20   ,-0.19    ,0.00
20170901    ,0.21    ,0.20    ,0.24    ,0.00
20170904   ,-0.17   ,-0.22    ,0.03    ,0.00
20170905   ,-0.38    ,0.19   ,-0.29    ,0.00
20170906    ,0.18    ,0.02    ,0.04    ,0.00
20170907    ,0.44    ,0.28   ,-0.45    ,0.00
20170908    ,0.03    ,0.04    ,0.09    ,0.00
20170911    ,0.64   ,-0.53    ,0.03    ,0.00
20170912    ,0.42    ,0.00    ,0.36    ,0.00
20170913   ,-0.11    ,0.15    ,0.17    ,0.00
20170914    ,0.03    ,0.07   ,-0.05    ,0.00
20170915    ,0.08    ,0.15   ,-0.04    ,0.00
20170918    ,0.13   ,-0.06    ,0.14    ,0.00
20170919    ,0.38    ,0.03    ,0.17    ,0.00
20170920   ,-0.16    ,0.00    ,0.19    ,0.00
20170921   ,-0.09   ,-0.03    ,0.48    ,0.00
20170922    ,0.13    ,0.13    ,0.05    ,0.00
20170925   ,-0.25    ,0.34    ,0.12    ,0.00
20170926   ,-0.19   ,-0.08    ,0.29    ,0.00
20170927    ,0.28    ,0.22    ,0.16    ,0.00
20170928    ,0.37    ,0.39    ,0.01    ,0.00
20170929    ,0.32   ,-0.05   ,-0.17    ,0.00
20171002    ,0.21    ,0.21   ,-0.14    ,0.00
20171003    ,0.28   ,-0.10    ,0.13    ,0.00
20171004    ,0.03    ,0.01   ,-0.31    ,0.00
20171005    ,0.18   ,-0.40    ,0.06    ,0.00
20171006    ,0.00    ,0.07   ,-0.04    ,0.00
20171009   ,-0.09   ,-0.06   ,-0.07    ,0.00
20171010    ,0.43    ,0.17    ,0.08    ,0.00
20171011    ,0.24   ,-0.13   ,-0.10    ,0.00
20171012   ,-0.03    ,0.21   ,-0.56    ,0.00
20171013    ,0.19    ,0.06   ,-0.02    ,0.00
20171016    ,0.03   ,-0.13    ,0.15    ,0.00
20171017   ,-0.08   ,-0.22   ,-0.06    ,0.00
20171018    ,0.13   ,-0.19    ,0.06    ,0.00
20171019   ,-0.01   ,-0.32    ,0.17    ,0.00
20171020    ,0.10   ,-0.24    ,0.09    ,0.00
20171023   ,-0.20   ,-0.02    ,0.12    ,0.00
20171024    ,0.05   ,-0.09    ,0.41    ,0.00
20171025   ,-0.36    ,0.16   ,-0.02    ,0.00
20171026   ,-0.01   ,-0.21   ,-0.05    ,0.00
20171027    ,0.57   ,-0.04   ,-0.66    ,0.00
20171030    ,0.01    ,0.12   ,-0.02    ,0.00
20171031    ,0.11    ,0.30   ,-0.17    ,0.00
20171101    ,0.16   ,-0.27    ,0.27    ,0.00
20171102    ,0.07   ,-0.08    ,0.37    ,0.00
20171103    ,0.13   ,-0.16   ,-0.51    ,0.00
20171106    ,0.18    ,0.21    ,0.13    ,0.00
20171107   ,-0.21   ,-0.43   ,-0.08    ,0.00
20171108    ,0.14   ,-0.06   ,-0.22    ,0.00
20171109   ,-0.35   ,-0.05    ,0.34    ,0.00
20171110   ,-0.17    ,0.07   ,-0.17    ,0.00
20171113   ,-0.28   ,-0.36   ,-0.12    ,0.00
20171114   ,-0.03   ,-0.13   ,-0.12    ,0.00
20171115   ,-0.64   ,-0.34    ,0.00    ,0.00
20171116    ,0.77    ,0.25   ,-0.54    ,0.00
20171117    ,0.02    ,0.45    ,0.17    ,0.00
20171120    ,0.06    ,0.19   ,-0.20    ,0.00
20171121    ,0.66    ,0.21   ,-0.17    ,0.00
20171122    ,0.33    ,0.51    ,0.14    ,0.00
20171123    ,0.06   ,-0.07    ,0.01    ,0.00
20171124    ,0.27   ,-0.03   ,-0.18    ,0.00
20171127   ,-0.24   ,-0.06   ,-0.25    ,0.00
20171128    ,0.53   ,-0.25    ,0.05    ,0.00
20171129    ,0.01    ,0.10    ,0.97    ,0.00
20171130    ,0.46   ,-0.28   ,-0.18    ,0.00
20171201   ,-0.15    ,0.10    ,0.23    ,0.00
20171204   ,-0.05   ,-0.30    ,0.67    ,0.00
20171205   ,-0.37   ,-0.15   ,-0.11    ,0.00
20171206   ,-0.37   ,-0.55   ,-0.45    ,0.00
20171207    ,0.26    ,0.11   ,-0.20    ,0.00
20171208    ,0.52   ,-0.20   ,-0.02    ,0.00
20171211    ,0.22   ,-0.16    ,0.00    ,0.00
20171212    ,0.12   ,-0.21    ,0.24    ,0.00
20171213    ,0.25    ,0.45   ,-0.35    ,0.00
20171214   ,-0.47    ,0.25   ,-0.19    ,0.00
20171215    ,0.23   ,-0.08   ,-0.19    ,0.00
20171218    ,0.90    ,0.12    ,0.21    ,0.00
20171219   ,-0.16    ,0.03   ,-0.10    ,0.00
20171220   ,-0.10    ,0.24    ,0.35    ,0.00
20171221    ,0.35    ,0.20    ,0.35    ,0.00
20171222   ,-0.05    ,0.15   ,-0.12    ,0.00
20171225    ,0.03   ,-0.02    ,0.01    ,0.00
20171226   ,-0.06    ,0.14   ,-0.06    ,0.00
20171227    ,0.23    ,0.34   ,-0.17    ,0.00
20171228    ,0.23    ,0.21    ,0.06    ,0.00
20171229   ,-0.19    ,0.24    ,0.10    ,0.00
20180101    ,0.03    ,0.01    ,0.02    ,0.00
20180102    ,0.64    ,0.21   ,-0.01    ,0.00
20180103    ,0.38   ,-0.22   ,-0.15    ,0.00
20180104    ,0.89   ,-0.20    ,0.43    ,0.00
20180105    ,0.58   ,-0.31   ,-0.29    ,0.00
20180108    ,0.03    ,0.01   ,-0.03    ,0.00
20180109    ,0.23   ,-0.09   ,-0.10    ,0.00
20180110   ,-0.01    ,0.14    ,0.54    ,0.00
20180111    ,0.57    ,0.20    ,0.25    ,0.00
20180112    ,0.76   ,-0.12    ,0.06    ,0.00
20180115    ,0.29    ,0.19   ,-0.05    ,0.00
20180116   ,-0.22   ,-0.22   ,-0.08    ,0.00
20180117    ,0.27   ,-0.44   ,-0.29    ,0.00
20180118   ,-0.03   ,-0.23   ,-0.23    ,0.00
20180119    ,0.49    ,0.32   ,-0.12    ,0.00
20180122    ,0.63   ,-0.15   ,-0.17    ,0.00
20180123    ,0.44    ,0.22   ,-0.19    ,0.00
20180124    ,0.15    ,0.17    ,0.22    ,0.00
20180125   ,-0.30   ,-0.08   ,-0.21    ,0.00
20180126    ,0.92   ,-0.25   ,-0.46    ,0.00
20180129   ,-0.58    ,0.17   ,-0.06    ,0.00
20180130   ,-0.92   ,-0.04   ,-0.25    ,0.00
20180131   ,-0.21   ,-0.28   ,-0.13    ,0.00
20180201    ,0.30    ,0.41    ,0.32    ,0.01
20180202   ,-1.87    ,0.24   ,-0.10    ,0.01
20180205   ,-3.09    ,0.58    ,0.18    ,0.01
20180206   ,-0.35   ,-1.76   ,-0.26    ,0.01
20180207    ,0.06    ,0.54   ,-0.13    ,0.01
20180208   ,-2.34    ,1.46    ,0.24    ,0.01
20180209    ,0.07   ,-0.91   ,-0.34    ,0.01
20180212    ,1.19   ,-0.36   ,-0.19    ,0.01
20180213    ,0.17    ,0.15   ,-0.28    ,0.01
20180214    ,1.37   ,-0.38   ,-0.01    ,0.01
20180215    ,1.19   ,-0.04   ,-0.47    ,0.01
20180216    ,0.20    ,0.23   ,-0.02    ,0.01
20180219    ,0.06    ,0.48    ,0.13    ,0.01
20180220   ,-0.54    ,0.09   ,-0.33    ,0.01
20180221   ,-0.35    ,0.40    ,0.07    ,0.01
20180222    ,0.06    ,0.03   ,-0.22    ,0.01
20180223    ,0.95   ,-0.31    ,0.05    ,0.01
20180226    ,0.89   ,-0.43   ,-0.21    ,0.01
20180227   ,-0.89    ,0.09    ,0.11    ,0.01
20180228   ,-1.02    ,0.33   ,-0.38    ,0.01
20180301   ,-0.98    ,0.50    ,0.21    ,0.01
20180302   ,-0.15    ,0.19   ,-0.46    ,0.01
20180305    ,0.59   ,-0.77   ,-0.13    ,0.01
20180306    ,0.72    ,0.61   ,-0.04    ,0.01
20180307   ,-0.04    ,0.13   ,-0.27    ,0.01
20180308    ,0.36   ,-0.27   ,-0.52    ,0.01
20180309    ,1.06   ,-0.41   ,-0.20    ,0.01
20180312    ,0.35    ,0.38    ,0.22    ,0.01
20180313   ,-0.45    ,0.43   ,-0.01    ,0.01
20180314   ,-0.38    ,0.27   ,-0.26    ,0.01
20180315   ,-0.13   ,-0.23   ,-0.03    ,0.01
20180316    ,0.10   ,-0.19    ,0.34    ,0.01
20180319   ,-1.01    ,0.36    ,0.18    ,0.01
20180320   ,-0.08   ,-0.28    ,0.06    ,0.01
20180321    ,0.28    ,0.45    ,0.37    ,0.01
20180322   ,-1.77    ,0.87   ,-0.11    ,0.01
20180323   ,-1.68    ,0.13    ,0.02    ,0.01
20180326    ,1.47   ,-0.87   ,-0.33    ,0.01
20180327   ,-0.54    ,0.55    ,0.51    ,0.01
20180328   ,-0.54   ,-0.52    ,0.12    ,0.01
20180329    ,0.99   ,-0.34   ,-0.16    ,0.01
20180330    ,0.13    ,0.17    ,0.00    ,0.01
20180402   ,-1.28    ,0.48    ,0.28    ,0.01
20180403    ,0.37   ,-0.35   ,-0.08    ,0.01
20180404    ,0.48   ,-0.18   ,-0.19    ,0.01
20180405    ,0.96   ,-0.47    ,0.31    ,0.01
20180406   ,-1.12    ,0.84    ,0.06    ,0.01
20180409    ,0.41   ,-0.18   ,-0.15    ,0.01
20180410    ,1.29   ,-0.30    ,0.05    ,0.01
20180411   ,-0.36    ,0.40    ,0.43    ,0.01
20180412    ,0.41   ,-0.32   ,-0.08    ,0.01
20180413   ,-0.07    ,0.16    ,0.29    ,0.01
20180416    ,0.56   ,-0.07   ,-0.05    ,0.01
20180417    ,0.69   ,-0.39   ,-0.52    ,0.01
20180418    ,0.33    ,0.22    ,0.18    ,0.01
20180419   ,-0.38    ,0.03    ,0.75    ,0.01
20180420   ,-0.59    ,0.13    ,0.37    ,0.01
20180423   ,-0.24   ,-0.40    ,0.24    ,0.01
20180424   ,-0.53    ,0.40    ,0.73    ,0.01
20180425   ,-0.35   ,-0.32   ,-0.05    ,0.01
20180426    ,0.64   ,-0.37   ,-0.61    ,0.01
20180427    ,0.21   ,-0.12   ,-0.17    ,0.01
20180430   ,-0.46    ,0.15    ,0.00    ,0.01
20180501   ,-0.18   ,-0.12   ,-0.36    ,0.01
20180502   ,-0.26    ,0.70   ,-0.17    ,0.01
20180503   ,-0.10    ,0.16   ,-0.26    ,0.01
20180504    ,0.76   ,-0.36   ,-0.16    ,0.01
20180507    ,0.32    ,0.10   ,-0.23    ,0.01
20180508    ,0.01    ,0.20   ,-0.06    ,0.01
20180509    ,0.53   ,-0.35    ,0.04    ,0.01
20180510    ,0.73   ,-0.29    ,0.11    ,0.01
20180511    ,0.34    ,0.16    ,0.01    ,0.01
20180514    ,0.08   ,-0.14   ,-0.04    ,0.01
20180515   ,-0.60    ,0.15    ,0.28    ,0.01
20180516    ,0.19    ,0.18   ,-0.35    ,0.01
20180517    ,0.16    ,0.26    ,0.04    ,0.01
20180518   ,-0.18    ,0.31   ,-0.36    ,0.01
20180521    ,0.56   ,-0.15   ,-0.09    ,0.01
20180522   ,-0.19   ,-0.20    ,0.30    ,0.01
20180523   ,-0.35    ,0.17   ,-0.75    ,0.01
20180524   ,-0.19    ,0.26   ,-0.63    ,0.01
20180525   ,-0.39    ,0.00   ,-0.59    ,0.01
20180528   ,-0.14   ,-0.03   ,-0.23    ,0.01
20180529   ,-1.12    ,0.64   ,-0.49    ,0.01
20180530    ,0.86   ,-0.36    ,0.11    ,0.01
20180531   ,-0.33    ,0.57   ,-0.53    ,0.01
20180601    ,0.67   ,-0.52    ,0.10    ,0.01
20180604    ,0.59    ,0.08   ,-0.09    ,0.01
20180605    ,0.06    ,0.33   ,-0.43    ,0.01
20180606    ,0.62   ,-0.35    ,0.19    ,0.01
20180607    ,0.08    ,0.08    ,0.65    ,0.01
20180608    ,0.00    ,0.07   ,-0.42    ,0.01
20180611    ,0.27   ,-0.09   ,-0.04    ,0.01
20180612    ,0.02    ,0.08   ,-0.49    ,0.01
20180613   ,-0.08    ,0.09   ,-0.08    ,0.01
20180614   ,-0.21   ,-0.27   ,-0.42    ,0.01
20180615   ,-0.23   ,-0.14   ,-0.40    ,0.01
20180618   ,-0.33    ,0.32    ,0.00    ,0.01
20180619   ,-0.72   ,-0.07    ,0.08    ,0.01
20180620    ,0.25    ,0.24   ,-0.46    ,0.01
20180621   ,-0.56    ,0.09   ,-0.29    ,0.01
20180622    ,0.46   ,-0.06    ,0.45    ,0.01
20180625   ,-1.37    ,0.02    ,0.35    ,0.01
20180626    ,0.03    ,0.00    ,0.01    ,0.01
20180627   ,-0.66   ,-0.22    ,0.20    ,0.01
20180628    ,0.09   ,-0.39   ,-0.15    ,0.01
20180629    ,0.57    ,0.03   ,-0.08    ,0.01
20180702   ,-0.44   ,-0.31    ,0.03    ,0.01
20180703    ,0.02    ,0.12    ,0.10    ,0.01
20180704    ,0.01   ,-0.18    ,0.23    ,0.01
20180705    ,0.51   ,-0.55    ,0.04    ,0.01
20180706    ,0.83    ,0.04   ,-0.44    ,0.01
20180709    ,0.84   ,-0.17    ,0.09    ,0.01
20180710    ,0.23   ,-0.35   ,-0.08    ,0.01
20180711   ,-1.15   ,-0.17   ,-0.34    ,0.01
20180712    ,0.71   ,-0.38   ,-0.80    ,0.01
20180713    ,0.28    ,0.01   ,-0.28    ,0.01
20180716   ,-0.11   ,-0.12    ,0.25    ,0.01
20180717    ,0.17   ,-0.11   ,-0.22    ,0.01
20180718    ,0.30    ,0.06    ,0.08    ,0.01
20180719   ,-0.27    ,0.32   ,-0.02    ,0.01
20180720    ,0.22    ,0.03   ,-0.17    ,0.01
20180723   ,-0.12   ,-0.18    ,0.43    ,0.01
20180724    ,0.40   ,-0.42    ,0.31    ,0.01
20180725    ,0.65   ,-0.16   ,-0.58    ,0.01
20180726   ,-0.14    ,0.33    ,0.65    ,0.01
20180727   ,-0.23   ,-0.17    ,0.62    ,0.01
20180730   ,-0.38    ,0.05    ,1.30    ,0.01
20180731    ,0.18   ,-0.20   ,-0.19    ,0.01
20180801   ,-0.19    ,0.13   ,-0.24    ,0.01
20180802   ,-0.20   ,-0.22   ,-0.67    ,0.01
20180803    ,0.25   ,-0.59    ,0.06    ,0.01
20180806    ,0.14   ,-0.21   ,-0.23    ,0.01
20180807    ,0.44   ,-0.18    ,0.19    ,0.01
20180808    ,0.02    ,0.14    ,0.09    ,0.01
20180809   ,-0.18    ,0.17   ,-0.35    ,0.01
20180810   ,-1.05    ,0.26   ,-0.18    ,0.01
20180813   ,-0.60   ,-0.38   ,-0.33    ,0.01
20180814    ,0.39   ,-0.05   ,-0.15    ,0.01
20180815   ,-0.95   ,-0.03   ,-0.22    ,0.01
20180816    ,0.57   ,-0.60    ,0.25    ,0.01
20180817    ,0.43    ,0.19    ,0.08    ,0.01
20180820    ,0.42   ,-0.14    ,0.18    ,0.01
20180821    ,0.42    ,0.36    ,0.12    ,0.01
20180822    ,0.15    ,0.35   ,-0.28    ,0.01
20180823   ,-0.38    ,0.06   ,-0.47    ,0.01
20180824    ,0.63    ,0.03   ,-0.35    ,0.01
20180827    ,0.90   ,-0.12   ,-0.19    ,0.01
20180828    ,0.04   ,-0.12   ,-0.11    ,0.01
20180829    ,0.43   ,-0.15   ,-0.35    ,0.01
20180830   ,-0.40    ,0.45   ,-0.47    ,0.01
20180831   ,-0.40    ,0.31   ,-0.41    ,0.01
20180903   ,-0.09   ,-0.30    ,0.03    ,0.01
20180904   ,-0.43   ,-0.07   ,-0.14    ,0.01
20180905   ,-0.57    ,0.13    ,0.65    ,0.01
20180906   ,-0.40   ,-0.17    ,0.17    ,0.01
20180907   ,-0.39   ,-0.14   ,-0.06    ,0.01
20180910    ,0.31   ,-0.07   ,-0.15    ,0.01
20180911    ,0.27   ,-0.33   ,-0.25    ,0.01
20180912    ,0.21   ,-0.19   ,-0.06    ,0.01
20180913    ,0.41   ,-0.33   ,-0.04    ,0.01
20180914    ,0.15    ,0.16    ,0.01    ,0.01
20180917   ,-0.23    ,0.11    ,0.60    ,0.01
20180918    ,0.54   ,-0.07    ,0.00    ,0.01
20180919    ,0.31   ,-0.05    ,0.70    ,0.01
20180920    ,0.82   ,-0.19    ,0.04    ,0.01
