"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1074","204620","글로벌텍스프리",3745,15,0.4,"KOSDAQ","금융",182518907795,NA,NA,1823,2.05,0,0
"1075","290720","푸드나무",26750,-250,-0.93,"KOSDAQ","유통",182061409500,935,28.61,8267,3.24,300,1.12
"1076","034300","신세계건설",45500,350,0.78,"KOSPI","건설업",1.82e+11,3058,14.88,50598,0.9,800,1.76
"1077","094850","참좋은여행",13000,50,0.39,"KOSDAQ","기타서비스",1.82e+11,NA,NA,6746,1.93,0,0
"1078","024810","이화전기",253,0,0,"KOSDAQ","IT부품",181732944096,NA,NA,265,0.95,0,0
"1079","025750","한솔홈데코",2255,35,1.58,"KOSPI","종이목재",181674410995,7,322.14,1918,1.18,0,0
"1080","053590","한국테크놀로지",1465,-270,-15.56,"KOSDAQ","운송장비·부품",181598209230,NA,NA,291,5.03,0,0
"1081","054670","대한뉴팜",12650,650,5.42,"KOSDAQ","제약",181589738000,NA,NA,3980,3.18,0,0
"1082","163730","핑거",19650,500,2.61,"KOSDAQ","소프트웨어",181546625100,434,45.28,2201,8.93,0,0
"1083","078890","가온미디어",11450,350,3.15,"KOSDAQ","통신장비",181504781700,197,58.12,10355,1.11,50,0.44
"1084","206560","덱스터",7160,450,6.71,"KOSDAQ","오락·문화",181492653760,NA,NA,2258,3.17,0,0
"1085","108490","로보티즈",16100,-50,-0.31,"KOSDAQ","소프트웨어",181141100000,NA,NA,5629,2.86,0,0
"1086","082210","옵트론텍",7630,0,0,"KOSDAQ","IT부품",180647506130,NA,NA,3922,1.95,0,0
"1087","004720","팜젠사이언스",12250,-950,-7.2,"KOSPI","의약품",180233429250,675,18.15,5677,2.16,0,0
"1088","089140","넥스턴바이오",15200,-550,-3.49,"KOSDAQ","비금속",180067104000,NA,NA,8168,1.86,0,0
"1089","091580","상신이디피",13500,0,0,"KOSDAQ","IT부품",179998551000,689,19.59,5530,2.44,70,0.52
"1090","001380","SG글로벌",4000,50,1.27,"KOSPI","운수장비",179856572000,NA,NA,2812,1.42,0,0
"1091","264900","크라운제과",14350,-250,-1.71,"KOSPI","음식료품",179717247500,1247,11.51,11481,1.25,250,1.74
"1092","072020","중앙백신",18000,150,0.84,"KOSDAQ","제약",1.7928e+11,320,56.25,8790,2.05,70,0.39
"1093","052330","코텍",11500,200,1.77,"KOSDAQ","정보기기",179107348000,NA,NA,19253,0.6,250,2.17
"1094","013990","아가방컴퍼니",5440,40,0.74,"KOSDAQ","유통",178908195840,NA,NA,4042,1.35,0,0
"1095","066620","국보디자인",23850,100,0.42,"KOSDAQ","건설",1.78875e+11,2649,9,22137,1.08,320,1.34
"1096","180400","캔서롭",7740,0,0,"KOSDAQ","기타서비스",178624199880,NA,NA,1114,6.95,0,0
"1097","008250","이건산업",16300,-50,-0.31,"KOSPI","종이목재",1.78528e+11,158,103.16,15750,1.03,200,1.23
"1098","012170","아센디오",2810,-10,-0.35,"KOSPI","서비스업",178460840760,NA,NA,326,8.62,0,0
"1099","011370","서한",1765,-10,-0.56,"KOSDAQ","건설",178079436725,180,9.81,3149,0.56,40,2.27
"1100","114450","KPX생명과학",11850,1150,10.75,"KOSDAQ","제약",1.7775e+11,NA,NA,3958,2.99,0,0
"1101","001540","안국약품",13550,0,0,"KOSDAQ","제약",176724791000,NA,NA,11048,1.23,220,1.62
"1102","260930","씨티케이코스메틱스",9130,60,0.66,"KOSDAQ","화학",176588725830,NA,NA,8497,1.07,200,2.19
"1103","117580","대성에너지",6400,450,7.56,"KOSPI","전기가스업",1.76e+11,514,12.45,11433,0.56,250,3.91
"1104","044820","코스맥스비티아이",18200,-50,-0.27,"KOSPI","기타금융",174791362200,NA,NA,30308,0.6,200,1.1
"1105","241790","오션브릿지",17450,-250,-1.41,"KOSDAQ","반도체",1.74546e+11,1440,12.12,7608,2.29,320,1.83
"1106","109610","에스와이",3720,-40,-1.06,"KOSDAQ","금속",1.74353e+11,NA,NA,3129,1.19,0,0
"1107","205500","액션스퀘어",4210,410,10.79,"KOSDAQ","디지털컨텐츠",174010435450,NA,NA,445,9.46,0,0
"1108","064820","케이프",5620,270,5.05,"KOSDAQ","운송장비·부품",173667711360,316,17.78,5685,0.99,100,1.78
"1109","054210","이랜텍",6860,170,2.54,"KOSDAQ","IT부품",173497700600,NA,NA,6077,1.13,50,0.73
"1110","282690","동아타이어",12600,50,0.4,"KOSPI","화학",1.73036e+11,971,12.98,26714,0.47,800,6.35
"1111","088290","이원컴포텍",7640,0,0,"KOSDAQ","운송장비·부품",172941370200,NA,NA,573,13.33,0,0
"1112","347740","피엔케이피부임상연구센타",23000,-250,-1.08,"KOSDAQ","기타서비스",172560812000,1040,22.12,7414,3.1,0,0
"1113","241710","코스메카코리아",16150,200,1.25,"KOSDAQ","화학",1.72482e+11,245,65.92,12150,1.33,0,0
"1114","040300","YTN",4105,105,2.63,"KOSDAQ","방송서비스",1.7241e+11,186,22.07,4521,0.91,30,0.73
"1115","043220","에이치엘비파워",1890,85,4.71,"KOSDAQ","기계·장비",172208062530,7,270,448,4.22,0,0
"1116","007110","일신석재",2220,85,3.98,"KOSPI","유통업",171953674200,8,277.5,674,3.29,0,0
"1117","261200","덴티스",11650,100,0.87,"KOSDAQ","의료·정밀기기",171929418500,NA,NA,1819,6.4,0,0
"1118","100250","진양홀딩스",3075,-50,-1.6,"KOSPI","화학",1.71878e+11,475,6.47,5815,0.53,170,5.53
"1119","006890","태경케미컬",14750,250,1.72,"KOSPI","화학",1.711e+11,681,21.66,10707,1.38,200,1.36
"1120","012790","신일제약",15250,200,1.33,"KOSDAQ","제약",171062086500,699,21.82,9591,1.59,100,0.66
"1121","301300","바이브컴퍼니",31700,350,1.12,"KOSDAQ","소프트웨어",170995189000,NA,NA,5894,5.38,0,0
"1122","267320","나인테크",4340,20,0.46,"KOSDAQ","IT부품",1.70981e+11,NA,NA,721,6.02,0,0
"1123","048550","SM C&C",1800,80,4.65,"KOSDAQ","방송서비스",170298216000,NA,NA,1092,1.65,0,0
"1124","001260","남광토건",17300,200,1.17,"KOSPI","건설업",1.7004e+11,1401,12.35,6746,2.56,0,0
"1125","290550","디케이티",20650,500,2.48,"KOSDAQ","IT부품",1.69977e+11,1315,15.7,8175,2.53,0,0
"1126","302430","이노메트리",17350,-150,-0.86,"KOSDAQ","기계·장비",169588199600,NA,NA,4880,3.56,0,0
"1127","307930","컴퍼니케이",10850,-200,-1.81,"KOSDAQ","금융",169368500000,632,17.17,3747,2.9,190,1.75
"1128","067830","세이브존I&C",4115,35,0.86,"KOSPI","유통업",168883282925,262,15.71,11015,0.37,30,0.73
"1129","130660","한전산업",5180,120,2.37,"KOSPI","서비스업",1.68868e+11,419,12.36,2553,2.03,208,4.02
"1130","072870","메가스터디",14150,200,1.43,"KOSDAQ","출판·매체복제",168681569850,1786,7.92,23739,0.6,600,4.24
"1131","227950","엔투텍",2405,-105,-4.18,"KOSDAQ","기계·장비",1.68525e+11,NA,NA,1138,2.11,0,0
"1132","291650","압타머사이언스",19900,0,0,"KOSDAQ","기타서비스",168475907400,NA,NA,3942,5.05,0,0
"1133","088390","이녹스",18000,100,0.56,"KOSDAQ","운송장비·부품",168315192000,1071,16.81,13764,1.31,0,0
"1134","217500","러셀",5290,515,10.79,"KOSDAQ","기계·장비",168285480000,66,80.15,1307,4.05,25,0.47
"1135","060370","KT서브마린",7670,60,0.79,"KOSDAQ","건설",1.67973e+11,58,132.24,4693,1.63,30,0.39
"1136","330350","위더스제약",19100,350,1.87,"KOSDAQ","제약",167935126500,212,90.09,8744,2.18,48,0.25
"1137","130580","나이스디앤비",10900,150,1.4,"KOSDAQ","기타서비스",1.6786e+11,698,15.62,4052,2.69,200,1.83
"1138","186230","그린플러스",17400,-100,-0.57,"KOSDAQ","금속",167174710800,NA,NA,3465,5.02,0,0
"1139","035610","솔본",6100,-1590,-20.68,"KOSDAQ","기타서비스",166810581700,64,95.31,5071,1.2,0,0
"1140","086040","바이오톡스텍",11400,150,1.33,"KOSDAQ","기타서비스",166726402200,179,63.69,2292,4.97,0,0
"1141","074610","이엔플러스",3520,25,0.72,"KOSPI","기계",166637359680,NA,NA,1312,2.68,0,0
"1142","020710","시공테크",8310,-70,-0.84,"KOSDAQ","기타서비스",166598630700,272,30.55,5628,1.48,70,0.84
"1143","046140","SBS콘텐츠허브",7750,-160,-2.02,"KOSDAQ","오락·문화",166342551250,389,19.92,7102,1.09,0,0
"1144","263700","케어랩스",9650,40,0.42,"KOSDAQ","소프트웨어",166327708800,288,33.51,5689,1.7,0,0
"1145","073560","우리손에프앤지",2400,35,1.48,"KOSDAQ","음식료·담배",166170343200,315,7.62,2951,0.81,25,1.04
"1146","000220","유유제약",9910,280,2.91,"KOSPI","의약품",165850430240,84,117.98,6360,1.56,210,2.12
"1147","134380","미원화학",75400,-500,-0.66,"KOSPI","화학",165824807200,6806,11.08,51337,1.47,2500,3.32
"1148","039340","한국경제TV",7190,10,0.14,"KOSDAQ","방송서비스",1.6537e+11,860,8.36,6009,1.2,130,1.81
"1149","007540","샘표",57400,400,0.7,"KOSPI","기타금융",165070920000,15906,3.61,62296,0.92,200,0.35
"1150","234100","세원",5280,60,1.15,"KOSDAQ","운송장비·부품",1.65034e+11,341,15.48,1920,2.75,0,0
"1151","011150","CJ씨푸드",4585,25,0.55,"KOSPI","음식료품",164742594205,58,79.05,1823,2.52,0,0
"1152","176440","에이치엔티",1920,0,0,"KOSDAQ","IT부품",164619542400,NA,NA,323,5.94,0,0
"1153","001790","대한제당",3665,20,0.55,"KOSPI","음식료품",1.64369e+11,263,13.94,4974,0.74,180,4.91
"1154","060240","룽투코리아",6460,120,1.89,"KOSDAQ","디지털컨텐츠",164273174640,113,57.17,3021,2.14,0,0
"1155","259630","엠플러스",14400,1100,8.27,"KOSDAQ","기계·장비",164195078400,556,25.9,5221,2.76,100,0.69
"1156","032820","우리기술",1265,10,0.8,"KOSDAQ","일반전기전자",164127175795,NA,NA,404,3.13,0,0
"1157","008260","NI스틸",5730,90,1.6,"KOSPI","철강금속",163878670410,424,13.51,4246,1.35,50,0.87
"1158","347890","엠투아이",9740,90,0.93,"KOSDAQ","정보기기",163614506960,631,15.44,3553,2.74,500,5.13
"1159","000890","보해양조",1190,40,3.48,"KOSPI","음식료품",162775315010,14,85,617,1.93,0,0
"1160","241520","DSC인베스트먼트",5880,10,0.17,"KOSDAQ","금융",162745857960,890,6.61,2144,2.74,0,0
"1161","153710","옵티팜",11150,250,2.29,"KOSDAQ","제약",162672456700,NA,NA,2334,4.78,0,0
"1162","002450","삼익악기",1795,10,0.56,"KOSPI","기타제조업",1.62503e+11,120,14.96,2464,0.73,50,2.79
"1163","003350","한국화장품제조",35850,100,0.28,"KOSPI","화학",162472200000,NA,NA,9768,3.67,0,0
"1164","045340","토탈소프트",18950,-400,-2.07,"KOSDAQ","소프트웨어",162174858000,260,72.88,1571,12.06,0,0
"1165","239340","줌인터넷",6000,230,3.99,"KOSDAQ","인터넷",161877804000,44,136.36,996,6.02,0,0
"1166","220260","켐트로스",6080,0,0,"KOSDAQ","화학",161474506560,57,106.67,1749,3.48,0,0
"1167","060590","씨티씨바이오",7120,20,0.28,"KOSDAQ","제약",161441179760,NA,NA,3626,1.96,0,0
"1168","067570","엔브이에이치코리아",4960,-50,-1,"KOSDAQ","운송장비·부품",161416196480,NA,NA,4756,1.04,75,1.51
"1169","002460","화성산업",12950,-700,-5.13,"KOSPI","건설업",161237860000,2742,4.72,31644,0.41,650,5.02
"1170","347000","센코",19700,500,2.6,"KOSDAQ","일반전기전자",160961686800,166,118.67,3989,4.94,0,0
"1171","047400","유니온머티리얼",3830,50,1.32,"KOSPI","비금속광물",1.6086e+11,NA,NA,1980,1.93,20,0.52
"1172","004250","NPC",4375,5,0.11,"KOSPI","화학",1.6065e+11,449,9.74,7011,0.62,100,2.29
"1173","101140","인바이오젠",3115,110,3.66,"KOSPI","유통업",160613751655,NA,NA,1511,2.06,0,0
"1174","042510","라온시큐어",4235,115,2.79,"KOSDAQ","소프트웨어",160607669915,NA,NA,836,5.07,0,0
"1175","005990","매일홀딩스",11700,200,1.74,"KOSDAQ","음식료·담배",160504156800,154,75.97,20924,0.56,140,1.2
"1176","071670","에이테크솔루션",16050,450,2.88,"KOSDAQ","기계·장비",1.605e+11,285,56.32,7188,2.23,0,0
"1177","000230","일동홀딩스",13900,0,0,"KOSPI","의약품",160411560000,NA,NA,10633,1.31,100,0.72
"1178","200780","비씨월드제약",18000,550,3.15,"KOSDAQ","제약",160062912000,548,32.85,11436,1.57,100,0.56
"1179","015020","이스타코",3730,365,10.85,"KOSPI","서비스업",159836468000,NA,NA,1139,3.27,0,0
"1180","241690","유니테크노",6770,40,0.59,"KOSDAQ","운송장비·부품",159809844300,418,16.2,3194,2.12,0,0
"1181","155650","와이엠씨",8000,110,1.39,"KOSDAQ","IT부품",159794864000,400,20,4268,1.87,150,1.88
"1182","058630","엠게임",8170,160,2,"KOSDAQ","디지털컨텐츠",159673475090,354,23.08,2374,3.44,0,0
"1183","134790","시디즈",79700,2100,2.71,"KOSPI","기타제조업",1.594e+11,10331,7.71,24393,3.27,300,0.38
"1184","179290","엠아이텍",5110,310,6.46,"KOSDAQ","의료·정밀기기",159345886280,217,23.55,1777,2.88,60,1.17
"1185","099750","이지케어텍",24950,950,3.96,"KOSDAQ","소프트웨어",159330700000,NA,NA,6500,3.84,86,0.34
"1186","217730","강스템바이오텍",6230,-20,-0.32,"KOSDAQ","제약",159249316240,NA,NA,2034,3.06,0,0
"1187","020760","일진디스플",4620,20,0.43,"KOSPI","전기전자",159243481320,NA,NA,939,4.92,0,0
"1188","013570","디와이",6050,50,0.83,"KOSPI","기타금융",159233779650,NA,NA,12760,0.47,100,1.65
"1189","043650","국순당",8890,130,1.48,"KOSDAQ","음식료·담배",158760322560,1181,7.53,12355,0.72,160,1.8
"1190","084730","팅크웨어",15200,100,0.66,"KOSDAQ","통신장비",158470366400,901,16.87,15054,1.01,0,0
"1191","041460","한국전자인증",7340,0,0,"KOSDAQ","소프트웨어",157510887660,138,53.19,1877,3.91,61,0.83
"1192","032560","황금에스티",9820,110,1.13,"KOSPI","철강금속",1.5712e+11,1048,9.37,17074,0.58,100,1.02
"1193","010960","삼호개발",6280,160,2.61,"KOSPI","건설업",1.57e+11,802,7.83,8443,0.74,190,3.03
"1194","274090","켄코아에어로스페이스",13300,200,1.53,"KOSDAQ","운송장비·부품",156728370400,NA,NA,3496,3.8,0,0
"1195","263690","디알젬",13800,0,0,"KOSDAQ","의료·정밀기기",156293418000,1786,7.73,4638,2.98,200,1.45
"1196","007820","에스엠코어",7780,-60,-0.77,"KOSDAQ","기계·장비",155864099880,NA,NA,3483,2.23,70,0.9
"1197","065650","메디프론",3735,-5,-0.13,"KOSDAQ","유통",155796206175,NA,NA,749,4.99,0,0
"1198","009270","신원",1830,55,3.1,"KOSPI","섬유의복",155627773170,NA,NA,2204,0.83,0,0
"1199","027830","대성창투",3890,15,0.39,"KOSDAQ","금융",1.556e+11,33,117.88,1282,3.03,0,0
"1200","005710","대원산업",7760,-540,-6.51,"KOSDAQ","운송장비·부품",155491776000,902,8.6,16584,0.47,125,1.61
"1201","053160","프리엠스",25900,-2100,-7.5,"KOSDAQ","일반전기전자",1.554e+11,23,1126.09,8118,3.19,50,0.19
"1202","050110","캠시스",2195,-15,-0.68,"KOSDAQ","IT부품",155130854555,NA,NA,1296,1.69,0,0
"1203","067390","아스트",6040,80,1.34,"KOSDAQ","운송장비·부품",155105098080,NA,NA,6206,0.97,0,0
"1204","138360","에이씨티",4480,0,0,"KOSDAQ","화학",155061688320,NA,NA,1270,3.53,0,0
"1205","122350","삼기",4040,-15,-0.37,"KOSDAQ","운송장비·부품",154891289120,NA,NA,3362,1.2,0,0
"1206","004060","SG세계물산",763,22,2.97,"KOSPI","유통업",154450244480,NA,NA,969,0.79,0,0
"1207","057680","티사이언티픽",3285,0,0,"KOSDAQ","디지털컨텐츠",154408852845,16,205.31,1787,1.84,0,0
"1208","102280","쌍방울",640,7,1.11,"KOSPI","섬유의복",153905815680,NA,NA,900,0.71,0,0
"1209","103590","일진전기",4150,70,1.72,"KOSPI","전기전자",153883618500,130,31.92,8330,0.5,60,1.45
"1210","012860","모베이스전자",2700,-5,-0.18,"KOSDAQ","운송장비·부품",153774612000,NA,NA,2652,1.02,0,0
"1211","251630","브이원텍",10200,50,0.49,"KOSDAQ","기계·장비",153515916000,379,26.91,5627,1.81,100,0.98
"1212","171090","선익시스템",17000,2550,17.65,"KOSDAQ","반도체",153499783000,275,61.82,10071,1.69,100,0.59
"1213","001840","이화공영",7750,130,1.71,"KOSDAQ","건설",153494640000,15,516.67,2156,3.59,10,0.13
"1214","304100","솔트룩스",30150,250,0.84,"KOSDAQ","소프트웨어",153189587250,117,257.69,11448,2.63,0,0
"1215","205100","엑셈",4520,25,0.56,"KOSDAQ","소프트웨어",153147873960,248,18.23,2200,2.05,0,0
"1216","003460","유화증권",2700,20,0.75,"KOSPI","증권",153096520500,83,32.53,6358,0.42,110,4.07
"1217","033320","제이씨현시스템",8000,110,1.39,"KOSDAQ","유통",152915456000,553,14.47,5021,1.59,70,0.88
"1218","094360","칩스앤미디어",15850,400,2.59,"KOSDAQ","반도체",1.52799e+11,200,79.25,3383,4.69,50,0.32
"1219","126880","제이엔케이히터",6580,60,0.92,"KOSDAQ","기계·장비",152688261740,95,69.26,4418,1.49,0,0
"1220","093240","형지엘리트",4900,-130,-2.58,"KOSPI","섬유의복",152658510200,NA,NA,2007,2.44,0,0
"1221","023000","삼원강재",3810,85,2.28,"KOSPI","운수장비",1.524e+11,204,18.68,5319,0.72,105,2.76
"1222","089150","케이씨티",8880,230,2.66,"KOSDAQ","컴퓨터서비스",1.52292e+11,33,269.09,2105,4.22,60,0.68
"1223","096630","에스코넥",2320,30,1.31,"KOSDAQ","IT부품",152253790880,NA,NA,720,3.22,0,0
"1224","019990","에너토크",15600,-600,-3.7,"KOSDAQ","기계·장비",1.52195e+11,47,331.91,4162,3.75,50,0.32
"1225","269620","시스웍",2040,0,0,"KOSDAQ","의료·정밀기기",151687637400,32,63.75,793,2.57,0,0
"1226","006910","보성파워텍",3100,65,2.14,"KOSDAQ","금속",151625600400,36,86.11,1773,1.75,0,0
"1227","092440","기신정기",5190,40,0.78,"KOSPI","기계",1.51548e+11,298,17.42,8125,0.64,150,2.89
"1228","040350","큐로컴",1265,-5,-0.39,"KOSDAQ","컴퓨터서비스",151125614585,NA,NA,442,2.86,0,0
"1229","032850","비트컴퓨터",9090,-20,-0.22,"KOSDAQ","소프트웨어",151105733370,394,23.07,3288,2.76,61,0.67
"1230","019440","세아특수강",17600,800,4.76,"KOSPI","철강금속",1.50832e+11,NA,NA,35541,0.5,700,3.98
"1231","203690","프로스테믹스",3295,-45,-1.35,"KOSDAQ","제약",150769143660,NA,NA,469,7.03,0,0
"1232","007660","이수페타시스",3650,-50,-1.35,"KOSPI","전기전자",150629652700,NA,NA,1578,2.31,0,0
"1233","008600","윌비스",2290,45,2,"KOSPI","유통업",150617678480,NA,NA,1552,1.48,0,0
"1234","263770","유에스티",6350,20,0.32,"KOSDAQ","금속",150496092200,205,30.98,2161,2.94,0,0
"1235","049550","잉크테크",8160,10,0.12,"KOSDAQ","화학",150306645120,NA,NA,2262,3.61,0,0
"1236","025820","이구산업",4490,285,6.78,"KOSPI","철강금속",150154580000,57,78.77,3058,1.47,30,0.67
"1237","119830","아이텍",10150,0,0,"KOSDAQ","반도체",1.49528e+11,NA,NA,5477,1.85,0,0
"1238","012200","계양전기",4585,105,2.34,"KOSPI","기계",1.49471e+11,294,15.6,5664,0.81,35,0.76
"1239","027740","마니커",753,4,0.53,"KOSPI","음식료품",149449863282,NA,NA,361,2.09,0,0
"1240","006740","영풍제지",6720,20,0.3,"KOSPI","종이목재",1.49184e+11,483,13.91,5692,1.18,40,0.6
"1241","003650","미창석유",85700,2100,2.51,"KOSPI","화학",149089890400,12962,6.61,159298,0.54,2100,2.45
"1242","189980","흥국에프엔비",3880,35,0.91,"KOSDAQ","음식료·담배",148942052760,110,35.27,1790,2.17,20,0.52
"1243","347770","핌스",19800,0,0,"KOSDAQ","IT부품",148655845800,789,25.1,6573,3.01,0,0
"1244","246690","TS인베스트먼트",3800,140,3.83,"KOSDAQ","금융",148507340200,221,17.19,1181,3.22,25,0.66
"1245","122310","제노레이",10200,0,0,"KOSDAQ","의료·정밀기기",148449208800,709,14.39,4571,2.23,120,1.18
"1246","182360","큐브엔터",4300,45,1.06,"KOSDAQ","오락·문화",1.48431e+11,NA,NA,1061,4.05,0,0
"1247","037330","인지디스플레",3380,-15,-0.44,"KOSDAQ","IT부품",148332057120,374,9.04,4090,0.83,100,2.96
"1248","348350","위드텍",29100,3100,11.92,"KOSDAQ","의료·정밀기기",148171380000,1011,28.78,8679,3.35,0,0
"1249","011090","에넥스",2465,170,7.41,"KOSPI","기타제조업",147879395065,NA,NA,754,3.27,0,0
"1250","305090","마이크로디지탈",20350,450,2.26,"KOSDAQ","의료·정밀기기",147773560000,NA,NA,1052,19.34,0,0
"1251","196490","디에이테크놀로지",6240,320,5.41,"KOSDAQ","기계·장비",147702672000,NA,NA,4264,1.46,0,0
"1252","041910","에스텍파마",12400,-100,-0.8,"KOSDAQ","제약",147538461200,938,13.22,9362,1.32,100,0.81
"1253","267290","경동도시가스",25000,1000,4.17,"KOSPI","전기가스업",147385150000,3224,7.75,60459,0.41,875,3.5
"1254","302550","리메드",24150,-450,-1.83,"KOSDAQ","의료·정밀기기",147369723900,NA,NA,4071,5.93,0,0
"1255","011390","부산산업",139500,4000,2.95,"KOSPI","비금속광물",1.47312e+11,2333,59.79,54994,2.54,250,0.18
"1256","217820","엔에스",12850,-500,-3.75,"KOSDAQ","기계·장비",147293587600,382,33.64,3784,3.4,0,0
"1257","009460","한창제지",2465,5,0.2,"KOSPI","종이목재",147080352990,177,13.93,1587,1.55,20,0.81
"1258","045520","크린앤사이언스",22600,450,2.03,"KOSDAQ","기계·장비",1.469e+11,2182,10.36,8200,2.76,500,2.21
"1259","208710","바이오로그디바이스",3540,40,1.14,"KOSDAQ","IT부품",146667198480,NA,NA,1304,2.71,0,0
"1260","060560","홈센타홀딩스",1145,5,0.44,"KOSDAQ","유통",146181606125,35,32.71,901,1.27,0,0
"1261","007720","대명소노시즌",1450,15,1.05,"KOSDAQ","유통",146160652500,NA,NA,1595,0.91,0,0
"1262","033170","시그네틱스",1700,95,5.92,"KOSDAQ","반도체",145738142300,NA,NA,1241,1.37,0,0
"1263","002760","보락",2430,30,1.25,"KOSPI","화학",1.45557e+11,7,347.14,735,3.31,4,0.16
"1264","214270","퓨쳐스트림네트웍스",1320,-10,-0.75,"KOSDAQ","출판·매체복제",145500685440,NA,NA,569,2.32,0,0
"1265","073640","테라사이언스",2110,-75,-3.43,"KOSDAQ","금속",145361510210,NA,NA,428,4.93,0,0
"1266","056080","유진로봇",3875,0,0,"KOSDAQ","기계·장비",145359589000,NA,NA,1108,3.5,0,0
"1267","306620","네온테크",3895,10,0.26,"KOSDAQ","기계·장비",144923687690,NA,NA,764,5.1,0,0
"1268","049830","승일",23600,-1550,-6.16,"KOSDAQ","금속",144717843200,136,173.53,23032,1.02,85,0.36
"1269","046390","삼화네트웍스",3350,-160,-4.56,"KOSDAQ","오락·문화",144629325550,NA,NA,746,4.49,0,0
"1270","047080","한빛소프트",5830,560,10.63,"KOSDAQ","디지털컨텐츠",144466443880,NA,NA,665,8.77,0,0
"1271","080000","에스엔유",4200,50,1.2,"KOSDAQ","기계·장비",144156054000,145,28.97,3508,1.2,0,0
"1272","006110","삼아알미늄",13100,50,0.38,"KOSPI","철강금속",1.441e+11,319,41.07,10036,1.31,100,0.76
"1273","290690","소룩스",17450,-50,-0.29,"KOSDAQ","일반전기전자",144081910350,671,26.01,5272,3.31,50,0.29
"1274","066130","하츠",11250,450,4.17,"KOSDAQ","일반전기전자",1.44e+11,493,22.82,6846,1.64,80,0.71
"1275","042520","한스바이오메드",14250,400,2.89,"KOSDAQ","제약",143967479250,NA,NA,5972,2.39,0,0
"1276","092870","엑시콘",13700,50,0.37,"KOSDAQ","반도체",143522939900,1253,10.93,9128,1.5,50,0.36
"1277","036560","영풍정밀",9110,240,2.71,"KOSDAQ","기계·장비",143482500000,847,10.76,17868,0.51,350,3.84
"1278","004080","신흥",15100,-550,-3.51,"KOSPI","유통업",1.4345e+11,1302,11.6,9573,1.58,200,1.32
"1279","225220","제놀루션",14950,-100,-0.66,"KOSDAQ","제약",143029341000,4124,3.63,6417,2.33,700,4.68
"1280","033540","파라텍",3365,-230,-6.4,"KOSDAQ","기계·장비",142875292125,212,15.87,1488,2.26,0,0
"1281","331920","셀레믹스",17500,200,1.16,"KOSDAQ","제약",142872590000,NA,NA,3622,4.83,0,0
"1282","143210","핸즈코퍼레이션",6530,80,1.24,"KOSPI","운수장비",142767140040,NA,NA,13471,0.48,0,0
"1283","192250","케이사인",2020,-5,-0.25,"KOSDAQ","소프트웨어",142755939140,66,30.61,884,2.29,0,0
"1284","004840","DRB동일",7160,-40,-0.56,"KOSPI","화학",142698800000,121,59.17,17702,0.4,50,0.7
"1285","017650","대림제지",15850,250,1.6,"KOSDAQ","종이·목재",1.4265e+11,1468,10.8,20571,0.77,75,0.47
"1286","214430","아이쓰리시스템",20000,200,1.01,"KOSDAQ","일반전기전자",142135200000,433,46.19,9948,2.01,100,0.5
"1287","229000","젠큐릭스",21950,250,1.15,"KOSDAQ","제약",141951484100,5605,3.92,8342,2.63,0,0
"1288","054800","아이디스홀딩스",13700,50,0.37,"KOSDAQ","기타서비스",141764257200,378,36.24,20565,0.67,200,1.46
"1289","053260","금강철강",7570,250,3.42,"KOSDAQ","금속",141710400000,172,44.01,5941,1.27,100,1.32
"1290","005430","한국공항",44750,-450,-1,"KOSPI","운수창고업",141694386250,NA,NA,86072,0.52,0,0
"1291","036120","SCI평가정보",3990,-10,-0.25,"KOSDAQ","기타서비스",1.41645e+11,179,22.29,718,5.56,35,0.88
"1292","041520","이라이콤",11600,0,0,"KOSDAQ","IT부품",141389268000,680,17.06,17423,0.67,600,5.17
"1293","086960","한컴MDS",16000,0,0,"KOSDAQ","소프트웨어",141257728000,512,31.25,13132,1.22,0,0
"1294","290380","대유",14950,900,6.41,"KOSDAQ","화학",141193780000,552,27.08,7282,2.05,0,0
"1295","214420","토니모리",8000,-50,-0.62,"KOSPI","화학",1.4112e+11,NA,NA,3554,2.25,0,0
"1296","079960","동양이엔피",17950,-250,-1.37,"KOSDAQ","IT부품",1.41087e+11,3084,5.82,30463,0.59,400,2.23
"1297","065130","탑엔지니어링",8820,10,0.11,"KOSDAQ","기계·장비",140910586740,NA,NA,13014,0.68,0,0
"1298","017900","광전자",2430,25,1.04,"KOSPI","전기전자",140803344090,NA,NA,3448,0.7,0,0
"1299","033830","티비씨",1405,5,0.36,"KOSDAQ","방송서비스",1.405e+11,40,35.13,1133,1.24,10,0.71
"1300","002720","국제약품",7280,-60,-0.82,"KOSPI","의약품",140329935200,120,60.67,3659,1.99,0,0
"1301","100590","머큐리",9500,50,0.53,"KOSDAQ","일반전기전자",140254200000,556,17.09,5431,1.75,0,0
"1302","011320","유니크",7250,10,0.14,"KOSDAQ","운송장비·부품",1.40075e+11,NA,NA,5173,1.4,0,0
"1303","170030","현대공업",9130,70,0.77,"KOSDAQ","운송장비·부품",140054200000,737,12.39,7406,1.23,132,1.45
"1304","100840","SNT에너지",18650,150,0.81,"KOSPI","기계",140000160150,1414,13.19,31408,0.59,800,4.29
