"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1913","101730","위메이드맥스","KOSDAQ","디지털컨텐츠",30800,0,0,486505558000
"1914","065370","위세아이텍","KOSDAQ","출판·매체복제",13700,-100,-0.72,90089473800
"1915","038620","위즈코프","KOSDAQ","유통",3275,105,3.31,199873908275
"1916","299900","위지윅스튜디오","KOSDAQ","오락·문화",28900,0,0,1234961186900
"1917","036090","위지트","KOSDAQ","기계·장비",1645,-35,-2.08,148430628325
"1918","136540","윈스","KOSDAQ","소프트웨어",15350,-250,-1.6,187449027050
"1919","320000","윈텍","KOSDAQ","기계·장비",2640,5,0.19,48837750720
"1920","097800","윈팩","KOSDAQ","반도체",2370,-20,-0.84,101697612450
"1921","192390","윈하이텍","KOSDAQ","금속",4190,30,0.72,44652394240
"1922","313760","윌링스","KOSDAQ","일반전기전자",21900,350,1.62,106477800000
"1923","900340","윙입푸드","KOSDAQ","금융",1290,-5,-0.39,61885722120
"1924","036200","유니셈","KOSDAQ","반도체",12300,-500,-3.91,377169942900
"1925","018000","유니슨","KOSDAQ","기계·장비",3355,-60,-1.76,408416734605
"1926","203450","유니온커뮤니티","KOSDAQ","일반전기전자",4020,5,0.12,59009608140
"1927","011320","유니크","KOSDAQ","운송장비·부품",7400,-70,-0.94,142973143000
"1928","086390","유니테스트","KOSDAQ","반도체",29450,350,1.2,622400010700
"1929","241690","유니테크노","KOSDAQ","운송장비·부품",11350,-850,-6.97,283881262750
"1930","142210","유니트론텍","KOSDAQ","유통",5700,-90,-1.55,71597301000
"1931","048430","유라테크","KOSDAQ","일반전기전자",10550,-200,-1.86,1.21536e+11
"1932","206650","유바이오로직스","KOSDAQ","제약",46100,-50,-0.11,1670171052700
"1933","089850","유비벨록스","KOSDAQ","소프트웨어",14050,-50,-0.35,99975542850
"1934","032620","유비케어","KOSDAQ","소프트웨어",7900,-190,-2.35,412357398100
"1935","264450","유비쿼스","KOSDAQ","통신장비",21200,100,0.47,217208967200
"1936","078070","유비쿼스홀딩스","KOSDAQ","일반전기전자",16450,-400,-2.37,307559530600
"1937","024800","유성티엔에스","KOSDAQ","운송",3575,40,1.13,111821059350
"1938","054930","유신","KOSDAQ","기타서비스",22600,-250,-1.09,6.78e+10
"1939","069330","유아이디","KOSDAQ","IT부품",2580,40,1.57,35035682760
"1940","049520","유아이엘","KOSDAQ","IT부품",2750,5,0.18,59908574000
"1941","313750","유안타제4호스팩","KOSDAQ","금융",2030,0,0,9439500000
"1942","336060","유안타제5호스팩","KOSDAQ","금융",2535,0,0,15032550000
"1943","367460","유안타제7호스팩","KOSDAQ","금융",2175,-5,-0.23,11962500000
"1944","367480","유안타제8호스팩","KOSDAQ","금융",2110,-10,-0.47,13693900000
"1945","056090","유앤아이","KOSDAQ","의료·정밀기기",4745,145,3.15,44019004380
"1946","263770","유에스티","KOSDAQ","금속",4600,-35,-0.76,109020791200
"1947","340930","유일에너테크","KOSDAQ","기계·장비",18000,350,1.98,192145392000
"1948","023410","유진기업","KOSDAQ","비금속",4925,-45,-0.91,380756000275
"1949","056080","유진로봇","KOSDAQ","기계·장비",3200,-95,-2.88,120038886400
"1950","373340","유진스팩6호","KOSDAQ","금융",2320,0,0,7006400000
"1951","388800","유진스팩7호","KOSDAQ","금융",2165,-5,-0.23,10846650000
"1952","084370","유진테크","KOSDAQ","반도체",42950,-1750,-3.91,984244003900
"1953","178780","유테크","KOSDAQ","유통",1730,0,0,60240302320
"1954","179900","유티아이","KOSDAQ","IT부품",11650,-200,-1.69,188810326750
"1955","263050","유틸렉스","KOSDAQ","제약",26100,-1050,-3.87,404014532400
"1956","191410","육일씨엔에쓰","KOSDAQ","IT부품",3770,75,2.03,35298592940
"1957","072770","율호","KOSDAQ","소프트웨어",2510,-10,-0.4,97807180040
"1958","039020","이건홀딩스","KOSDAQ","종이·목재",5880,70,1.2,132798088920
"1959","067920","이글루시큐리티","KOSDAQ","소프트웨어",7430,-70,-0.93,81701164170
"1960","044960","이글벳","KOSDAQ","유통",8390,-70,-0.83,106065398370
"1961","303530","이노뎁","KOSDAQ","소프트웨어",26050,250,0.97,190231401450
"1962","302430","이노메트리","KOSDAQ","기계·장비",14650,-200,-1.35,144056497200
"1963","073490","이노와이어리스","KOSDAQ","통신장비",38100,-550,-1.42,256700426400
"1964","215790","이노인스트루먼트","KOSDAQ","통신장비",2160,0,0,87011601840
"1965","246960","이노테라피","KOSDAQ","제약",13100,-100,-0.76,66078810400
"1966","088390","이녹스","KOSDAQ","운송장비·부품",28000,-650,-2.27,261823632000
"1967","272290","이녹스첨단소재","KOSDAQ","IT부품",39900,-950,-2.33,783702154200
"1968","053350","이니텍","KOSDAQ","소프트웨어",6130,-70,-1.13,121318315080
"1969","258610","이더블유케이","KOSDAQ","금속",5410,-130,-2.35,95397629930
"1970","041520","이라이콤","KOSDAQ","IT부품",8220,20,0.24,100191360600
"1971","264850","이랜시스","KOSDAQ","일반전기전자",3050,-15,-0.49,87693026600
"1972","054210","이랜텍","KOSDAQ","IT부품",10700,-100,-0.93,270615947000
"1973","164060","이루다","KOSDAQ","의료·정밀기기",11200,-250,-2.18,87528672000
"1974","065440","이루온","KOSDAQ","소프트웨어",2235,-60,-2.61,60959669700
"1975","115610","이미지스","KOSDAQ","반도체",4590,445,10.74,35201297520
"1976","349720","이베스트스팩5호","KOSDAQ","금융",2100,-10,-0.47,7.602e+09
"1977","323210","이베스트이안스팩1호","KOSDAQ","금융",2090,15,0.72,6.688e+09
"1978","078020","이베스트투자증권","KOSDAQ","금융",9040,-20,-0.22,501549957600
"1979","131400","이브이첨단소재","KOSDAQ","IT부품",1735,15,0.87,81188044570
"1980","351330","이삭엔지니어링","KOSDAQ","컴퓨터서비스",12700,-350,-2.68,105264204000
"1981","080010","이상네트웍스","KOSDAQ","인터넷",8440,-50,-0.59,76086600000
"1982","086890","이수앱지스","KOSDAQ","제약",11850,-200,-1.66,393214615800
"1983","047560","이스트소프트","KOSDAQ","디지털컨텐츠",18100,200,1.12,205774049200
"1984","900110","이스트아시아홀딩스","KOSDAQ","금융",171,-5,-2.84,28986168447
"1985","067010","이씨에스","KOSDAQ","정보기기",5860,130,2.27,72042840000
"1986","101360","이엔드디","KOSDAQ","화학",32100,50,0.16,331284294300
"1987","102710","이엔에프테크놀로지","KOSDAQ","화학",29000,-150,-0.51,414347244000
"1988","066980","이엔코퍼레이션","KOSDAQ","디지털컨텐츠",4590,-115,-2.44,177083453070
"1989","063760","이엘피","KOSDAQ","반도체",7460,40,0.54,69565469800
"1990","123570","이엠넷","KOSDAQ","기타서비스",6420,-150,-2.28,143012420760
"1991","083470","이엠앤아이","KOSDAQ","IT부품",1390,0,0,38120075850
"1992","095190","이엠코리아","KOSDAQ","기계·장비",4425,-55,-1.23,188421088725
"1993","091120","이엠텍","KOSDAQ","IT부품",25550,200,0.79,405936764800
"1994","039030","이오테크닉스","KOSDAQ","반도체",108000,-2000,-1.82,1330511400000
"1995","294090","이오플로우","KOSDAQ","의료·정밀기기",60100,1100,1.86,693833765500
"1996","088290","이원컴포텍","KOSDAQ","운송장비·부품",8090,350,4.52,183127707450
"1997","181340","이즈미디어","KOSDAQ","의료·정밀기기",18900,-400,-2.07,134569890000
"1998","353810","이지바이오","KOSDAQ","음식료·담배",5040,30,0.6,172326268800
"1999","099750","이지케어텍","KOSDAQ","소프트웨어",32150,-600,-1.83,205309900000
"2000","035810","이지홀딩스","KOSDAQ","음식료·담배",4435,-15,-0.34,288921822575
"2001","160600","이큐셀","KOSDAQ","기계·장비",3100,0,0,42720312600
"2002","092130","이크레더블","KOSDAQ","기타서비스",20100,0,0,242076360000
"2003","096040","이트론","KOSDAQ","정보기기",544,-18,-3.2,285381718912
"2004","134060","이퓨쳐","KOSDAQ","출판·매체복제",8060,-20,-0.25,38440155000
"2005","001840","이화공영","KOSDAQ","건설",6450,-100,-1.53,127747152000
"2006","024810","이화전기","KOSDAQ","IT부품",1785,-30,-1.65,148982567055
"2007","041830","인바디","KOSDAQ","의료·정밀기기",27000,-150,-0.55,369462114000
"2008","352940","인바이오","KOSDAQ","화학",7990,-20,-0.25,86833162700
"2009","079950","인베니아","KOSDAQ","기계·장비",2245,-55,-2.39,5.2084e+10
"2010","277410","인산가","KOSDAQ","음식료·담배",2405,-20,-0.82,76631474595
"2011","060150","인선이엔티","KOSDAQ","기타서비스",12100,-100,-0.82,563419705200
"2012","033230","인성정보","KOSDAQ","컴퓨터서비스",3060,-45,-1.45,119999062800
"2013","037330","인지디스플레","KOSDAQ","IT부품",3265,-100,-2.97,143285256360
"2014","083640","인콘","KOSDAQ","통신장비",1900,-15,-0.78,84851661100
"2015","216050","인크로스","KOSDAQ","기타서비스",46950,-600,-1.26,378265680150
"2016","049070","인탑스","KOSDAQ","IT부품",22750,-300,-1.3,3.913e+11
"2017","119610","인터로조","KOSDAQ","의료·정밀기기",30000,-400,-1.32,389014410000
"2018","017250","인터엠","KOSDAQ","일반전기전자",1400,-25,-1.75,29463653800
"2019","035080","인터파크","KOSDAQ","유통",6450,-220,-3.3,523670101350
"2020","051370","인터플렉스","KOSDAQ","IT부품",13000,-200,-1.52,303257136000
"2021","064290","인텍플러스","KOSDAQ","반도체",24400,-400,-1.61,309830272800
"2022","189300","인텔리안테크","KOSDAQ","일반전기전자",71000,-800,-1.11,652040499000
"2023","150840","인트로메딕","KOSDAQ","의료·정밀기기",6400,50,0.79,244697728000
"2024","048530","인트론바이오","KOSDAQ","제약",21050,250,1.2,704618416950
"2025","175140","인포마크","KOSDAQ","통신장비",6940,-530,-7.1,35215558720
"2026","115310","인포바인","KOSDAQ","통신서비스",26500,-500,-1.85,84611399500
"2027","039290","인포뱅크","KOSDAQ","통신서비스",10600,-450,-4.07,92156166800
"2028","071200","인피니트헬스케어","KOSDAQ","소프트웨어",7220,-50,-0.69,176142426760
"2029","016670","인피니티엔티","KOSDAQ","유통",973,0,0,97551057352
"2030","101930","인화정공","KOSDAQ","운송장비·부품",12150,-600,-4.71,113380215750
"2031","333430","일승","KOSDAQ","운송장비·부품",3070,65,2.16,94331113290
"2032","068330","일신바이오","KOSDAQ","기계·장비",4265,-125,-2.85,188581837100
"2033","058450","일야","KOSDAQ","IT부품",685,0,0,21741900000
"2034","019540","일지테크","KOSDAQ","운송장비·부품",3780,-50,-1.31,51081030000
"2035","094820","일진파워","KOSDAQ","건설",17400,200,1.16,262369536600
"2036","950140","잉글우드랩","KOSDAQ","화학",8740,-150,-1.69,173645148840
"2037","049550","잉크테크","KOSDAQ","화학",8050,50,0.63,156121353850
"2038","254120","자비스","KOSDAQ","기계·장비",2645,-95,-3.47,58671963965
"2039","221610","자안바이오","KOSDAQ","화학",2995,0,0,19931117015
"2040","043910","자연과환경","KOSDAQ","기타서비스",1920,-95,-4.71,118610000640
"2041","234920","자이글","KOSDAQ","일반전기전자",3640,5,0.14,49252512400
"2042","289220","자이언트스텝","KOSDAQ","오락·문화",98900,100,0.1,954955158500
"2043","174880","장원테크","KOSDAQ","통신장비",4035,-25,-0.62,77187342855
"2044","049630","재영솔루텍","KOSDAQ","IT부품",1115,-45,-3.88,90117774340
"2045","110020","전진바이오팜","KOSDAQ","화학",4660,35,0.76,29550779540
"2046","208140","정다운","KOSDAQ","음식료·담배",2880,-95,-3.19,93685893120
"2047","022220","정산애강","KOSDAQ","화학",2180,-50,-2.24,112912182220
"2048","040420","정상제이엘에스","KOSDAQ","기타서비스",7640,-60,-0.78,119776497280
"2049","045510","정원엔시스","KOSDAQ","컴퓨터서비스",2800,-190,-6.35,90186017600
"2050","217190","제너셈","KOSDAQ","반도체",9400,-50,-0.53,82430235600
"2051","095700","제넥신","KOSDAQ","기타서비스",68300,-400,-0.58,1709489715600
"2052","072520","제넨바이오","KOSDAQ","유통",1145,-30,-2.55,239525805235
"2053","122310","제노레이","KOSDAQ","의료·정밀기기",9640,0,0,140299056160
"2054","361390","제노코","KOSDAQ","통신장비",70000,3800,5.74,170949800000
"2055","187420","제노포커스","KOSDAQ","제약",8680,-80,-0.91,195291406800
"2056","225220","제놀루션","KOSDAQ","제약",14050,-150,-1.06,134418879000
"2057","123330","제닉","KOSDAQ","화학",5290,-90,-1.67,3.703e+10
"2058","159580","제로투세븐","KOSDAQ","유통",11450,100,0.88,229373682200
"2059","147830","제룡산업","KOSDAQ","금속",3900,-60,-1.52,7.8e+10
"2060","033100","제룡전기","KOSDAQ","IT부품",6170,-100,-1.59,99105063530
"2061","079370","제우스","KOSDAQ","기계·장비",20000,-150,-0.74,2.0768e+11
"2062","054950","제이브이엠","KOSDAQ","기계·장비",15500,-200,-1.27,187393326000
"2063","090470","제이스텍","KOSDAQ","반도체",6640,330,5.23,96929445120
"2064","287410","제이시스메디칼","KOSDAQ","의료·정밀기기",7110,-320,-4.31,506939245920
"2065","137950","제이씨케미칼","KOSDAQ","화학",10000,0,0,222678140000
"2066","033320","제이씨현시스템","KOSDAQ","유통",6470,-120,-1.82,123670375040
"2067","204270","제이앤티씨","KOSDAQ","일반전기전자",8300,-170,-2.01,480142267800
"2068","026040","제이에스티나","KOSDAQ","기타제조",4375,-155,-3.42,72204081250
"2069","126880","제이엔케이히터","KOSDAQ","기계·장비",6940,-20,-0.29,161042026820
"2070","322510","제이엘케이","KOSDAQ","소프트웨어",6480,160,2.53,98243208720
"2071","033050","제이엠아이","KOSDAQ","출판·매체복제",1230,-25,-1.99,40072590660
"2072","094970","제이엠티","KOSDAQ","IT부품",3565,-60,-1.66,59707475600
"2073","058420","제이웨이","KOSDAQ","오락·문화",2160,0,0,7799412240
"2074","089790","제이티","KOSDAQ","반도체",9380,-240,-2.49,96759511940
"2075","052670","제일바이오","KOSDAQ","제약",3615,-10,-0.28,105301566360
"2076","199820","제일전기공업","KOSDAQ","일반전기전자",20400,-250,-1.21,2.26644e+11
"2077","023440","제일제강","KOSDAQ","금속",2950,15,0.51,102708471450
"2078","038010","제일테크노스","KOSDAQ","금속",5570,-50,-0.89,5.013e+10
"2079","276730","제주맥주","KOSDAQ","음식료·담배",2900,-90,-3.01,163836836900
"2080","080220","제주반도체","KOSDAQ","반도체",4805,-90,-1.84,165497812565
"2081","216080","제테마","KOSDAQ","제약",26800,-500,-1.83,476127701200
"2082","229000","젠큐릭스","KOSDAQ","제약",18250,-600,-3.18,119691183250
"2083","082270","젬백스","KOSDAQ","기계·장비",18050,-600,-3.22,718622177150
"2084","064800","젬백스링크","KOSDAQ","유통",1610,-20,-1.23,133784165550
"2085","041590","젬백스지오","KOSDAQ","건설",1000,-35,-3.38,90702705000
"2086","044060","조광ILI","KOSDAQ","기계·장비",9200,-10,-0.11,127428362800
"2087","034940","조아제약","KOSDAQ","제약",4010,-80,-1.96,124229106270
"2088","067000","조이시티","KOSDAQ","디지털컨텐츠",11850,-50,-0.42,538849125000
"2089","033340","좋은사람들","KOSDAQ","섬유·의류",1055,0,0,52653176320
"2090","036930","주성엔지니어링","KOSDAQ","반도체",11350,-400,-3.4,547628556200
"2091","239340","줌인터넷","KOSDAQ","인터넷",5350,-110,-2.01,144341041900
"2092","051980","중앙디앤엠","KOSDAQ","화학",1800,170,10.43,152869116600
"2093","072020","중앙백신","KOSDAQ","제약",15900,100,0.63,1.58364e+11
"2094","000440","중앙에너비스","KOSDAQ","유통",18050,-650,-3.48,112399696500
"2095","078650","지나인제약","KOSDAQ","의료·정밀기기",335,-124,-27.02,25053279180
"2096","228760","지노믹트리","KOSDAQ","제약",13350,500,3.89,271372285200
"2097","314130","지놈앤컴퍼니","KOSDAQ","제약",38650,650,1.71,521644363000
"2098","043610","지니뮤직","KOSDAQ","디지털컨텐츠",5920,-90,-1.5,344043392960
"2099","263860","지니언스","KOSDAQ","소프트웨어",8600,-250,-2.82,81223560000
"2100","303030","지니틱스","KOSDAQ","반도체",2715,-65,-2.34,97049488620
"2101","036180","지더블유바이텍","KOSDAQ","유통",2380,110,4.85,70843615500
"2102","208350","지란지교시큐리티","KOSDAQ","출판·매체복제",5780,-50,-0.86,48011806980
"2103","114570","지스마트글로벌","KOSDAQ","유통",620,0,0,7030424280
"2104","382480","지아이텍","KOSDAQ","기계·장비",24350,-850,-3.37,191669271800
"2105","382800","지앤비에스엔지니어링","KOSDAQ","기계·장비",17000,-200,-1.16,121798506000
"2106","051160","지어소프트","KOSDAQ","소프트웨어",18550,-650,-3.39,270357995250
"2107","053050","지에스이","KOSDAQ","전기·가스·수도",2925,-75,-2.5,87713721225
"2108","119850","지엔씨에너지","KOSDAQ","일반전기전자",5560,610,12.32,91455934040
"2109","270520","지엔원에너지","KOSDAQ","기타서비스",3745,195,5.49,116877360460
"2110","065060","지엔코","KOSDAQ","섬유·의류",833,-14,-1.65,81640700652
"2111","204840","지엘팜텍","KOSDAQ","기타서비스",1130,-20,-1.74,58632133720
"2112","115450","지트리비앤티","KOSDAQ","유통",14900,-800,-5.1,403611483100
"2113","219750","지티지웰니스","KOSDAQ","의료·정밀기기",3020,-70,-2.27,52671179760
"2114","018120","진로발효","KOSDAQ","음식료·담배",31700,50,0.16,209889504000
"2115","109820","진매트릭스","KOSDAQ","기타서비스",12000,-100,-0.83,244723680000
"2116","086060","진바이오텍","KOSDAQ","음식료·담배",5280,-50,-0.94,45463899360
"2117","036890","진성티이씨","KOSDAQ","기계·장비",11700,-350,-2.9,263042535600
"2118","363250","진시스템","KOSDAQ","의료·정밀기기",12000,-100,-0.83,81732960000
"2119","007370","진양제약","KOSDAQ","제약",6920,-70,-1,8.304e+10
"2120","085660","차바이오텍","KOSDAQ","제약",20200,100,0.5,1136462746400
"2121","261780","차백신연구소","KOSDAQ","기타서비스",10750,100,0.94,284113491500
"2122","158310","참존글로벌","KOSDAQ","기계·장비",1680,0,0,80373095040
"2123","094850","참좋은여행","KOSDAQ","기타서비스",14000,-600,-4.11,1.96e+11
"2124","004650","창해에탄올","KOSDAQ","음식료·담배",14400,0,0,132348744000
"2125","311690","천랩","KOSDAQ","기타서비스",37850,-2200,-5.49,147987746800
"2126","278280","천보","KOSDAQ","화학",274800,4300,1.59,2.748e+12
"2127","096240","청담러닝","KOSDAQ","기타서비스",37500,1900,5.34,280268475000
"2128","066360","체리부로","KOSDAQ","음식료·담배",1530,-15,-0.97,71714732220
"2129","047820","초록뱀미디어","KOSDAQ","오락·문화",3280,-20,-0.61,593255613920
"2130","052300","초록뱀컴퍼니","KOSDAQ","운송",1690,0,0,120918896670
"2131","094360","칩스앤미디어","KOSDAQ","반도체",15850,-300,-1.86,152798992750
"2132","016920","카스","KOSDAQ","유통",5200,-150,-2.8,124512429600
"2133","284620","카이노스메드","KOSDAQ","기타서비스",3110,10,0.32,327662552740
"2134","293490","카카오게임즈","KOSDAQ","디지털컨텐츠",89000,2600,3.01,6647222655000
"2135","042000","카페24","KOSDAQ","인터넷",28700,-900,-3.04,635874387400
"2136","317530","캐리소프트","KOSDAQ","오락·문화",13850,650,4.92,95567714600
"2137","071850","캐스텍코리아","KOSDAQ","운송장비·부품",3625,-95,-2.55,60063306500
"2138","180400","캔서롭","KOSDAQ","기타서비스",7740,0,0,222082929900
"2139","050110","캠시스","KOSDAQ","IT부품",1900,0,0,140265824200
"2140","900310","컬러레이","KOSDAQ","금융",1770,-35,-1.94,9.558e+10
"2141","078340","컴투스","KOSDAQ","디지털컨텐츠",129800,-600,-0.46,1670061316000
"2142","307930","컴퍼니케이","KOSDAQ","금융",9020,570,6.75,140802200000
"2143","263700","케어랩스","KOSDAQ","소프트웨어",8440,-60,-0.71,145472110080
"2144","214370","케어젠","KOSDAQ","제약",66800,-100,-0.15,717632400000
"2145","221980","케이디켐","KOSDAQ","화학",16150,0,0,65162020000
"2146","317030","케이비17호스팩","KOSDAQ","금융",2040,5,0.25,11140440000
"2147","323940","케이비제18호스팩","KOSDAQ","금융",2060,-5,-0.24,16113320000
"2148","330990","케이비제19호스팩","KOSDAQ","금융",2090,-25,-1.18,8989090000
"2149","342550","케이비제20호스팩","KOSDAQ","금융",2120,-10,-0.47,13782120000
"2150","192250","케이사인","KOSDAQ","소프트웨어",2555,-10,-0.39,180565061635
"2151","115500","케이씨에스","KOSDAQ","컴퓨터서비스",6970,0,0,8.364e+10
"2152","089150","케이씨티","KOSDAQ","컴퓨터서비스",6520,10,0.15,1.11818e+11
"2153","025880","케이씨피드","KOSDAQ","음식료·담배",3265,55,1.71,54577276370
"2154","093320","케이아이엔엑스","KOSDAQ","인터넷",48050,200,0.42,2.34484e+11
"2155","073010","케이에스피","KOSDAQ","기계·장비",2115,-15,-0.7,76546623555
"2156","105330","케이엔더블유","KOSDAQ","일반전기전자",10300,-50,-0.48,124994434600
"2157","272110","케이엔제이","KOSDAQ","기계·장비",13650,-100,-0.73,100776694200
"2158","039420","케이엘넷","KOSDAQ","통신서비스",4390,-80,-1.79,106039264700
"2159","083550","케이엠","KOSDAQ","섬유·의류",8240,-110,-1.32,88622139360
"2160","032500","케이엠더블유","KOSDAQ","통신장비",40500,-1600,-3.8,1612745761500
"2161","225430","케이엠제약","KOSDAQ","화학",2185,-30,-1.35,60933204250
"2162","036030","케이티알파","KOSDAQ","유통",9350,-410,-4.2,458330296050
"2163","064820","케이프","KOSDAQ","운송장비·부품",4780,0,0,147710259840
"2164","347140","케이프이에스제4호","KOSDAQ","금융",2120,-25,-1.17,6379080000
"2165","256940","케이피에스","KOSDAQ","반도체",13250,450,3.52,238308312250
"2166","024880","케이피에프","KOSDAQ","금속",5110,235,4.82,90540257500
"2167","042040","케이피엠테크","KOSDAQ","화학",1365,-20,-1.44,198850100085
"2168","054410","케이피티유","KOSDAQ","금속",6920,-300,-4.16,35015200000
"2169","274090","켄코아에어로스페이스","KOSDAQ","운송장비·부품",13150,-150,-1.13,154960757200
"2170","217600","켐온","KOSDAQ","기타서비스",3325,25,0.76,212338955500
"2171","089010","켐트로닉스","KOSDAQ","화학",25600,150,0.59,380368819200
"2172","220260","켐트로스","KOSDAQ","화학",14000,550,4.09,371816298000
"2173","052400","코나아이","KOSDAQ","소프트웨어",33550,-700,-2.04,522008408900
"2174","046070","코다코","KOSDAQ","운송장비·부품",1455,-55,-3.64,56838492480
"2175","047770","코데즈컴바인","KOSDAQ","섬유·의류",2770,-15,-0.54,104824007540
"2176","078940","코드네이처","KOSDAQ","건설",2910,400,15.94,94435381110
"2177","080530","코디","KOSDAQ","화학",1620,-30,-1.82,45831902760
"2178","224060","코디엠","KOSDAQ","반도체",242,-5,-2.02,66249941296
"2179","104540","코렌텍","KOSDAQ","의료·정밀기기",13400,-300,-2.19,158518006800
"2180","027050","코리아나","KOSDAQ","화학",4235,-100,-2.31,1.694e+11
"2181","290510","코리아센터","KOSDAQ","소프트웨어",7390,-110,-1.47,563122707430
"2182","190650","코리아에셋투자증권","KOSDAQ","금융",11650,-200,-1.69,74420200000
"2183","101670","코리아에스이","KOSDAQ","금속",1620,-375,-18.8,3.0618e+10
"2184","123410","코리아에프티","KOSDAQ","운송장비·부품",3645,-95,-2.54,101480678280
"2185","036690","코맥스","KOSDAQ","통신장비",5660,-170,-2.92,86526293460
"2186","049430","코메론","KOSDAQ","의료·정밀기기",12050,-300,-2.43,109028400000
"2187","183300","코미코","KOSDAQ","반도체",80800,500,0.62,809652117600
"2188","041960","코미팜","KOSDAQ","제약",9090,-140,-1.52,583449612840
"2189","089890","코세스","KOSDAQ","반도체",12450,-350,-2.73,206482776900
"2190","009730","코센","KOSDAQ","금속",905,0,0,26398999325
"2191","082660","코스나인","KOSDAQ","화학",1400,-35,-2.44,67133406200
"2192","222040","코스맥스엔비티","KOSDAQ","음식료·담배",8130,-110,-1.33,167705640000
"2193","241710","코스메카코리아","KOSDAQ","화학",15150,-350,-2.26,1.61802e+11
"2194","069110","코스온","KOSDAQ","화학",2630,0,0,62963935800
"2195","166480","코아스템","KOSDAQ","제약",18400,-400,-2.13,291966949600
"2196","045970","코아시아","KOSDAQ","IT부품",9280,260,2.88,244202049280
"2197","196450","코아시아옵틱스","KOSDAQ","의료·정밀기기",2270,10,0.44,93598061020
"2198","029960","코엔텍","KOSDAQ","기타서비스",9190,-70,-0.76,4.595e+11
"2199","102940","코오롱생명과학","KOSDAQ","제약",31650,-650,-2.01,361201067400
"2200","950160","코오롱티슈진","KOSDAQ","제약",8010,0,0,489551575500
"2201","033290","코웰패션","KOSDAQ","유통",8940,-200,-2.19,791192091960
"2202","056360","코위버","KOSDAQ","통신장비",7840,-50,-0.63,76806912000
"2203","282880","코윈테크","KOSDAQ","기계·장비",35200,-1350,-3.69,333521689600
"2204","121850","코이즈","KOSDAQ","IT부품",2010,-55,-2.66,31153540740
"2205","015710","코콤","KOSDAQ","통신장비",6590,-60,-0.9,115525995000
"2206","052330","코텍","KOSDAQ","정보기기",11350,-200,-1.73,176771165200
"2207","322780","코퍼스코리아","KOSDAQ","오락·문화",3405,-90,-2.58,121748069970
"2208","126600","코프라","KOSDAQ","화학",8450,-220,-2.54,178427107300
"2209","200130","콜마비앤에이치","KOSDAQ","제약",35700,-900,-2.46,1054705020600
"2210","294570","쿠콘","KOSDAQ","소프트웨어",83300,-300,-0.36,672820014300
"2211","317690","퀀타매트릭스","KOSDAQ","의료·정밀기기",13250,250,1.92,197063593000
"2212","365270","큐라클","KOSDAQ","기타서비스",30800,-650,-2.07,418355414400
"2213","060280","큐렉소","KOSDAQ","유통",7210,-20,-0.28,241083776570
"2214","040350","큐로컴","KOSDAQ","컴퓨터서비스",1400,-10,-0.71,176362860800
"2215","051780","큐로홀딩스","KOSDAQ","유통",640,9,1.43,79630368000
"2216","115180","큐리언트","KOSDAQ","기타서비스",30300,0,0,269168898600
"2217","182360","큐브엔터","KOSDAQ","오락·문화",21000,-500,-2.33,289898427000
"2218","066310","큐에스아이","KOSDAQ","반도체",16250,-400,-2.4,137980375000
"2219","016600","큐캐피탈","KOSDAQ","금융",532,-6,-1.12,90860709324
"2220","043590","크로바하이텍","KOSDAQ","반도체",2485,0,0,76427772855
"2221","114120","크루셜텍","KOSDAQ","IT부품",1400,-75,-5.08,29345841000
"2222","110790","크리스에프앤씨","KOSDAQ","섬유·의류",42000,350,0.84,492050160000
"2223","900250","크리스탈신소재","KOSDAQ","금융",1495,-10,-0.66,101336858740
"2224","083790","크리스탈지노믹스","KOSDAQ","기타서비스",7140,0,0,494419910040
"2225","045520","크린앤사이언스","KOSDAQ","기계·장비",20100,-750,-3.6,1.3065e+11
"2226","036170","클라우드에어","KOSDAQ","반도체",1865,50,2.75,104500226445
"2227","214150","클래시스","KOSDAQ","의료·정밀기기",21900,-550,-2.45,1417299321600
"2228","352770","클리노믹스","KOSDAQ","기타서비스",11750,200,1.73,158274156750
"2229","237880","클리오","KOSDAQ","화학",22450,-400,-1.75,390473119400
"2230","139670","키네마스터","KOSDAQ","소프트웨어",16900,-600,-3.43,228932588300
"2231","054780","키이스트","KOSDAQ","오락·문화",14750,-350,-2.32,266845613000
"2232","219130","타이거일렉","KOSDAQ","반도체",14800,-300,-1.99,93451492000
"2233","065130","탑엔지니어링","KOSDAQ","기계·장비",7520,120,1.62,120141452640
"2234","023160","태광","KOSDAQ","금속",11000,-450,-3.93,2.915e+11
"2235","053620","태양","KOSDAQ","금속",9070,20,0.22,7.8002e+10
"2236","044490","태웅","KOSDAQ","금속",12500,0,0,250092262500
"2237","124560","태웅로직스","KOSDAQ","운송",8210,20,0.24,160397062320
"2238","191420","테고사이언스","KOSDAQ","제약",23550,-400,-1.67,190963040700
"2239","073640","테라사이언스","KOSDAQ","금속",2070,20,0.98,151844667840
"2240","182690","테라셈","KOSDAQ","반도체",1440,0,0,30474933120
"2241","066700","테라젠이텍스","KOSDAQ","제약",6670,-60,-0.89,216604481450
"2242","095610","테스","KOSDAQ","반도체",26450,-350,-1.31,522869577700
